#    L    TT             EE             TE             PP             TP          
  2232   0.100478E+03   0.244663E+01  -0.611126E+01   0.113320E+05   0.462215E+01
  2233   0.100296E+03   0.242742E+01  -0.602593E+01   0.113137E+05   0.465093E+01
  2234   0.100115E+03   0.240871E+01  -0.594058E+01   0.112953E+05   0.468017E+01
  2235   0.999297E+02   0.239059E+01  -0.585532E+01   0.112770E+05   0.470983E+01
  2236   0.997390E+02   0.237291E+01  -0.576999E+01   0.112587E+05   0.473987E+01
  2237   0.995356E+02   0.235568E+01  -0.568485E+01   0.112405E+05   0.477023E+01
  2238   0.993270E+02   0.233906E+01  -0.560004E+01   0.112223E+05   0.480089E+01
  2239   0.991207E+02   0.232298E+01  -0.551516E+01   0.112041E+05   0.483180E+01
  2240   0.988945E+02   0.230746E+01  -0.543042E+01   0.111860E+05   0.486292E+01
  2241   0.986705E+02   0.229241E+01  -0.534606E+01   0.111679E+05   0.489420E+01
  2242   0.984563E+02   0.227794E+01  -0.526204E+01   0.111498E+05   0.492560E+01
  2243   0.982518E+02   0.226404E+01  -0.517814E+01   0.111318E+05   0.495709E+01
  2244   0.980200E+02   0.225071E+01  -0.509481E+01   0.111139E+05   0.498862E+01
  2245   0.977832E+02   0.223791E+01  -0.501193E+01   0.110959E+05   0.502015E+01
  2246   0.975413E+02   0.222578E+01  -0.492958E+01   0.110780E+05   0.505163E+01
  2247   0.973019E+02   0.221425E+01  -0.484779E+01   0.110601E+05   0.508303E+01
  2248   0.970500E+02   0.220326E+01  -0.476655E+01   0.110423E+05   0.511431E+01
  2249   0.967932E+02   0.219297E+01  -0.468582E+01   0.110245E+05   0.514541E+01
  2250   0.965389E+02   0.218323E+01  -0.460598E+01   0.110068E+05   0.517631E+01
  2251   0.962722E+02   0.217420E+01  -0.452667E+01   0.109890E+05   0.520696E+01
  2252   0.960008E+02   0.216572E+01  -0.444823E+01   0.109713E+05   0.523733E+01
  2253   0.957324E+02   0.215791E+01  -0.437048E+01   0.109537E+05   0.526742E+01
  2254   0.954598E+02   0.215070E+01  -0.429348E+01   0.109361E+05   0.529718E+01
  2255   0.951756E+02   0.214413E+01  -0.421719E+01   0.109185E+05   0.532661E+01
  2256   0.948951E+02   0.213805E+01  -0.414173E+01   0.109010E+05   0.535569E+01
  2257   0.946036E+02   0.213258E+01  -0.406700E+01   0.108834E+05   0.538438E+01
  2258   0.943087E+02   0.212764E+01  -0.399296E+01   0.108660E+05   0.541268E+01
  2259   0.940181E+02   0.212321E+01  -0.391996E+01   0.108485E+05   0.544055E+01
  2260   0.937171E+02   0.211934E+01  -0.384760E+01   0.108311E+05   0.546798E+01
  2261   0.934135E+02   0.211595E+01  -0.377592E+01   0.108138E+05   0.549495E+01
  2262   0.931073E+02   0.211317E+01  -0.370504E+01   0.107964E+05   0.552143E+01
  2263   0.927989E+02   0.211084E+01  -0.363509E+01   0.107792E+05   0.554740E+01
  2264   0.924811E+02   0.210894E+01  -0.356565E+01   0.107619E+05   0.557285E+01
  2265   0.921540E+02   0.210760E+01  -0.349715E+01   0.107447E+05   0.559775E+01
  2266   0.918327E+02   0.210673E+01  -0.342955E+01   0.107275E+05   0.562208E+01
  2267   0.915176E+02   0.210632E+01  -0.336246E+01   0.107103E+05   0.564582E+01
  2268   0.911938E+02   0.210627E+01  -0.329680E+01   0.106932E+05   0.566895E+01
  2269   0.908617E+02   0.210672E+01  -0.323234E+01   0.106761E+05   0.569144E+01
  2270   0.905289E+02   0.210765E+01  -0.316851E+01   0.106591E+05   0.571328E+01
  2271   0.902031E+02   0.210897E+01  -0.310537E+01   0.106421E+05   0.573444E+01
  2272   0.898696E+02   0.211075E+01  -0.304295E+01   0.106251E+05   0.575490E+01
  2273   0.895286E+02   0.211273E+01  -0.298131E+01   0.106081E+05   0.577465E+01
  2274   0.891952E+02   0.211521E+01  -0.292123E+01   0.105912E+05   0.579366E+01
  2275   0.888474E+02   0.211817E+01  -0.286200E+01   0.105744E+05   0.581190E+01
  2276   0.885152E+02   0.212143E+01  -0.280295E+01   0.105575E+05   0.582937E+01
  2277   0.881763E+02   0.212507E+01  -0.274558E+01   0.105407E+05   0.584603E+01
  2278   0.878237E+02   0.212913E+01  -0.268995E+01   0.105239E+05   0.586186E+01
  2279   0.874798E+02   0.213346E+01  -0.263463E+01   0.105072E+05   0.587685E+01
  2280   0.871300E+02   0.213826E+01  -0.258113E+01   0.104905E+05   0.589098E+01
  2281   0.867820E+02   0.214322E+01  -0.252801E+01   0.104738E+05   0.590421E+01
  2282   0.864285E+02   0.214869E+01  -0.247607E+01   0.104572E+05   0.591654E+01
  2283   0.860697E+02   0.215436E+01  -0.242535E+01   0.104406E+05   0.592793E+01
  2284   0.857209E+02   0.216051E+01  -0.237515E+01   0.104240E+05   0.593838E+01
  2285   0.853672E+02   0.216691E+01  -0.232700E+01   0.104075E+05   0.594785E+01
  2286   0.849941E+02   0.217353E+01  -0.228020E+01   0.103910E+05   0.595632E+01
  2287   0.846242E+02   0.218058E+01  -0.223406E+01   0.103745E+05   0.596378E+01
  2288   0.842798E+02   0.218783E+01  -0.218936E+01   0.103581E+05   0.597021E+01
  2289   0.839166E+02   0.219548E+01  -0.214615E+01   0.103417E+05   0.597557E+01
  2290   0.835573E+02   0.220329E+01  -0.210372E+01   0.103253E+05   0.597986E+01
  2291   0.832093E+02   0.221139E+01  -0.206361E+01   0.103090E+05   0.598304E+01
  2292   0.828729E+02   0.221985E+01  -0.202439E+01   0.102927E+05   0.598511E+01
  2293   0.825113E+02   0.222850E+01  -0.198682E+01   0.102764E+05   0.598603E+01
  2294   0.821543E+02   0.223747E+01  -0.195023E+01   0.102602E+05   0.598578E+01
  2295   0.818022E+02   0.224652E+01  -0.191539E+01   0.102440E+05   0.598436E+01
  2296   0.814329E+02   0.225609E+01  -0.188160E+01   0.102278E+05   0.598172E+01
  2297   0.810838E+02   0.226578E+01  -0.185040E+01   0.102117E+05   0.597786E+01
  2298   0.807327E+02   0.227580E+01  -0.182035E+01   0.101955E+05   0.597275E+01
  2299   0.803726E+02   0.228598E+01  -0.179149E+01   0.101795E+05   0.596636E+01
  2300   0.800259E+02   0.229632E+01  -0.176461E+01   0.101634E+05   0.595869E+01
  2301   0.796557E+02   0.230694E+01  -0.173973E+01   0.101474E+05   0.594972E+01
  2302   0.792993E+02   0.231790E+01  -0.171685E+01   0.101314E+05   0.593949E+01
  2303   0.789569E+02   0.232888E+01  -0.169446E+01   0.101155E+05   0.592806E+01
  2304   0.785989E+02   0.234015E+01  -0.167400E+01   0.100996E+05   0.591550E+01
  2305   0.782479E+02   0.235162E+01  -0.165546E+01   0.100837E+05   0.590186E+01
  2306   0.778965E+02   0.236320E+01  -0.163807E+01   0.100679E+05   0.588720E+01
  2307   0.775227E+02   0.237502E+01  -0.162327E+01   0.100521E+05   0.587158E+01
  2308   0.771787E+02   0.238697E+01  -0.160883E+01   0.100363E+05   0.585505E+01
  2309   0.768497E+02   0.239904E+01  -0.159618E+01   0.100205E+05   0.583768E+01
  2310   0.765063E+02   0.241135E+01  -0.158458E+01   0.100048E+05   0.581952E+01
  2311   0.761560E+02   0.242359E+01  -0.157472E+01   0.998911E+04   0.580063E+01
  2312   0.758138E+02   0.243612E+01  -0.156659E+01   0.997345E+04   0.578108E+01
  2313   0.754652E+02   0.244875E+01  -0.155941E+01   0.995783E+04   0.576091E+01
  2314   0.751251E+02   0.246146E+01  -0.155316E+01   0.994224E+04   0.574018E+01
  2315   0.747864E+02   0.247425E+01  -0.154855E+01   0.992668E+04   0.571897E+01
  2316   0.744416E+02   0.248716E+01  -0.154556E+01   0.991115E+04   0.569731E+01
  2317   0.741059E+02   0.250016E+01  -0.154341E+01   0.989565E+04   0.567528E+01
  2318   0.737721E+02   0.251318E+01  -0.154356E+01   0.988018E+04   0.565293E+01
  2319   0.734328E+02   0.252625E+01  -0.154451E+01   0.986475E+04   0.563031E+01
  2320   0.731032E+02   0.253943E+01  -0.154622E+01   0.984934E+04   0.560750E+01
  2321   0.727833E+02   0.255256E+01  -0.154867E+01   0.983397E+04   0.558454E+01
  2322   0.724512E+02   0.256583E+01  -0.155256E+01   0.981863E+04   0.556149E+01
  2323   0.721143E+02   0.257901E+01  -0.155789E+01   0.980332E+04   0.553842E+01
  2324   0.717952E+02   0.259236E+01  -0.156461E+01   0.978804E+04   0.551537E+01
  2325   0.714717E+02   0.260557E+01  -0.157196E+01   0.977279E+04   0.549242E+01
  2326   0.711515E+02   0.261885E+01  -0.158140E+01   0.975757E+04   0.546961E+01
  2327   0.708348E+02   0.263194E+01  -0.159066E+01   0.974238E+04   0.544701E+01
  2328   0.705365E+02   0.264520E+01  -0.160122E+01   0.972723E+04   0.542468E+01
  2329   0.702272E+02   0.265832E+01  -0.161304E+01   0.971210E+04   0.540267E+01
  2330   0.699144E+02   0.267141E+01  -0.162609E+01   0.969701E+04   0.538104E+01
  2331   0.695984E+02   0.268454E+01  -0.163961E+01   0.968194E+04   0.535984E+01
  2332   0.692941E+02   0.269753E+01  -0.165505E+01   0.966691E+04   0.533915E+01
  2333   0.689943E+02   0.271044E+01  -0.167091E+01   0.965191E+04   0.531902E+01
  2334   0.686770E+02   0.272309E+01  -0.168789E+01   0.963693E+04   0.529949E+01
  2335   0.683794E+02   0.273585E+01  -0.170597E+01   0.962199E+04   0.528065E+01
  2336   0.680868E+02   0.274838E+01  -0.172512E+01   0.960708E+04   0.526253E+01
  2337   0.677921E+02   0.276090E+01  -0.174383E+01   0.959220E+04   0.524520E+01
  2338   0.675028E+02   0.277331E+01  -0.176504E+01   0.957734E+04   0.522873E+01
  2339   0.672116E+02   0.278543E+01  -0.178650E+01   0.956252E+04   0.521316E+01
  2340   0.669262E+02   0.279748E+01  -0.180744E+01   0.954773E+04   0.519855E+01
  2341   0.666617E+02   0.280942E+01  -0.183303E+01   0.953297E+04   0.518497E+01
  2342   0.663809E+02   0.282110E+01  -0.185730E+01   0.951824E+04   0.517248E+01
  2343   0.661065E+02   0.283263E+01  -0.188246E+01   0.950354E+04   0.516112E+01
  2344   0.658386E+02   0.284393E+01  -0.190847E+01   0.948887E+04   0.515096E+01
  2345   0.655774E+02   0.285512E+01  -0.193604E+01   0.947422E+04   0.514206E+01
  2346   0.653230E+02   0.286610E+01  -0.196442E+01   0.945961E+04   0.513448E+01
  2347   0.650756E+02   0.287679E+01  -0.199283E+01   0.944503E+04   0.512827E+01
  2348   0.648206E+02   0.288730E+01  -0.202347E+01   0.943048E+04   0.512349E+01
  2349   0.645878E+02   0.289748E+01  -0.205409E+01   0.941595E+04   0.512020E+01
  2350   0.643329E+02   0.290744E+01  -0.208614E+01   0.940146E+04   0.511847E+01
  2351   0.640857E+02   0.291710E+01  -0.211811E+01   0.938699E+04   0.511832E+01
  2352   0.638537E+02   0.292652E+01  -0.215069E+01   0.937256E+04   0.511972E+01
  2353   0.636220E+02   0.293561E+01  -0.218530E+01   0.935815E+04   0.512261E+01
  2354   0.634054E+02   0.294453E+01  -0.222040E+01   0.934378E+04   0.512693E+01
  2355   0.631817E+02   0.295311E+01  -0.225668E+01   0.932943E+04   0.513262E+01
  2356   0.629657E+02   0.296150E+01  -0.229259E+01   0.931511E+04   0.513962E+01
  2357   0.627500E+02   0.296954E+01  -0.232956E+01   0.930082E+04   0.514787E+01
  2358   0.625420E+02   0.297723E+01  -0.236828E+01   0.928656E+04   0.515732E+01
  2359   0.623342E+02   0.298470E+01  -0.240645E+01   0.927233E+04   0.516789E+01
  2360   0.621341E+02   0.299203E+01  -0.244551E+01   0.925813E+04   0.517954E+01
  2361   0.619416E+02   0.299906E+01  -0.248540E+01   0.924395E+04   0.519220E+01
  2362   0.617494E+02   0.300577E+01  -0.252531E+01   0.922981E+04   0.520581E+01
  2363   0.615575E+02   0.301225E+01  -0.256594E+01   0.921569E+04   0.522032E+01
  2364   0.613731E+02   0.301841E+01  -0.260722E+01   0.920160E+04   0.523566E+01
  2365   0.611964E+02   0.302446E+01  -0.264910E+01   0.918754E+04   0.525177E+01
  2366   0.610125E+02   0.303010E+01  -0.269078E+01   0.917351E+04   0.526860E+01
  2367   0.608436E+02   0.303548E+01  -0.273293E+01   0.915950E+04   0.528609E+01
  2368   0.606749E+02   0.304058E+01  -0.277551E+01   0.914553E+04   0.530417E+01
  2369   0.605063E+02   0.304554E+01  -0.281920E+01   0.913158E+04   0.532279E+01
  2370   0.603380E+02   0.305008E+01  -0.286319E+01   0.911766E+04   0.534188E+01
  2371   0.601846E+02   0.305446E+01  -0.290594E+01   0.910377E+04   0.536140E+01
  2372   0.600314E+02   0.305847E+01  -0.294963E+01   0.908991E+04   0.538127E+01
  2373   0.598709E+02   0.306232E+01  -0.299420E+01   0.907607E+04   0.540143E+01
  2374   0.597254E+02   0.306585E+01  -0.303765E+01   0.906227E+04   0.542184E+01
  2375   0.595726E+02   0.306914E+01  -0.308223E+01   0.904849E+04   0.544243E+01
  2376   0.594348E+02   0.307210E+01  -0.312752E+01   0.903473E+04   0.546313E+01
  2377   0.592896E+02   0.307480E+01  -0.317196E+01   0.902101E+04   0.548390E+01
  2378   0.591594E+02   0.307723E+01  -0.321692E+01   0.900731E+04   0.550467E+01
  2379   0.590219E+02   0.307938E+01  -0.326188E+01   0.899364E+04   0.552537E+01
  2380   0.588993E+02   0.308118E+01  -0.330702E+01   0.898000E+04   0.554596E+01
  2381   0.587768E+02   0.308269E+01  -0.335190E+01   0.896638E+04   0.556637E+01
  2382   0.586543E+02   0.308398E+01  -0.339691E+01   0.895280E+04   0.558655E+01
  2383   0.585320E+02   0.308490E+01  -0.344155E+01   0.893924E+04   0.560642E+01
  2384   0.584170E+02   0.308558E+01  -0.348635E+01   0.892570E+04   0.562594E+01
  2385   0.583022E+02   0.308587E+01  -0.353104E+01   0.891219E+04   0.564505E+01
  2386   0.581948E+02   0.308591E+01  -0.357555E+01   0.889871E+04   0.566368E+01
  2387   0.580874E+02   0.308555E+01  -0.361983E+01   0.888526E+04   0.568177E+01
  2388   0.579800E+02   0.308507E+01  -0.366397E+01   0.887184E+04   0.569927E+01
  2389   0.578801E+02   0.308404E+01  -0.370783E+01   0.885844E+04   0.571611E+01
  2390   0.577876E+02   0.308280E+01  -0.375159E+01   0.884506E+04   0.573224E+01
  2391   0.576877E+02   0.308127E+01  -0.379495E+01   0.883172E+04   0.574759E+01
  2392   0.575952E+02   0.307931E+01  -0.383809E+01   0.881840E+04   0.576212E+01
  2393   0.575176E+02   0.307699E+01  -0.388088E+01   0.880510E+04   0.577575E+01
  2394   0.574250E+02   0.307436E+01  -0.392324E+01   0.879184E+04   0.578843E+01
  2395   0.573473E+02   0.307142E+01  -0.396536E+01   0.877859E+04   0.580009E+01
  2396   0.572695E+02   0.306809E+01  -0.400695E+01   0.876538E+04   0.581069E+01
  2397   0.571991E+02   0.306436E+01  -0.404817E+01   0.875219E+04   0.582015E+01
  2398   0.571212E+02   0.306030E+01  -0.408889E+01   0.873903E+04   0.582843E+01
  2399   0.570655E+02   0.305576E+01  -0.412913E+01   0.872589E+04   0.583545E+01
  2400   0.570023E+02   0.305095E+01  -0.416875E+01   0.871278E+04   0.584117E+01
  2401   0.569390E+02   0.304572E+01  -0.420786E+01   0.869970E+04   0.584553E+01
  2402   0.568903E+02   0.304008E+01  -0.424641E+01   0.868664E+04   0.584858E+01
  2403   0.568339E+02   0.303403E+01  -0.428430E+01   0.867360E+04   0.585035E+01
  2404   0.567843E+02   0.302773E+01  -0.432172E+01   0.866060E+04   0.585089E+01
  2405   0.567341E+02   0.302097E+01  -0.435857E+01   0.864761E+04   0.585026E+01
  2406   0.566980E+02   0.301391E+01  -0.439482E+01   0.863466E+04   0.584850E+01
  2407   0.566535E+02   0.300656E+01  -0.443043E+01   0.862173E+04   0.584566E+01
  2408   0.566154E+02   0.299885E+01  -0.446545E+01   0.860882E+04   0.584178E+01
  2409   0.565761E+02   0.299072E+01  -0.449999E+01   0.859594E+04   0.583692E+01
  2410   0.565502E+02   0.298239E+01  -0.453380E+01   0.858309E+04   0.583111E+01
  2411   0.565229E+02   0.297367E+01  -0.456716E+01   0.857026E+04   0.582442E+01
  2412   0.564866E+02   0.296470E+01  -0.459972E+01   0.855745E+04   0.581689E+01
  2413   0.564633E+02   0.295542E+01  -0.463183E+01   0.854467E+04   0.580856E+01
  2414   0.564381E+02   0.294583E+01  -0.466323E+01   0.853192E+04   0.579948E+01
  2415   0.564183E+02   0.293596E+01  -0.469406E+01   0.851919E+04   0.578971E+01
  2416   0.564037E+02   0.292588E+01  -0.472426E+01   0.850649E+04   0.577928E+01
  2417   0.563868E+02   0.291546E+01  -0.475366E+01   0.849381E+04   0.576825E+01
  2418   0.563749E+02   0.290477E+01  -0.478261E+01   0.848116E+04   0.575667E+01
  2419   0.563604E+02   0.289375E+01  -0.481085E+01   0.846853E+04   0.574457E+01
  2420   0.563505E+02   0.288264E+01  -0.483842E+01   0.845592E+04   0.573202E+01
  2421   0.563377E+02   0.287122E+01  -0.486530E+01   0.844334E+04   0.571906E+01
  2422   0.563368E+02   0.285957E+01  -0.489144E+01   0.843079E+04   0.570573E+01
  2423   0.563253E+02   0.284771E+01  -0.491697E+01   0.841826E+04   0.569208E+01
  2424   0.563179E+02   0.283557E+01  -0.494171E+01   0.840575E+04   0.567817E+01
  2425   0.563219E+02   0.282339E+01  -0.496578E+01   0.839327E+04   0.566403E+01
  2426   0.563148E+02   0.281086E+01  -0.498914E+01   0.838082E+04   0.564973E+01
  2427   0.563115E+02   0.279809E+01  -0.501169E+01   0.836838E+04   0.563530E+01
  2428   0.563192E+02   0.278522E+01  -0.503355E+01   0.835598E+04   0.562079E+01
  2429   0.563154E+02   0.277197E+01  -0.505469E+01   0.834359E+04   0.560625E+01
  2430   0.563223E+02   0.275873E+01  -0.507499E+01   0.833123E+04   0.559173E+01
  2431   0.563175E+02   0.274526E+01  -0.509451E+01   0.831890E+04   0.557728E+01
  2432   0.563306E+02   0.273152E+01  -0.511322E+01   0.830659E+04   0.556294E+01
  2433   0.563242E+02   0.271766E+01  -0.513115E+01   0.829430E+04   0.554876E+01
  2434   0.563354E+02   0.270354E+01  -0.514820E+01   0.828204E+04   0.553480E+01
  2435   0.563418E+02   0.268932E+01  -0.516442E+01   0.826980E+04   0.552109E+01
  2436   0.563506E+02   0.267494E+01  -0.517977E+01   0.825759E+04   0.550769E+01
  2437   0.563617E+02   0.266039E+01  -0.519429E+01   0.824540E+04   0.549464E+01
  2438   0.563675E+02   0.264563E+01  -0.520782E+01   0.823323E+04   0.548199E+01
  2439   0.563753E+02   0.263080E+01  -0.522053E+01   0.822109E+04   0.546980E+01
  2440   0.563924E+02   0.261577E+01  -0.523225E+01   0.820897E+04   0.545809E+01
  2441   0.563965E+02   0.260054E+01  -0.524310E+01   0.819687E+04   0.544694E+01
  2442   0.564095E+02   0.258529E+01  -0.525297E+01   0.818480E+04   0.543638E+01
  2443   0.564166E+02   0.256985E+01  -0.526176E+01   0.817275E+04   0.542645E+01
  2444   0.564250E+02   0.255426E+01  -0.526958E+01   0.816073E+04   0.541722E+01
  2445   0.564345E+02   0.253858E+01  -0.527648E+01   0.814873E+04   0.540872E+01
  2446   0.564451E+02   0.252268E+01  -0.528220E+01   0.813675E+04   0.540101E+01
  2447   0.564566E+02   0.250665E+01  -0.528687E+01   0.812480E+04   0.539413E+01
  2448   0.564614E+02   0.249049E+01  -0.529059E+01   0.811287E+04   0.538813E+01
  2449   0.564743E+02   0.247437E+01  -0.529311E+01   0.810096E+04   0.538305E+01
  2450   0.564802E+02   0.245806E+01  -0.529441E+01   0.808907E+04   0.537895E+01
  2451   0.564864E+02   0.244150E+01  -0.529469E+01   0.807721E+04   0.537587E+01
  2452   0.564854E+02   0.242494E+01  -0.529379E+01   0.806537E+04   0.537376E+01
  2453   0.564994E+02   0.240823E+01  -0.529175E+01   0.805356E+04   0.537260E+01
  2454   0.565060E+02   0.239146E+01  -0.528864E+01   0.804177E+04   0.537235E+01
  2455   0.565124E+02   0.237458E+01  -0.528449E+01   0.803000E+04   0.537297E+01
  2456   0.565186E+02   0.235767E+01  -0.527924E+01   0.801825E+04   0.537442E+01
  2457   0.565244E+02   0.234066E+01  -0.527305E+01   0.800653E+04   0.537666E+01
  2458   0.565223E+02   0.232351E+01  -0.526586E+01   0.799483E+04   0.537965E+01
  2459   0.565345E+02   0.230637E+01  -0.525777E+01   0.798315E+04   0.538336E+01
  2460   0.565386E+02   0.228910E+01  -0.524856E+01   0.797150E+04   0.538775E+01
  2461   0.565344E+02   0.227180E+01  -0.523849E+01   0.795986E+04   0.539277E+01
  2462   0.565441E+02   0.225455E+01  -0.522748E+01   0.794825E+04   0.539839E+01
  2463   0.565453E+02   0.223715E+01  -0.521548E+01   0.793667E+04   0.540457E+01
  2464   0.565454E+02   0.221968E+01  -0.520273E+01   0.792510E+04   0.541127E+01
  2465   0.565516E+02   0.220222E+01  -0.518903E+01   0.791356E+04   0.541846E+01
  2466   0.565490E+02   0.218488E+01  -0.517445E+01   0.790204E+04   0.542609E+01
  2467   0.565449E+02   0.216743E+01  -0.515903E+01   0.789054E+04   0.543412E+01
  2468   0.565391E+02   0.214989E+01  -0.514285E+01   0.787907E+04   0.544252E+01
  2469   0.565316E+02   0.213243E+01  -0.512584E+01   0.786761E+04   0.545125E+01
  2470   0.565223E+02   0.211499E+01  -0.510811E+01   0.785618E+04   0.546028E+01
  2471   0.565184E+02   0.209749E+01  -0.508952E+01   0.784478E+04   0.546955E+01
  2472   0.565124E+02   0.208004E+01  -0.507016E+01   0.783339E+04   0.547903E+01
  2473   0.565042E+02   0.206264E+01  -0.504997E+01   0.782203E+04   0.548869E+01
  2474   0.564936E+02   0.204531E+01  -0.502912E+01   0.781068E+04   0.549848E+01
  2475   0.564807E+02   0.202799E+01  -0.500755E+01   0.779937E+04   0.550837E+01
  2476   0.564726E+02   0.201069E+01  -0.498535E+01   0.778807E+04   0.551832E+01
  2477   0.564544E+02   0.199342E+01  -0.496238E+01   0.777679E+04   0.552829E+01
  2478   0.564408E+02   0.197621E+01  -0.493866E+01   0.776554E+04   0.553824E+01
  2479   0.564169E+02   0.195905E+01  -0.491436E+01   0.775431E+04   0.554813E+01
  2480   0.564049E+02   0.194198E+01  -0.488920E+01   0.774310E+04   0.555793E+01
  2481   0.563749E+02   0.192499E+01  -0.486357E+01   0.773191E+04   0.556759E+01
  2482   0.563564E+02   0.190803E+01  -0.483717E+01   0.772074E+04   0.557708E+01
  2483   0.563272E+02   0.189127E+01  -0.481018E+01   0.770959E+04   0.558636E+01
  2484   0.562997E+02   0.187448E+01  -0.478262E+01   0.769847E+04   0.559538E+01
  2485   0.562746E+02   0.185792E+01  -0.475427E+01   0.768737E+04   0.560412E+01
  2486   0.562465E+02   0.184137E+01  -0.472538E+01   0.767629E+04   0.561253E+01
  2487   0.562138E+02   0.182491E+01  -0.469597E+01   0.766523E+04   0.562057E+01
  2488   0.561824E+02   0.180857E+01  -0.466581E+01   0.765419E+04   0.562820E+01
  2489   0.561454E+02   0.179242E+01  -0.463509E+01   0.764317E+04   0.563540E+01
  2490   0.561080E+02   0.177634E+01  -0.460381E+01   0.763218E+04   0.564211E+01
  2491   0.560685E+02   0.176041E+01  -0.457185E+01   0.762121E+04   0.564830E+01
  2492   0.560247E+02   0.174458E+01  -0.453944E+01   0.761025E+04   0.565393E+01
  2493   0.559807E+02   0.172907E+01  -0.450631E+01   0.759932E+04   0.565896E+01
  2494   0.559344E+02   0.171354E+01  -0.447268E+01   0.758841E+04   0.566336E+01
  2495   0.558848E+02   0.169821E+01  -0.443843E+01   0.757752E+04   0.566708E+01
  2496   0.558325E+02   0.168310E+01  -0.440365E+01   0.756665E+04   0.567008E+01
  2497   0.557783E+02   0.166816E+01  -0.436828E+01   0.755581E+04   0.567234E+01
  2498   0.557204E+02   0.165331E+01  -0.433234E+01   0.754498E+04   0.567380E+01
  2499   0.556618E+02   0.163880E+01  -0.429592E+01   0.753418E+04   0.567443E+01
  2500   0.555986E+02   0.162435E+01  -0.425888E+01   0.752339E+04   0.567420E+01
  2501   0.555337E+02   0.161010E+01  -0.422124E+01   0.751263E+04   0.567306E+01
  2502   0.554648E+02   0.159616E+01  -0.418312E+01   0.750188E+04   0.567105E+01
  2503   0.553935E+02   0.158236E+01  -0.414440E+01   0.749116E+04   0.566816E+01
  2504   0.553197E+02   0.156880E+01  -0.410535E+01   0.748046E+04   0.566443E+01
  2505   0.552442E+02   0.155540E+01  -0.406570E+01   0.746978E+04   0.565988E+01
  2506   0.551648E+02   0.154231E+01  -0.402571E+01   0.745912E+04   0.565452E+01
  2507   0.550822E+02   0.152932E+01  -0.398521E+01   0.744848E+04   0.564838E+01
  2508   0.549986E+02   0.151659E+01  -0.394429E+01   0.743786E+04   0.564148E+01
  2509   0.549119E+02   0.150396E+01  -0.390316E+01   0.742726E+04   0.563383E+01
  2510   0.548227E+02   0.149160E+01  -0.386162E+01   0.741668E+04   0.562546E+01
  2511   0.547319E+02   0.147943E+01  -0.381950E+01   0.740612E+04   0.561640E+01
  2512   0.546372E+02   0.146738E+01  -0.377726E+01   0.739559E+04   0.560665E+01
  2513   0.545415E+02   0.145584E+01  -0.373474E+01   0.738507E+04   0.559624E+01
  2514   0.544428E+02   0.144414E+01  -0.369203E+01   0.737457E+04   0.558519E+01
  2515   0.543416E+02   0.143272E+01  -0.364896E+01   0.736410E+04   0.557353E+01
  2516   0.542387E+02   0.142153E+01  -0.360579E+01   0.735364E+04   0.556126E+01
  2517   0.541335E+02   0.141056E+01  -0.356226E+01   0.734320E+04   0.554842E+01
  2518   0.540259E+02   0.139982E+01  -0.351855E+01   0.733278E+04   0.553503E+01
  2519   0.539159E+02   0.138917E+01  -0.347470E+01   0.732239E+04   0.552110E+01
  2520   0.538043E+02   0.137876E+01  -0.343068E+01   0.731201E+04   0.550665E+01
  2521   0.536896E+02   0.136859E+01  -0.338652E+01   0.730165E+04   0.549171E+01
  2522   0.535741E+02   0.135861E+01  -0.334220E+01   0.729132E+04   0.547629E+01
  2523   0.534561E+02   0.134888E+01  -0.329788E+01   0.728100E+04   0.546042E+01
  2524   0.533351E+02   0.133926E+01  -0.325347E+01   0.727070E+04   0.544412E+01
  2525   0.532132E+02   0.132984E+01  -0.320893E+01   0.726043E+04   0.542740E+01
  2526   0.530897E+02   0.132062E+01  -0.316429E+01   0.725017E+04   0.541030E+01
  2527   0.529617E+02   0.131160E+01  -0.311982E+01   0.723993E+04   0.539282E+01
  2528   0.528336E+02   0.130287E+01  -0.307526E+01   0.722971E+04   0.537499E+01
  2529   0.527038E+02   0.129435E+01  -0.303072E+01   0.721951E+04   0.535683E+01
  2530   0.525726E+02   0.128605E+01  -0.298616E+01   0.720934E+04   0.533837E+01
  2531   0.524382E+02   0.127790E+01  -0.294162E+01   0.719918E+04   0.531961E+01
  2532   0.523023E+02   0.127005E+01  -0.289722E+01   0.718904E+04   0.530059E+01
  2533   0.521656E+02   0.126230E+01  -0.285291E+01   0.717892E+04   0.528132E+01
  2534   0.520258E+02   0.125485E+01  -0.280867E+01   0.716881E+04   0.526182E+01
  2535   0.518838E+02   0.124751E+01  -0.276467E+01   0.715873E+04   0.524212E+01
  2536   0.517395E+02   0.124049E+01  -0.272066E+01   0.714867E+04   0.522223E+01
  2537   0.515936E+02   0.123373E+01  -0.267683E+01   0.713863E+04   0.520217E+01
  2538   0.514462E+02   0.122715E+01  -0.263313E+01   0.712860E+04   0.518197E+01
  2539   0.512973E+02   0.122085E+01  -0.258969E+01   0.711860E+04   0.516165E+01
  2540   0.511453E+02   0.121466E+01  -0.254661E+01   0.710861E+04   0.514123E+01
  2541   0.509919E+02   0.120883E+01  -0.250349E+01   0.709865E+04   0.512072E+01
