#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1665   0.357333E+03  -0.119430E+02   0.462116E-06  -0.119430E+02   0.600814E+01   0.873752E-08   0.462116E-06   0.873752E-08   0.665341E-09
  1666   0.356358E+03  -0.116293E+02   0.463729E-06  -0.116293E+02   0.600153E+01   0.751140E-08   0.463729E-06   0.751140E-08   0.664076E-09
  1667   0.355357E+03  -0.113160E+02   0.465368E-06  -0.113160E+02   0.599750E+01   0.628997E-08   0.465368E-06   0.628997E-08   0.662813E-09
  1668   0.354346E+03  -0.110064E+02   0.467033E-06  -0.110064E+02   0.599521E+01   0.507336E-08   0.467033E-06   0.507336E-08   0.661553E-09
  1669   0.353310E+03  -0.106983E+02   0.468725E-06  -0.106983E+02   0.599535E+01   0.386169E-08   0.468725E-06   0.386169E-08   0.660296E-09
  1670   0.352251E+03  -0.103926E+02   0.470442E-06  -0.103926E+02   0.599710E+01   0.265511E-08   0.470442E-06   0.265511E-08   0.659041E-09
  1671   0.351185E+03  -0.100910E+02   0.472183E-06  -0.100910E+02   0.600038E+01   0.145375E-08   0.472183E-06   0.145375E-08   0.657789E-09
  1672   0.350098E+03  -0.979127E+01   0.473949E-06  -0.979127E+01   0.600586E+01   0.257726E-09   0.473949E-06   0.257726E-09   0.656540E-09
  1673   0.348983E+03  -0.949440E+01   0.475739E-06  -0.949440E+01   0.601272E+01  -0.932815E-09   0.475739E-06  -0.932815E-09   0.655293E-09
  1674   0.347865E+03  -0.920051E+01   0.477552E-06  -0.920051E+01   0.602313E+01  -0.211774E-08   0.477552E-06  -0.211774E-08   0.654049E-09
  1675   0.346713E+03  -0.890972E+01   0.479387E-06  -0.890972E+01   0.603403E+01  -0.329693E-08   0.479387E-06  -0.329693E-08   0.652808E-09
  1676   0.345560E+03  -0.862216E+01   0.481245E-06  -0.862216E+01   0.604610E+01  -0.447023E-08   0.481245E-06  -0.447023E-08   0.651569E-09
  1677   0.344391E+03  -0.833799E+01   0.483125E-06  -0.833799E+01   0.606149E+01  -0.563753E-08   0.483125E-06  -0.563753E-08   0.650333E-09
  1678   0.343192E+03  -0.805734E+01   0.485027E-06  -0.805734E+01   0.607715E+01  -0.679868E-08   0.485027E-06  -0.679868E-08   0.649100E-09
  1679   0.341987E+03  -0.778034E+01   0.486949E-06  -0.778034E+01   0.609599E+01  -0.795356E-08   0.486949E-06  -0.795356E-08   0.647869E-09
  1680   0.340770E+03  -0.750639E+01   0.488891E-06  -0.750639E+01   0.611570E+01  -0.910204E-08   0.488891E-06  -0.910204E-08   0.646641E-09
  1681   0.339541E+03  -0.723637E+01   0.490854E-06  -0.723637E+01   0.613621E+01  -0.102440E-07   0.490854E-06  -0.102440E-07   0.645416E-09
  1682   0.338286E+03  -0.697191E+01   0.492836E-06  -0.697191E+01   0.615967E+01  -0.113792E-07   0.492836E-06  -0.113792E-07   0.644193E-09
  1683   0.337030E+03  -0.671016E+01   0.494836E-06  -0.671016E+01   0.618527E+01  -0.125077E-07   0.494836E-06  -0.125077E-07   0.642972E-09
  1684   0.335757E+03  -0.645350E+01   0.496855E-06  -0.645350E+01   0.621145E+01  -0.136292E-07   0.496855E-06  -0.136292E-07   0.641755E-09
  1685   0.334477E+03  -0.620132E+01   0.498892E-06  -0.620132E+01   0.623962E+01  -0.147437E-07   0.498892E-06  -0.147437E-07   0.640540E-09
  1686   0.333183E+03  -0.595228E+01   0.500946E-06  -0.595228E+01   0.626971E+01  -0.158509E-07   0.500946E-06  -0.158509E-07   0.639327E-09
  1687   0.331869E+03  -0.570873E+01   0.503018E-06  -0.570873E+01   0.630016E+01  -0.169508E-07   0.503018E-06  -0.169508E-07   0.638117E-09
  1688   0.330559E+03  -0.547082E+01   0.505105E-06  -0.547082E+01   0.633312E+01  -0.180433E-07   0.505105E-06  -0.180433E-07   0.636910E-09
  1689   0.329222E+03  -0.523645E+01   0.507209E-06  -0.523645E+01   0.636777E+01  -0.191281E-07   0.507209E-06  -0.191281E-07   0.635705E-09
  1690   0.327877E+03  -0.500800E+01   0.509327E-06  -0.500800E+01   0.640331E+01  -0.202052E-07   0.509327E-06  -0.202052E-07   0.634503E-09
  1691   0.326530E+03  -0.478560E+01   0.511461E-06  -0.478560E+01   0.644114E+01  -0.212745E-07   0.511461E-06  -0.212745E-07   0.633303E-09
  1692   0.325175E+03  -0.456790E+01   0.513609E-06  -0.456790E+01   0.647896E+01  -0.223357E-07   0.513609E-06  -0.223357E-07   0.632106E-09
  1693   0.323807E+03  -0.435578E+01   0.515772E-06  -0.435578E+01   0.651893E+01  -0.233889E-07   0.515772E-06  -0.233889E-07   0.630911E-09
  1694   0.322425E+03  -0.415087E+01   0.517947E-06  -0.415087E+01   0.656098E+01  -0.244337E-07   0.517947E-06  -0.244337E-07   0.629719E-09
  1695   0.321047E+03  -0.395033E+01   0.520136E-06  -0.395033E+01   0.660279E+01  -0.254702E-07   0.520136E-06  -0.254702E-07   0.628529E-09
  1696   0.319658E+03  -0.375727E+01   0.522336E-06  -0.375727E+01   0.664727E+01  -0.264981E-07   0.522336E-06  -0.264981E-07   0.627342E-09
  1697   0.318252E+03  -0.357035E+01   0.524549E-06  -0.357035E+01   0.669212E+01  -0.275174E-07   0.524549E-06  -0.275174E-07   0.626158E-09
  1698   0.316852E+03  -0.339044E+01   0.526774E-06  -0.339044E+01   0.673875E+01  -0.285279E-07   0.526774E-06  -0.285279E-07   0.624976E-09
  1699   0.315445E+03  -0.321619E+01   0.529009E-06  -0.321619E+01   0.678634E+01  -0.295295E-07   0.529009E-06  -0.295295E-07   0.623796E-09
  1700   0.314031E+03  -0.304997E+01   0.531254E-06  -0.304997E+01   0.683409E+01  -0.305220E-07   0.531254E-06  -0.305220E-07   0.622619E-09
  1701   0.312604E+03  -0.289039E+01   0.533510E-06  -0.289039E+01   0.688487E+01  -0.315053E-07   0.533510E-06  -0.315053E-07   0.621445E-09
  1702   0.311187E+03  -0.273808E+01   0.535776E-06  -0.273808E+01   0.693565E+01  -0.324795E-07   0.535776E-06  -0.324795E-07   0.620273E-09
  1703   0.309758E+03  -0.259362E+01   0.538051E-06  -0.259362E+01   0.698859E+01  -0.334443E-07   0.538051E-06  -0.334443E-07   0.619103E-09
  1704   0.308327E+03  -0.245537E+01   0.540337E-06  -0.245537E+01   0.704137E+01  -0.343998E-07   0.540337E-06  -0.343998E-07   0.617936E-09
  1705   0.306893E+03  -0.232391E+01   0.542632E-06  -0.232391E+01   0.709616E+01  -0.353460E-07   0.542632E-06  -0.353460E-07   0.616771E-09
  1706   0.305450E+03  -0.219909E+01   0.544937E-06  -0.219909E+01   0.714989E+01  -0.362829E-07   0.544937E-06  -0.362829E-07   0.615609E-09
  1707   0.304013E+03  -0.208223E+01   0.547251E-06  -0.208223E+01   0.720548E+01  -0.372102E-07   0.547251E-06  -0.372102E-07   0.614449E-09
  1708   0.302569E+03  -0.197094E+01   0.549575E-06  -0.197094E+01   0.726284E+01  -0.381282E-07   0.549575E-06  -0.381282E-07   0.613292E-09
  1709   0.301125E+03  -0.186656E+01   0.551909E-06  -0.186656E+01   0.732116E+01  -0.390366E-07   0.551909E-06  -0.390366E-07   0.612137E-09
  1710   0.299676E+03  -0.176818E+01   0.554252E-06  -0.176818E+01   0.738110E+01  -0.399355E-07   0.554252E-06  -0.399355E-07   0.610985E-09
  1711   0.298221E+03  -0.167564E+01   0.556605E-06  -0.167564E+01   0.744185E+01  -0.408248E-07   0.556605E-06  -0.408248E-07   0.609835E-09
  1712   0.296776E+03  -0.159027E+01   0.558968E-06  -0.159027E+01   0.750184E+01  -0.417045E-07   0.558968E-06  -0.417045E-07   0.608687E-09
  1713   0.295321E+03  -0.151118E+01   0.561339E-06  -0.151118E+01   0.756323E+01  -0.425746E-07   0.561339E-06  -0.425746E-07   0.607542E-09
  1714   0.293862E+03  -0.143744E+01   0.563720E-06  -0.143744E+01   0.762594E+01  -0.434350E-07   0.563720E-06  -0.434350E-07   0.606399E-09
  1715   0.292401E+03  -0.137115E+01   0.566111E-06  -0.137115E+01   0.768841E+01  -0.442856E-07   0.566111E-06  -0.442856E-07   0.605259E-09
  1716   0.290954E+03  -0.130991E+01   0.568510E-06  -0.130991E+01   0.775206E+01  -0.451265E-07   0.568510E-06  -0.451265E-07   0.604121E-09
  1717   0.289498E+03  -0.125505E+01   0.570919E-06  -0.125505E+01   0.781605E+01  -0.459575E-07   0.570919E-06  -0.459575E-07   0.602986E-09
  1718   0.288035E+03  -0.120640E+01   0.573337E-06  -0.120640E+01   0.788107E+01  -0.467787E-07   0.573337E-06  -0.467787E-07   0.601853E-09
  1719   0.286580E+03  -0.116308E+01   0.575764E-06  -0.116308E+01   0.794629E+01  -0.475901E-07   0.575764E-06  -0.475901E-07   0.600722E-09
  1720   0.285135E+03  -0.112640E+01   0.578201E-06  -0.112640E+01   0.801238E+01  -0.483915E-07   0.578201E-06  -0.483915E-07   0.599594E-09
  1721   0.283684E+03  -0.109473E+01   0.580646E-06  -0.109473E+01   0.807926E+01  -0.491829E-07   0.580646E-06  -0.491829E-07   0.598468E-09
  1722   0.282244E+03  -0.106938E+01   0.583100E-06  -0.106938E+01   0.814538E+01  -0.499643E-07   0.583100E-06  -0.499643E-07   0.597344E-09
  1723   0.280801E+03  -0.104946E+01   0.585564E-06  -0.104946E+01   0.821214E+01  -0.507357E-07   0.585564E-06  -0.507357E-07   0.596223E-09
  1724   0.279355E+03  -0.103556E+01   0.588036E-06  -0.103556E+01   0.828021E+01  -0.514971E-07   0.588036E-06  -0.514971E-07   0.595104E-09
  1725   0.277914E+03  -0.102677E+01   0.590517E-06  -0.102677E+01   0.834729E+01  -0.522483E-07   0.590517E-06  -0.522483E-07   0.593987E-09
  1726   0.276480E+03  -0.102441E+01   0.593007E-06  -0.102441E+01   0.841553E+01  -0.529893E-07   0.593007E-06  -0.529893E-07   0.592873E-09
  1727   0.275052E+03  -0.102685E+01   0.595505E-06  -0.102685E+01   0.848337E+01  -0.537202E-07   0.595505E-06  -0.537202E-07   0.591762E-09
  1728   0.273625E+03  -0.103542E+01   0.598013E-06  -0.103542E+01   0.855296E+01  -0.544408E-07   0.598013E-06  -0.544408E-07   0.590652E-09
  1729   0.272214E+03  -0.104920E+01   0.600529E-06  -0.104920E+01   0.862200E+01  -0.551511E-07   0.600529E-06  -0.551511E-07   0.589545E-09
  1730   0.270790E+03  -0.106731E+01   0.603054E-06  -0.106731E+01   0.869041E+01  -0.558512E-07   0.603054E-06  -0.558512E-07   0.588440E-09
  1731   0.269383E+03  -0.109254E+01   0.605587E-06  -0.109254E+01   0.875886E+01  -0.565409E-07   0.605587E-06  -0.565409E-07   0.587338E-09
  1732   0.267980E+03  -0.112178E+01   0.608129E-06  -0.112178E+01   0.882728E+01  -0.572202E-07   0.608129E-06  -0.572202E-07   0.586238E-09
  1733   0.266588E+03  -0.115710E+01   0.610679E-06  -0.115710E+01   0.889632E+01  -0.578891E-07   0.610679E-06  -0.578891E-07   0.585140E-09
  1734   0.265201E+03  -0.119758E+01   0.613238E-06  -0.119758E+01   0.896444E+01  -0.585475E-07   0.613238E-06  -0.585475E-07   0.584044E-09
  1735   0.263821E+03  -0.124234E+01   0.615805E-06  -0.124234E+01   0.903305E+01  -0.591954E-07   0.615805E-06  -0.591954E-07   0.582951E-09
  1736   0.262453E+03  -0.129418E+01   0.618381E-06  -0.129418E+01   0.910057E+01  -0.598328E-07   0.618381E-06  -0.598328E-07   0.581860E-09
  1737   0.261094E+03  -0.134998E+01   0.620964E-06  -0.134998E+01   0.916916E+01  -0.604595E-07   0.620964E-06  -0.604595E-07   0.580772E-09
  1738   0.259742E+03  -0.141105E+01   0.623557E-06  -0.141105E+01   0.923653E+01  -0.610757E-07   0.623557E-06  -0.610757E-07   0.579685E-09
  1739   0.258414E+03  -0.147799E+01   0.626157E-06  -0.147799E+01   0.930407E+01  -0.616812E-07   0.626157E-06  -0.616812E-07   0.578601E-09
  1740   0.257080E+03  -0.154990E+01   0.628766E-06  -0.154990E+01   0.937098E+01  -0.622760E-07   0.628766E-06  -0.622760E-07   0.577520E-09
  1741   0.255779E+03  -0.162587E+01   0.631382E-06  -0.162587E+01   0.943718E+01  -0.628601E-07   0.631382E-06  -0.628601E-07   0.576440E-09
  1742   0.254475E+03  -0.170872E+01   0.634007E-06  -0.170872E+01   0.950332E+01  -0.634334E-07   0.634007E-06  -0.634334E-07   0.575363E-09
  1743   0.253189E+03  -0.179531E+01   0.636640E-06  -0.179531E+01   0.956861E+01  -0.639959E-07   0.636640E-06  -0.639959E-07   0.574288E-09
  1744   0.251917E+03  -0.188773E+01   0.639281E-06  -0.188773E+01   0.963369E+01  -0.645475E-07   0.639281E-06  -0.645475E-07   0.573216E-09
  1745   0.250657E+03  -0.198505E+01   0.641929E-06  -0.198505E+01   0.969702E+01  -0.650883E-07   0.641929E-06  -0.650883E-07   0.572145E-09
  1746   0.249412E+03  -0.208714E+01   0.644586E-06  -0.208714E+01   0.976074E+01  -0.656181E-07   0.644586E-06  -0.656181E-07   0.571077E-09
  1747   0.248189E+03  -0.219456E+01   0.647250E-06  -0.219456E+01   0.982404E+01  -0.661370E-07   0.647250E-06  -0.661370E-07   0.570011E-09
  1748   0.246975E+03  -0.230717E+01   0.649923E-06  -0.230717E+01   0.988684E+01  -0.666448E-07   0.649923E-06  -0.666448E-07   0.568947E-09
  1749   0.245777E+03  -0.242332E+01   0.652603E-06  -0.242332E+01   0.994758E+01  -0.671416E-07   0.652603E-06  -0.671416E-07   0.567886E-09
  1750   0.244596E+03  -0.254583E+01   0.655291E-06  -0.254583E+01   0.100077E+02  -0.676273E-07   0.655291E-06  -0.676273E-07   0.566827E-09
  1751   0.243433E+03  -0.267376E+01   0.657986E-06  -0.267376E+01   0.100663E+02  -0.681019E-07   0.657986E-06  -0.681019E-07   0.565770E-09
  1752   0.242295E+03  -0.280467E+01   0.660687E-06  -0.280467E+01   0.101235E+02  -0.685654E-07   0.660687E-06  -0.685654E-07   0.564715E-09
  1753   0.241175E+03  -0.294200E+01   0.663393E-06  -0.294200E+01   0.101791E+02  -0.690179E-07   0.663393E-06  -0.690179E-07   0.563662E-09
  1754   0.240072E+03  -0.308328E+01   0.666102E-06  -0.308328E+01   0.102348E+02  -0.694592E-07   0.666102E-06  -0.694592E-07   0.562612E-09
  1755   0.238987E+03  -0.322899E+01   0.668811E-06  -0.322899E+01   0.102902E+02  -0.698896E-07   0.668811E-06  -0.698896E-07   0.561564E-09
  1756   0.237927E+03  -0.337888E+01   0.671521E-06  -0.337888E+01   0.103436E+02  -0.703090E-07   0.671521E-06  -0.703090E-07   0.560518E-09
  1757   0.236876E+03  -0.353344E+01   0.674228E-06  -0.353344E+01   0.103960E+02  -0.707173E-07   0.674228E-06  -0.707173E-07   0.559474E-09
  1758   0.235835E+03  -0.369241E+01   0.676932E-06  -0.369241E+01   0.104474E+02  -0.711147E-07   0.676932E-06  -0.711147E-07   0.558432E-09
  1759   0.234825E+03  -0.385554E+01   0.679631E-06  -0.385554E+01   0.104978E+02  -0.715012E-07   0.679631E-06  -0.715012E-07   0.557393E-09
  1760   0.233824E+03  -0.402183E+01   0.682323E-06  -0.402183E+01   0.105473E+02  -0.718768E-07   0.682323E-06  -0.718768E-07   0.556356E-09
  1761   0.232841E+03  -0.419251E+01   0.685006E-06  -0.419251E+01   0.105958E+02  -0.722415E-07   0.685006E-06  -0.722415E-07   0.555321E-09
  1762   0.231873E+03  -0.436659E+01   0.687679E-06  -0.436659E+01   0.106432E+02  -0.725953E-07   0.687679E-06  -0.725953E-07   0.554288E-09
  1763   0.230929E+03  -0.454380E+01   0.690341E-06  -0.454380E+01   0.106897E+02  -0.729383E-07   0.690341E-06  -0.729383E-07   0.553257E-09
  1764   0.230009E+03  -0.472539E+01   0.692989E-06  -0.472539E+01   0.107353E+02  -0.732705E-07   0.692989E-06  -0.732705E-07   0.552229E-09
  1765   0.229089E+03  -0.490961E+01   0.695623E-06  -0.490961E+01   0.107796E+02  -0.735919E-07   0.695623E-06  -0.735919E-07   0.551202E-09
  1766   0.228193E+03  -0.509769E+01   0.698240E-06  -0.509769E+01   0.108229E+02  -0.739025E-07   0.698240E-06  -0.739025E-07   0.550178E-09
  1767   0.227312E+03  -0.528789E+01   0.700839E-06  -0.528789E+01   0.108651E+02  -0.742024E-07   0.700839E-06  -0.742024E-07   0.549156E-09
  1768   0.226447E+03  -0.548144E+01   0.703418E-06  -0.548144E+01   0.109063E+02  -0.744916E-07   0.703418E-06  -0.744916E-07   0.548136E-09
  1769   0.225605E+03  -0.567884E+01   0.705976E-06  -0.567884E+01   0.109463E+02  -0.747700E-07   0.705976E-06  -0.747700E-07   0.547118E-09
  1770   0.224770E+03  -0.587759E+01   0.708511E-06  -0.587759E+01   0.109852E+02  -0.750378E-07   0.708511E-06  -0.750378E-07   0.546102E-09
  1771   0.223958E+03  -0.607968E+01   0.711022E-06  -0.607968E+01   0.110231E+02  -0.752950E-07   0.711022E-06  -0.752950E-07   0.545088E-09
  1772   0.223168E+03  -0.628485E+01   0.713506E-06  -0.628485E+01   0.110598E+02  -0.755415E-07   0.713506E-06  -0.755415E-07   0.544077E-09
  1773   0.222378E+03  -0.649061E+01   0.715963E-06  -0.649061E+01   0.110953E+02  -0.757774E-07   0.715963E-06  -0.757774E-07   0.543068E-09
  1774   0.221617E+03  -0.670042E+01   0.718390E-06  -0.670042E+01   0.111297E+02  -0.760028E-07   0.718390E-06  -0.760028E-07   0.542060E-09
  1775   0.220871E+03  -0.691181E+01   0.720787E-06  -0.691181E+01   0.111629E+02  -0.762176E-07   0.720787E-06  -0.762176E-07   0.541055E-09
  1776   0.220146E+03  -0.712451E+01   0.723150E-06  -0.712451E+01   0.111948E+02  -0.764219E-07   0.723150E-06  -0.764219E-07   0.540052E-09
  1777   0.219421E+03  -0.734050E+01   0.725480E-06  -0.734050E+01   0.112258E+02  -0.766156E-07   0.725480E-06  -0.766156E-07   0.539051E-09
  1778   0.218724E+03  -0.755730E+01   0.727773E-06  -0.755730E+01   0.112553E+02  -0.767989E-07   0.727773E-06  -0.767989E-07   0.538052E-09
  1779   0.218041E+03  -0.777614E+01   0.730030E-06  -0.777614E+01   0.112837E+02  -0.769718E-07   0.730030E-06  -0.769718E-07   0.537055E-09
  1780   0.217380E+03  -0.799603E+01   0.732247E-06  -0.799603E+01   0.113108E+02  -0.771342E-07   0.732247E-06  -0.771342E-07   0.536061E-09
  1781   0.216739E+03  -0.821744E+01   0.734423E-06  -0.821744E+01   0.113366E+02  -0.772862E-07   0.734423E-06  -0.772862E-07   0.535068E-09
  1782   0.216097E+03  -0.844013E+01   0.736558E-06  -0.844013E+01   0.113612E+02  -0.774278E-07   0.736558E-06  -0.774278E-07   0.534077E-09
  1783   0.215483E+03  -0.866384E+01   0.738648E-06  -0.866384E+01   0.113844E+02  -0.775590E-07   0.738648E-06  -0.775590E-07   0.533089E-09
  1784   0.214896E+03  -0.888757E+01   0.740693E-06  -0.888757E+01   0.114062E+02  -0.776799E-07   0.740693E-06  -0.776799E-07   0.532102E-09
  1785   0.214316E+03  -0.911330E+01   0.742691E-06  -0.911330E+01   0.114268E+02  -0.777905E-07   0.742691E-06  -0.777905E-07   0.531118E-09
  1786   0.213755E+03  -0.933929E+01   0.744640E-06  -0.933929E+01   0.114459E+02  -0.778908E-07   0.744640E-06  -0.778908E-07   0.530135E-09
  1787   0.213215E+03  -0.956528E+01   0.746539E-06  -0.956528E+01   0.114637E+02  -0.779808E-07   0.746539E-06  -0.779808E-07   0.529155E-09
  1788   0.212694E+03  -0.979324E+01   0.748386E-06  -0.979324E+01   0.114800E+02  -0.780606E-07   0.748386E-06  -0.780606E-07   0.528177E-09
  1789   0.212186E+03  -0.100200E+02   0.750180E-06  -0.100200E+02   0.114948E+02  -0.781302E-07   0.750180E-06  -0.781302E-07   0.527200E-09
  1790   0.211690E+03  -0.102474E+02   0.751918E-06  -0.102474E+02   0.115081E+02  -0.781896E-07   0.751918E-06  -0.781896E-07   0.526226E-09
  1791   0.211221E+03  -0.104753E+02   0.753600E-06  -0.104753E+02   0.115199E+02  -0.782388E-07   0.753600E-06  -0.782388E-07   0.525254E-09
  1792   0.210771E+03  -0.107020E+02   0.755223E-06  -0.107020E+02   0.115302E+02  -0.782778E-07   0.755223E-06  -0.782778E-07   0.524284E-09
  1793   0.210325E+03  -0.109286E+02   0.756786E-06  -0.109286E+02   0.115389E+02  -0.783068E-07   0.756786E-06  -0.783068E-07   0.523315E-09
  1794   0.209914E+03  -0.111549E+02   0.758288E-06  -0.111549E+02   0.115460E+02  -0.783256E-07   0.758288E-06  -0.783256E-07   0.522349E-09
  1795   0.209521E+03  -0.113807E+02   0.759727E-06  -0.113807E+02   0.115516E+02  -0.783343E-07   0.759727E-06  -0.783343E-07   0.521385E-09
  1796   0.209117E+03  -0.116049E+02   0.761100E-06  -0.116049E+02   0.115555E+02  -0.783330E-07   0.761100E-06  -0.783330E-07   0.520423E-09
  1797   0.208769E+03  -0.118288E+02   0.762408E-06  -0.118288E+02   0.115576E+02  -0.783217E-07   0.762408E-06  -0.783217E-07   0.519462E-09
  1798   0.208424E+03  -0.120506E+02   0.763647E-06  -0.120506E+02   0.115580E+02  -0.783004E-07   0.763647E-06  -0.783004E-07   0.518504E-09
  1799   0.208098E+03  -0.122717E+02   0.764817E-06  -0.122717E+02   0.115568E+02  -0.782691E-07   0.764817E-06  -0.782691E-07   0.517548E-09
  1800   0.207797E+03  -0.124916E+02   0.765915E-06  -0.124916E+02   0.115538E+02  -0.782278E-07   0.765915E-06  -0.782278E-07   0.516594E-09
  1801   0.207521E+03  -0.127092E+02   0.766941E-06  -0.127092E+02   0.115489E+02  -0.781766E-07   0.766941E-06  -0.781766E-07   0.515641E-09
  1802   0.207271E+03  -0.129255E+02   0.767896E-06  -0.129255E+02   0.115422E+02  -0.781155E-07   0.767896E-06  -0.781155E-07   0.514691E-09
  1803   0.207029E+03  -0.131406E+02   0.768781E-06  -0.131406E+02   0.115338E+02  -0.780447E-07   0.768781E-06  -0.780447E-07   0.513743E-09
