#    L    TT             EE             BB             TE          
   369   0.137119E+04   0.147337E+02   0.249434E-01   0.122008E+02
   370   0.136583E+04   0.147395E+02   0.250269E-01   0.107589E+02
   371   0.136078E+04   0.147418E+02   0.251111E-01   0.931729E+01
   372   0.135610E+04   0.147415E+02   0.251961E-01   0.788037E+01
   373   0.135179E+04   0.147377E+02   0.252817E-01   0.644505E+01
   374   0.134785E+04   0.147314E+02   0.253681E-01   0.501496E+01
   375   0.134420E+04   0.147218E+02   0.254552E-01   0.359000E+01
   376   0.134098E+04   0.147096E+02   0.255431E-01   0.217009E+01
   377   0.133812E+04   0.146935E+02   0.256318E-01   0.758098E+00
   378   0.133554E+04   0.146743E+02   0.257212E-01  -0.649031E+00
   379   0.133331E+04   0.146527E+02   0.258114E-01  -0.204693E+01
   380   0.133149E+04   0.146288E+02   0.259025E-01  -0.343793E+01
   381   0.132994E+04   0.145989E+02   0.259943E-01  -0.481914E+01
   382   0.132865E+04   0.145682E+02   0.260870E-01  -0.618992E+01
   383   0.132778E+04   0.145339E+02   0.261805E-01  -0.755184E+01
   384   0.132730E+04   0.144960E+02   0.262749E-01  -0.890128E+01
   385   0.132700E+04   0.144567E+02   0.263700E-01  -0.102398E+02
   386   0.132710E+04   0.144138E+02   0.264661E-01  -0.115653E+02
   387   0.132744E+04   0.143675E+02   0.265630E-01  -0.128779E+02
   388   0.132810E+04   0.143185E+02   0.266608E-01  -0.141761E+02
   389   0.132907E+04   0.142646E+02   0.267594E-01  -0.154601E+02
   390   0.133035E+04   0.142111E+02   0.268589E-01  -0.167277E+02
   391   0.133193E+04   0.141535E+02   0.269594E-01  -0.179806E+02
   392   0.133373E+04   0.140949E+02   0.270607E-01  -0.192157E+02
   393   0.133591E+04   0.140323E+02   0.271629E-01  -0.204340E+02
