#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   178   0.398576E+04  -0.275580E+02   0.140098E-03  -0.275580E+02   0.686186E+00  -0.461132E-06   0.140098E-03  -0.461132E-06   0.692672E-07
   179   0.400227E+04  -0.268257E+02   0.138862E-03  -0.268257E+02   0.675551E+00  -0.455579E-06   0.138862E-03  -0.455579E-06   0.687789E-07
   180   0.401849E+04  -0.260707E+02   0.137637E-03  -0.260707E+02   0.665214E+00  -0.450082E-06   0.137637E-03  -0.450082E-06   0.682946E-07
   181   0.403420E+04  -0.252931E+02   0.136424E-03  -0.252931E+02   0.655179E+00  -0.444618E-06   0.136424E-03  -0.444618E-06   0.678144E-07
   182   0.404948E+04  -0.244916E+02   0.135221E-03  -0.244916E+02   0.645525E+00  -0.439169E-06   0.135221E-03  -0.439169E-06   0.673382E-07
   183   0.406424E+04  -0.236678E+02   0.134030E-03  -0.236678E+02   0.636182E+00  -0.433712E-06   0.134030E-03  -0.433712E-06   0.668660E-07
   184   0.407865E+04  -0.228210E+02   0.132849E-03  -0.228210E+02   0.627226E+00  -0.428228E-06   0.132849E-03  -0.428228E-06   0.663977E-07
   185   0.409263E+04  -0.219537E+02   0.131679E-03  -0.219537E+02   0.618810E+00  -0.422696E-06   0.131679E-03  -0.422696E-06   0.659333E-07
   186   0.410580E+04  -0.210630E+02   0.130521E-03  -0.210630E+02   0.610798E+00  -0.417095E-06   0.130521E-03  -0.417095E-06   0.654728E-07
   187   0.411885E+04  -0.201505E+02   0.129373E-03  -0.201505E+02   0.603334E+00  -0.411405E-06   0.129373E-03  -0.411405E-06   0.650162E-07
   188   0.413140E+04  -0.192179E+02   0.128236E-03  -0.192179E+02   0.596407E+00  -0.405604E-06   0.128236E-03  -0.405604E-06   0.645633E-07
   189   0.414337E+04  -0.182638E+02   0.127110E-03  -0.182638E+02   0.590057E+00  -0.399673E-06   0.127110E-03  -0.399673E-06   0.641142E-07
   190   0.415522E+04  -0.172905E+02   0.125994E-03  -0.172905E+02   0.584342E+00  -0.393590E-06   0.125994E-03  -0.393590E-06   0.636689E-07
   191   0.416620E+04  -0.162953E+02   0.124889E-03  -0.162953E+02   0.579285E+00  -0.387336E-06   0.124889E-03  -0.387336E-06   0.632272E-07
   192   0.417683E+04  -0.152804E+02   0.123795E-03  -0.152804E+02   0.574915E+00  -0.380888E-06   0.123795E-03  -0.380888E-06   0.627892E-07
   193   0.418690E+04  -0.142476E+02   0.122712E-03  -0.142476E+02   0.571279E+00  -0.374227E-06   0.122712E-03  -0.374227E-06   0.623549E-07
   194   0.419663E+04  -0.131947E+02   0.121639E-03  -0.131947E+02   0.568411E+00  -0.367333E-06   0.121639E-03  -0.367333E-06   0.619242E-07
   195   0.420579E+04  -0.121241E+02   0.120576E-03  -0.121241E+02   0.566351E+00  -0.360183E-06   0.120576E-03  -0.360183E-06   0.614970E-07
   196   0.421439E+04  -0.110351E+02   0.119524E-03  -0.110351E+02   0.565140E+00  -0.352759E-06   0.119524E-03  -0.352759E-06   0.610733E-07
   197   0.422258E+04  -0.992944E+01   0.118483E-03  -0.992944E+01   0.564827E+00  -0.345038E-06   0.118483E-03  -0.345038E-06   0.606532E-07
   198   0.423029E+04  -0.880647E+01   0.117452E-03  -0.880647E+01   0.565438E+00  -0.337001E-06   0.117452E-03  -0.337001E-06   0.602365E-07
   199   0.423751E+04  -0.766707E+01   0.116431E-03  -0.766707E+01   0.567014E+00  -0.328627E-06   0.116431E-03  -0.328627E-06   0.598233E-07
   200   0.424425E+04  -0.651211E+01   0.115421E-03  -0.651211E+01   0.569589E+00  -0.319895E-06   0.115421E-03  -0.319895E-06   0.594135E-07
   201   0.425044E+04  -0.534097E+01   0.114420E-03  -0.534097E+01   0.573222E+00  -0.310790E-06   0.114420E-03  -0.310790E-06   0.590070E-07
   202   0.425616E+04  -0.415517E+01   0.113430E-03  -0.415517E+01   0.577916E+00  -0.301315E-06   0.113430E-03  -0.301315E-06   0.586038E-07
   203   0.426132E+04  -0.295402E+01   0.112450E-03  -0.295402E+01   0.583720E+00  -0.291482E-06   0.112450E-03  -0.291482E-06   0.582040E-07
   204   0.426586E+04  -0.174050E+01   0.111480E-03  -0.174050E+01   0.590648E+00  -0.281299E-06   0.111480E-03  -0.281299E-06   0.578075E-07
   205   0.426993E+04  -0.512412E+00   0.110520E-03  -0.512412E+00   0.598735E+00  -0.270776E-06   0.110520E-03  -0.270776E-06   0.574142E-07
   206   0.427338E+04   0.728945E+00   0.109570E-03   0.728945E+00   0.608009E+00  -0.259922E-06   0.109570E-03  -0.259922E-06   0.570242E-07
   207   0.427636E+04   0.198310E+01   0.108629E-03   0.198310E+01   0.618484E+00  -0.248748E-06   0.108629E-03  -0.248748E-06   0.566374E-07
   208   0.427866E+04   0.324950E+01   0.107697E-03   0.324950E+01   0.630202E+00  -0.237263E-06   0.107697E-03  -0.237263E-06   0.562538E-07
   209   0.428042E+04   0.452776E+01   0.106775E-03   0.452776E+01   0.643178E+00  -0.225477E-06   0.106775E-03  -0.225477E-06   0.558733E-07
   210   0.428165E+04   0.581694E+01   0.105862E-03   0.581694E+01   0.657454E+00  -0.213398E-06   0.105862E-03  -0.213398E-06   0.554960E-07
   211   0.428234E+04   0.711696E+01   0.104958E-03   0.711696E+01   0.673050E+00  -0.201038E-06   0.104958E-03  -0.201038E-06   0.551218E-07
   212   0.428236E+04   0.842686E+01   0.104063E-03   0.842686E+01   0.689987E+00  -0.188404E-06   0.104063E-03  -0.188404E-06   0.547507E-07
   213   0.428192E+04   0.974665E+01   0.103177E-03   0.974665E+01   0.708302E+00  -0.175508E-06   0.103177E-03  -0.175508E-06   0.543827E-07
   214   0.428088E+04   0.110751E+02   0.102300E-03   0.110751E+02   0.727977E+00  -0.162359E-06   0.102300E-03  -0.162359E-06   0.540177E-07
   215   0.427931E+04   0.124114E+02   0.101431E-03   0.124114E+02   0.749197E+00  -0.148966E-06   0.101431E-03  -0.148966E-06   0.536558E-07
   216   0.427715E+04   0.137562E+02   0.100571E-03   0.137562E+02   0.771766E+00  -0.135339E-06   0.100571E-03  -0.135339E-06   0.532968E-07
   217   0.427454E+04   0.151072E+02   0.997191E-04   0.151072E+02   0.795833E+00  -0.121487E-06   0.997191E-04  -0.121487E-06   0.529408E-07
   218   0.427134E+04   0.164648E+02   0.988755E-04   0.164648E+02   0.821388E+00  -0.107421E-06   0.988755E-04  -0.107421E-06   0.525877E-07
   219   0.426762E+04   0.178299E+02   0.980401E-04   0.178299E+02   0.848421E+00  -0.931492E-07   0.980401E-04  -0.931492E-07   0.522376E-07
   220   0.426339E+04   0.191980E+02   0.972126E-04   0.191980E+02   0.877073E+00  -0.786821E-07   0.972126E-04  -0.786821E-07   0.518903E-07
   221   0.425865E+04   0.205713E+02   0.963931E-04   0.205713E+02   0.907261E+00  -0.640291E-07   0.963931E-04  -0.640291E-07   0.515459E-07
   222   0.425340E+04   0.219482E+02   0.955813E-04   0.219482E+02   0.939123E+00  -0.491999E-07   0.955813E-04  -0.491999E-07   0.512044E-07
   223   0.424749E+04   0.233295E+02   0.947772E-04   0.233295E+02   0.972577E+00  -0.342040E-07   0.947772E-04  -0.342040E-07   0.508657E-07
   224   0.424123E+04   0.247115E+02   0.939807E-04   0.247115E+02   0.100761E+01  -0.190511E-07   0.939807E-04  -0.190511E-07   0.505298E-07
   225   0.423438E+04   0.260971E+02   0.931915E-04   0.260971E+02   0.104437E+01  -0.375073E-08   0.931915E-04  -0.375073E-08   0.501966E-07
   226   0.422704E+04   0.274825E+02   0.924097E-04   0.274825E+02   0.108284E+01   0.116874E-07   0.924097E-04   0.116874E-07   0.498662E-07
   227   0.421912E+04   0.288692E+02   0.916351E-04   0.288692E+02   0.112302E+01   0.272536E-07   0.916351E-04   0.272536E-07   0.495385E-07
   228   0.421078E+04   0.302558E+02   0.908675E-04   0.302558E+02   0.116489E+01   0.429383E-07   0.908675E-04   0.429383E-07   0.492135E-07
   229   0.420194E+04   0.316405E+02   0.901068E-04   0.316405E+02   0.120852E+01   0.587320E-07   0.901068E-04   0.587320E-07   0.488912E-07
   230   0.419254E+04   0.330243E+02   0.893530E-04   0.330243E+02   0.125390E+01   0.746249E-07   0.893530E-04   0.746249E-07   0.485715E-07
   231   0.418257E+04   0.344063E+02   0.886059E-04   0.344063E+02   0.130110E+01   0.906074E-07   0.886059E-04   0.906074E-07   0.482545E-07
   232   0.417219E+04   0.357850E+02   0.878654E-04   0.357850E+02   0.135004E+01   0.106670E-06   0.878654E-04   0.106670E-06   0.479400E-07
   233   0.416132E+04   0.371589E+02   0.871313E-04   0.371589E+02   0.140092E+01   0.122803E-06   0.871313E-04   0.122803E-06   0.476282E-07
   234   0.414982E+04   0.385287E+02   0.864036E-04   0.385287E+02   0.145358E+01   0.138996E-06   0.864036E-04   0.138996E-06   0.473188E-07
   235   0.413790E+04   0.398929E+02   0.856822E-04   0.398929E+02   0.150811E+01   0.155241E-06   0.856822E-04   0.155241E-06   0.470120E-07
   236   0.412544E+04   0.412515E+02   0.849668E-04   0.412515E+02   0.156448E+01   0.171527E-06   0.849668E-04   0.171527E-06   0.467077E-07
   237   0.411249E+04   0.426029E+02   0.842574E-04   0.426029E+02   0.162276E+01   0.187845E-06   0.842574E-04   0.187845E-06   0.464059E-07
   238   0.409907E+04   0.439471E+02   0.835539E-04   0.439471E+02   0.168302E+01   0.204186E-06   0.835539E-04   0.204186E-06   0.461065E-07
   239   0.408525E+04   0.452834E+02   0.828562E-04   0.452834E+02   0.174510E+01   0.220539E-06   0.828562E-04   0.220539E-06   0.458095E-07
   240   0.407081E+04   0.466094E+02   0.821641E-04   0.466094E+02   0.180906E+01   0.236895E-06   0.821641E-04   0.236895E-06   0.455150E-07
   241   0.405605E+04   0.479260E+02   0.814775E-04   0.479260E+02   0.187505E+01   0.253244E-06   0.814775E-04   0.253244E-06   0.452228E-07
   242   0.404082E+04   0.492323E+02   0.807963E-04   0.492323E+02   0.194290E+01   0.269577E-06   0.807963E-04   0.269577E-06   0.449329E-07
   243   0.402512E+04   0.505268E+02   0.801204E-04   0.505268E+02   0.201276E+01   0.285884E-06   0.801204E-04   0.285884E-06   0.446454E-07
   244   0.400896E+04   0.518102E+02   0.794496E-04   0.518102E+02   0.208454E+01   0.302155E-06   0.794496E-04   0.302155E-06   0.443602E-07
   245   0.399233E+04   0.530796E+02   0.787839E-04   0.530796E+02   0.215830E+01   0.318382E-06   0.787839E-04   0.318382E-06   0.440773E-07
   246   0.397533E+04   0.543363E+02   0.781231E-04   0.543363E+02   0.223405E+01   0.334553E-06   0.781231E-04   0.334553E-06   0.437966E-07
   247   0.395794E+04   0.555782E+02   0.774671E-04   0.555782E+02   0.231169E+01   0.350660E-06   0.774671E-04   0.350660E-06   0.435181E-07
   248   0.394009E+04   0.568052E+02   0.768158E-04   0.568052E+02   0.239159E+01   0.366693E-06   0.768158E-04   0.366693E-06   0.432418E-07
   249   0.392194E+04   0.580166E+02   0.761690E-04   0.580166E+02   0.247322E+01   0.382643E-06   0.761690E-04   0.382643E-06   0.429678E-07
   250   0.390333E+04   0.592107E+02   0.755267E-04   0.592107E+02   0.255702E+01   0.398499E-06   0.755267E-04   0.398499E-06   0.426958E-07
   251   0.388443E+04   0.603884E+02   0.748887E-04   0.603884E+02   0.264267E+01   0.414253E-06   0.748887E-04   0.414253E-06   0.424260E-07
   252   0.386500E+04   0.615484E+02   0.742551E-04   0.615484E+02   0.273039E+01   0.429905E-06   0.742551E-04   0.429905E-06   0.421583E-07
   253   0.384543E+04   0.626893E+02   0.736257E-04   0.626893E+02   0.281993E+01   0.445453E-06   0.736257E-04   0.445453E-06   0.418927E-07
   254   0.382540E+04   0.638115E+02   0.730005E-04   0.638115E+02   0.291157E+01   0.460897E-06   0.730005E-04   0.460897E-06   0.416292E-07
   255   0.380500E+04   0.649150E+02   0.723795E-04   0.649150E+02   0.300500E+01   0.476237E-06   0.723795E-04   0.476237E-06   0.413677E-07
   256   0.378431E+04   0.660001E+02   0.717627E-04   0.660001E+02   0.310057E+01   0.491472E-06   0.717627E-04   0.491472E-06   0.411083E-07
   257   0.376331E+04   0.670588E+02   0.711501E-04   0.670588E+02   0.319782E+01   0.506602E-06   0.711501E-04   0.506602E-06   0.408509E-07
   258   0.374195E+04   0.681040E+02   0.705416E-04   0.681040E+02   0.329709E+01   0.521628E-06   0.705416E-04   0.521628E-06   0.405956E-07
   259   0.372028E+04   0.691210E+02   0.699372E-04   0.691210E+02   0.339823E+01   0.536548E-06   0.699372E-04   0.536548E-06   0.403422E-07
   260   0.369840E+04   0.701249E+02   0.693368E-04   0.701249E+02   0.350121E+01   0.551362E-06   0.693368E-04   0.551362E-06   0.400908E-07
   261   0.367615E+04   0.710936E+02   0.687405E-04   0.710936E+02   0.360594E+01   0.566070E-06   0.687405E-04   0.566070E-06   0.398414E-07
   262   0.365352E+04   0.720495E+02   0.681482E-04   0.720495E+02   0.371262E+01   0.580672E-06   0.681482E-04   0.580672E-06   0.395940E-07
   263   0.363090E+04   0.729856E+02   0.675598E-04   0.729856E+02   0.382102E+01   0.595167E-06   0.675598E-04   0.595167E-06   0.393485E-07
   264   0.360784E+04   0.738945E+02   0.669754E-04   0.738945E+02   0.393120E+01   0.609555E-06   0.669754E-04   0.609555E-06   0.391049E-07
   265   0.358441E+04   0.747690E+02   0.663949E-04   0.747690E+02   0.404305E+01   0.623836E-06   0.663949E-04   0.623836E-06   0.388632E-07
   266   0.356083E+04   0.756316E+02   0.658183E-04   0.756316E+02   0.415678E+01   0.638009E-06   0.658183E-04   0.638009E-06   0.386234E-07
   267   0.353689E+04   0.764602E+02   0.652456E-04   0.764602E+02   0.427201E+01   0.652074E-06   0.652456E-04   0.652074E-06   0.383855E-07
   268   0.351273E+04   0.772700E+02   0.646767E-04   0.772700E+02   0.438908E+01   0.666031E-06   0.646767E-04   0.666031E-06   0.381494E-07
   269   0.348820E+04   0.780536E+02   0.641116E-04   0.780536E+02   0.450768E+01   0.679879E-06   0.641116E-04   0.679879E-06   0.379152E-07
   270   0.346361E+04   0.788114E+02   0.635503E-04   0.788114E+02   0.462787E+01   0.693619E-06   0.635503E-04   0.693619E-06   0.376828E-07
   271   0.343872E+04   0.795434E+02   0.629927E-04   0.795434E+02   0.474956E+01   0.707249E-06   0.629927E-04   0.707249E-06   0.374522E-07
   272   0.341377E+04   0.802425E+02   0.624388E-04   0.802425E+02   0.487301E+01   0.720770E-06   0.624388E-04   0.720770E-06   0.372234E-07
   273   0.338852E+04   0.809237E+02   0.618886E-04   0.809237E+02   0.499763E+01   0.734181E-06   0.618886E-04   0.734181E-06   0.369964E-07
   274   0.336314E+04   0.815649E+02   0.613421E-04   0.815649E+02   0.512399E+01   0.747482E-06   0.613421E-04   0.747482E-06   0.367712E-07
   275   0.333754E+04   0.821888E+02   0.607992E-04   0.821888E+02   0.525154E+01   0.760672E-06   0.607992E-04   0.760672E-06   0.365477E-07
   276   0.331188E+04   0.827730E+02   0.602599E-04   0.827730E+02   0.538050E+01   0.773752E-06   0.602599E-04   0.773752E-06   0.363259E-07
   277   0.328593E+04   0.833403E+02   0.597242E-04   0.833403E+02   0.551084E+01   0.786721E-06   0.597242E-04   0.786721E-06   0.361059E-07
   278   0.325991E+04   0.838684E+02   0.591920E-04   0.838684E+02   0.564247E+01   0.799578E-06   0.591920E-04   0.799578E-06   0.358875E-07
   279   0.323376E+04   0.843650E+02   0.586633E-04   0.843650E+02   0.577531E+01   0.812323E-06   0.586633E-04   0.812323E-06   0.356709E-07
   280   0.320747E+04   0.848452E+02   0.581381E-04   0.848452E+02   0.590932E+01   0.824957E-06   0.581381E-04   0.824957E-06   0.354559E-07
   281   0.318119E+04   0.852869E+02   0.576164E-04   0.852869E+02   0.604457E+01   0.837478E-06   0.576164E-04   0.837478E-06   0.352425E-07
   282   0.315462E+04   0.856978E+02   0.570980E-04   0.856978E+02   0.618075E+01   0.849887E-06   0.570980E-04   0.849887E-06   0.350308E-07
   283   0.312807E+04   0.860780E+02   0.565831E-04   0.860780E+02   0.631805E+01   0.862183E-06   0.565831E-04   0.862183E-06   0.348208E-07
   284   0.310146E+04   0.864277E+02   0.560715E-04   0.864277E+02   0.645639E+01   0.874365E-06   0.560715E-04   0.874365E-06   0.346123E-07
   285   0.307478E+04   0.867472E+02   0.555633E-04   0.867472E+02   0.659574E+01   0.886434E-06   0.555633E-04   0.886434E-06   0.344054E-07
   286   0.304798E+04   0.870292E+02   0.550584E-04   0.870292E+02   0.673594E+01   0.898389E-06   0.550584E-04   0.898389E-06   0.342001E-07
   287   0.302111E+04   0.872888E+02   0.545567E-04   0.872888E+02   0.687697E+01   0.910230E-06   0.545567E-04   0.910230E-06   0.339964E-07
   288   0.299425E+04   0.875114E+02   0.540583E-04   0.875114E+02   0.701881E+01   0.921956E-06   0.540583E-04   0.921956E-06   0.337942E-07
   289   0.296734E+04   0.877045E+02   0.535632E-04   0.877045E+02   0.716137E+01   0.933567E-06   0.535632E-04   0.933567E-06   0.335935E-07
   290   0.294044E+04   0.878685E+02   0.530712E-04   0.878685E+02   0.730449E+01   0.945064E-06   0.530712E-04   0.945064E-06   0.333944E-07
   291   0.291356E+04   0.879885E+02   0.525824E-04   0.879885E+02   0.744889E+01   0.956445E-06   0.525824E-04   0.956445E-06   0.331967E-07
   292   0.288640E+04   0.880872E+02   0.520967E-04   0.880872E+02   0.759342E+01   0.967710E-06   0.520967E-04   0.967710E-06   0.330006E-07
   293   0.285956E+04   0.881425E+02   0.516141E-04   0.881425E+02   0.773772E+01   0.978859E-06   0.516141E-04   0.978859E-06   0.328058E-07
   294   0.283258E+04   0.881768E+02   0.511346E-04   0.881768E+02   0.788324E+01   0.989892E-06   0.511346E-04   0.989892E-06   0.326126E-07
   295   0.280584E+04   0.881680E+02   0.506581E-04   0.881680E+02   0.802847E+01   0.100081E-05   0.506581E-04   0.100081E-05   0.324207E-07
   296   0.277898E+04   0.881313E+02   0.501847E-04   0.881313E+02   0.817490E+01   0.101161E-05   0.501847E-04   0.101161E-05   0.322303E-07
   297   0.275221E+04   0.880668E+02   0.497142E-04   0.880668E+02   0.832026E+01   0.102229E-05   0.497142E-04   0.102229E-05   0.320413E-07
   298   0.272538E+04   0.879599E+02   0.492467E-04   0.879599E+02   0.846677E+01   0.103285E-05   0.492467E-04   0.103285E-05   0.318537E-07
   299   0.269872E+04   0.878182E+02   0.487822E-04   0.878182E+02   0.861367E+01   0.104330E-05   0.487822E-04   0.104330E-05   0.316675E-07
   300   0.267209E+04   0.876419E+02   0.483205E-04   0.876419E+02   0.875946E+01   0.105363E-05   0.483205E-04   0.105363E-05   0.314826E-07
   301   0.264555E+04   0.874387E+02   0.478617E-04   0.874387E+02   0.890560E+01   0.106384E-05   0.478617E-04   0.106384E-05   0.312990E-07
   302   0.261917E+04   0.872088E+02   0.474058E-04   0.872088E+02   0.905136E+01   0.107392E-05   0.474058E-04   0.107392E-05   0.311168E-07
   303   0.259289E+04   0.869377E+02   0.469528E-04   0.869377E+02   0.919748E+01   0.108389E-05   0.469528E-04   0.108389E-05   0.309359E-07
   304   0.256669E+04   0.866256E+02   0.465028E-04   0.866256E+02   0.934397E+01   0.109372E-05   0.465028E-04   0.109372E-05   0.307563E-07
   305   0.254066E+04   0.862877E+02   0.460557E-04   0.862877E+02   0.948935E+01   0.110343E-05   0.460557E-04   0.110343E-05   0.305780E-07
   306   0.251470E+04   0.859168E+02   0.456115E-04   0.859168E+02   0.963436E+01   0.111300E-05   0.456115E-04   0.111300E-05   0.304010E-07
   307   0.248890E+04   0.855058E+02   0.451704E-04   0.855058E+02   0.977901E+01   0.112244E-05   0.451704E-04   0.112244E-05   0.302252E-07
   308   0.246325E+04   0.850772E+02   0.447322E-04   0.850772E+02   0.992480E+01   0.113174E-05   0.447322E-04   0.113174E-05   0.300508E-07
   309   0.243782E+04   0.846015E+02   0.442971E-04   0.846015E+02   0.100688E+02   0.114090E-05   0.442971E-04   0.114090E-05   0.298776E-07
   310   0.241246E+04   0.841014E+02   0.438650E-04   0.841014E+02   0.102116E+02   0.114991E-05   0.438650E-04   0.114991E-05   0.297057E-07
   311   0.238732E+04   0.835623E+02   0.434360E-04   0.835623E+02   0.103556E+02   0.115878E-05   0.434360E-04   0.115878E-05   0.295350E-07
   312   0.236240E+04   0.829993E+02   0.430101E-04   0.829993E+02   0.104978E+02   0.116749E-05   0.430101E-04   0.116749E-05   0.293655E-07
   313   0.233761E+04   0.823978E+02   0.425873E-04   0.823978E+02   0.106397E+02   0.117606E-05   0.425873E-04   0.117606E-05   0.291973E-07
   314   0.231303E+04   0.817729E+02   0.421676E-04   0.817729E+02   0.107813E+02   0.118446E-05   0.421676E-04   0.118446E-05   0.290303E-07
   315   0.228866E+04   0.811102E+02   0.417510E-04   0.811102E+02   0.109210E+02   0.119271E-05   0.417510E-04   0.119271E-05   0.288645E-07
   316   0.226449E+04   0.804172E+02   0.413376E-04   0.804172E+02   0.110605E+02   0.120080E-05   0.413376E-04   0.120080E-05   0.286999E-07
   317   0.224052E+04   0.796942E+02   0.409273E-04   0.796942E+02   0.111981E+02   0.120873E-05   0.409273E-04   0.120873E-05   0.285365E-07
   318   0.221674E+04   0.789416E+02   0.405203E-04   0.789416E+02   0.113362E+02   0.121648E-05   0.405203E-04   0.121648E-05   0.283742E-07
