#    L    TT             EE             TE             PP             TP          
  1237   0.670436E+03   0.289399E+02  -0.496785E+02   0.618744E+05   0.405630E+02
  1238   0.671413E+03   0.288384E+02  -0.503563E+02   0.617491E+05   0.406861E+02
  1239   0.672405E+03   0.287321E+02  -0.510230E+02   0.616241E+05   0.408073E+02
  1240   0.673408E+03   0.286226E+02  -0.516769E+02   0.614995E+05   0.409263E+02
  1241   0.674569E+03   0.285085E+02  -0.523193E+02   0.613753E+05   0.410431E+02
  1242   0.675661E+03   0.283923E+02  -0.529476E+02   0.612514E+05   0.411579E+02
  1243   0.676832E+03   0.282703E+02  -0.535647E+02   0.611278E+05   0.412705E+02
  1244   0.678079E+03   0.281465E+02  -0.541666E+02   0.610046E+05   0.413810E+02
  1245   0.679398E+03   0.280186E+02  -0.547546E+02   0.608817E+05   0.414892E+02
  1246   0.680715E+03   0.278861E+02  -0.553267E+02   0.607591E+05   0.415953E+02
  1247   0.682025E+03   0.277506E+02  -0.558842E+02   0.606369E+05   0.416992E+02
  1248   0.683400E+03   0.276114E+02  -0.564262E+02   0.605150E+05   0.418009E+02
  1249   0.684839E+03   0.274703E+02  -0.569515E+02   0.603934E+05   0.419003E+02
  1250   0.686338E+03   0.273243E+02  -0.574599E+02   0.602722E+05   0.419975E+02
  1251   0.687822E+03   0.271744E+02  -0.579512E+02   0.601513E+05   0.420925E+02
  1252   0.689436E+03   0.270229E+02  -0.584253E+02   0.600307E+05   0.421852E+02
  1253   0.690955E+03   0.268670E+02  -0.588820E+02   0.599104E+05   0.422756E+02
  1254   0.692527E+03   0.267075E+02  -0.593215E+02   0.597905E+05   0.423638E+02
  1255   0.694150E+03   0.265461E+02  -0.597440E+02   0.596709E+05   0.424497E+02
  1256   0.695896E+03   0.263807E+02  -0.601494E+02   0.595516E+05   0.425333E+02
  1257   0.697614E+03   0.262129E+02  -0.605378E+02   0.594327E+05   0.426147E+02
  1258   0.699302E+03   0.260414E+02  -0.609093E+02   0.593140E+05   0.426938E+02
  1259   0.701034E+03   0.258677E+02  -0.612639E+02   0.591957E+05   0.427707E+02
  1260   0.702806E+03   0.256907E+02  -0.616016E+02   0.590777E+05   0.428452E+02
  1261   0.704618E+03   0.255118E+02  -0.619225E+02   0.589600E+05   0.429175E+02
  1262   0.706466E+03   0.253305E+02  -0.622266E+02   0.588426E+05   0.429876E+02
  1263   0.708351E+03   0.251462E+02  -0.625141E+02   0.587256E+05   0.430553E+02
  1264   0.710194E+03   0.249597E+02  -0.627851E+02   0.586089E+05   0.431208E+02
  1265   0.712143E+03   0.247705E+02  -0.630395E+02   0.584924E+05   0.431840E+02
  1266   0.714047E+03   0.245795E+02  -0.632771E+02   0.583763E+05   0.432449E+02
  1267   0.715979E+03   0.243852E+02  -0.634984E+02   0.582605E+05   0.433035E+02
  1268   0.717945E+03   0.241909E+02  -0.637033E+02   0.581450E+05   0.433599E+02
  1269   0.719942E+03   0.239921E+02  -0.638913E+02   0.580298E+05   0.434139E+02
  1270   0.721931E+03   0.237920E+02  -0.640637E+02   0.579150E+05   0.434657E+02
  1271   0.723947E+03   0.235908E+02  -0.642192E+02   0.578004E+05   0.435152E+02
  1272   0.725960E+03   0.233878E+02  -0.643582E+02   0.576861E+05   0.435624E+02
  1273   0.727967E+03   0.231825E+02  -0.644810E+02   0.575721E+05   0.436073E+02
  1274   0.729995E+03   0.229749E+02  -0.645873E+02   0.574585E+05   0.436499E+02
  1275   0.732029E+03   0.227667E+02  -0.646767E+02   0.573451E+05   0.436902E+02
  1276   0.734058E+03   0.225573E+02  -0.647502E+02   0.572321E+05   0.437282E+02
  1277   0.736096E+03   0.223469E+02  -0.648067E+02   0.571193E+05   0.437639E+02
  1278   0.738134E+03   0.221348E+02  -0.648474E+02   0.570069E+05   0.437973E+02
  1279   0.740176E+03   0.219212E+02  -0.648711E+02   0.568947E+05   0.438284E+02
  1280   0.742221E+03   0.217077E+02  -0.648796E+02   0.567828E+05   0.438572E+02
  1281   0.744260E+03   0.214930E+02  -0.648704E+02   0.566713E+05   0.438837E+02
  1282   0.746299E+03   0.212771E+02  -0.648453E+02   0.565600E+05   0.439079E+02
  1283   0.748327E+03   0.210610E+02  -0.648038E+02   0.564490E+05   0.439298E+02
  1284   0.750351E+03   0.208441E+02  -0.647464E+02   0.563383E+05   0.439493E+02
  1285   0.752353E+03   0.206273E+02  -0.646720E+02   0.562279E+05   0.439666E+02
  1286   0.754347E+03   0.204092E+02  -0.645815E+02   0.561178E+05   0.439815E+02
  1287   0.756331E+03   0.201914E+02  -0.644740E+02   0.560080E+05   0.439942E+02
  1288   0.758302E+03   0.199734E+02  -0.643512E+02   0.558985E+05   0.440045E+02
  1289   0.760252E+03   0.197560E+02  -0.642105E+02   0.557892E+05   0.440125E+02
  1290   0.762179E+03   0.195379E+02  -0.640546E+02   0.556803E+05   0.440181E+02
  1291   0.764088E+03   0.193207E+02  -0.638822E+02   0.555716E+05   0.440215E+02
  1292   0.765969E+03   0.191023E+02  -0.636938E+02   0.554632E+05   0.440225E+02
  1293   0.767822E+03   0.188865E+02  -0.634896E+02   0.553551E+05   0.440212E+02
  1294   0.769658E+03   0.186707E+02  -0.632665E+02   0.552472E+05   0.440176E+02
  1295   0.771454E+03   0.184555E+02  -0.630290E+02   0.551397E+05   0.440116E+02
  1296   0.773215E+03   0.182419E+02  -0.627733E+02   0.550324E+05   0.440033E+02
  1297   0.774947E+03   0.180294E+02  -0.625025E+02   0.549254E+05   0.439927E+02
  1298   0.776640E+03   0.178180E+02  -0.622148E+02   0.548187E+05   0.439797E+02
  1299   0.778285E+03   0.176078E+02  -0.619114E+02   0.547123E+05   0.439644E+02
  1300   0.779903E+03   0.173984E+02  -0.615910E+02   0.546061E+05   0.439468E+02
  1301   0.781477E+03   0.171919E+02  -0.612542E+02   0.545002E+05   0.439268E+02
  1302   0.783000E+03   0.169864E+02  -0.609006E+02   0.543946E+05   0.439045E+02
  1303   0.784479E+03   0.167824E+02  -0.605324E+02   0.542892E+05   0.438799E+02
  1304   0.785915E+03   0.165807E+02  -0.601478E+02   0.541842E+05   0.438530E+02
  1305   0.787309E+03   0.163799E+02  -0.597491E+02   0.540794E+05   0.438238E+02
  1306   0.788646E+03   0.161822E+02  -0.593337E+02   0.539748E+05   0.437924E+02
  1307   0.789956E+03   0.159855E+02  -0.589031E+02   0.538706E+05   0.437587E+02
  1308   0.791217E+03   0.157903E+02  -0.584599E+02   0.537665E+05   0.437227E+02
  1309   0.792423E+03   0.155961E+02  -0.580004E+02   0.536628E+05   0.436846E+02
  1310   0.793597E+03   0.154050E+02  -0.575281E+02   0.535593E+05   0.436442E+02
  1311   0.794715E+03   0.152157E+02  -0.570414E+02   0.534561E+05   0.436016E+02
  1312   0.795817E+03   0.150287E+02  -0.565408E+02   0.533532E+05   0.435569E+02
  1313   0.796850E+03   0.148427E+02  -0.560276E+02   0.532505E+05   0.435100E+02
  1314   0.797844E+03   0.146592E+02  -0.555002E+02   0.531481E+05   0.434609E+02
  1315   0.798786E+03   0.144782E+02  -0.549608E+02   0.530459E+05   0.434097E+02
  1316   0.799690E+03   0.142981E+02  -0.544082E+02   0.529440E+05   0.433564E+02
  1317   0.800550E+03   0.141221E+02  -0.538440E+02   0.528424E+05   0.433010E+02
  1318   0.801350E+03   0.139463E+02  -0.532672E+02   0.527410E+05   0.432435E+02
  1319   0.802108E+03   0.137731E+02  -0.526798E+02   0.526399E+05   0.431839E+02
  1320   0.802814E+03   0.136023E+02  -0.520803E+02   0.525391E+05   0.431222E+02
  1321   0.803471E+03   0.134349E+02  -0.514706E+02   0.524384E+05   0.430585E+02
  1322   0.804085E+03   0.132678E+02  -0.508492E+02   0.523381E+05   0.429928E+02
  1323   0.804650E+03   0.131040E+02  -0.502173E+02   0.522380E+05   0.429250E+02
  1324   0.805166E+03   0.129428E+02  -0.495763E+02   0.521382E+05   0.428553E+02
  1325   0.805627E+03   0.127842E+02  -0.489245E+02   0.520386E+05   0.427835E+02
  1326   0.806047E+03   0.126282E+02  -0.482641E+02   0.519392E+05   0.427098E+02
  1327   0.806397E+03   0.124755E+02  -0.475947E+02   0.518401E+05   0.426341E+02
  1328   0.806715E+03   0.123255E+02  -0.469149E+02   0.517413E+05   0.425565E+02
  1329   0.806972E+03   0.121774E+02  -0.462281E+02   0.516427E+05   0.424769E+02
  1330   0.807176E+03   0.120319E+02  -0.455327E+02   0.515444E+05   0.423954E+02
  1331   0.807334E+03   0.118898E+02  -0.448293E+02   0.514463E+05   0.423120E+02
  1332   0.807424E+03   0.117505E+02  -0.441192E+02   0.513484E+05   0.422268E+02
  1333   0.807470E+03   0.116138E+02  -0.434008E+02   0.512508E+05   0.421396E+02
  1334   0.807457E+03   0.114813E+02  -0.426768E+02   0.511535E+05   0.420506E+02
  1335   0.807385E+03   0.113507E+02  -0.419464E+02   0.510564E+05   0.419598E+02
  1336   0.807262E+03   0.112244E+02  -0.412086E+02   0.509595E+05   0.418671E+02
  1337   0.807081E+03   0.111000E+02  -0.404664E+02   0.508629E+05   0.417726E+02
  1338   0.806836E+03   0.109799E+02  -0.397187E+02   0.507665E+05   0.416763E+02
  1339   0.806542E+03   0.108626E+02  -0.389668E+02   0.506704E+05   0.415782E+02
  1340   0.806183E+03   0.107495E+02  -0.382115E+02   0.505745E+05   0.414783E+02
  1341   0.805761E+03   0.106407E+02  -0.374510E+02   0.504788E+05   0.413767E+02
  1342   0.805277E+03   0.105347E+02  -0.366873E+02   0.503834E+05   0.412734E+02
  1343   0.804737E+03   0.104322E+02  -0.359204E+02   0.502882E+05   0.411683E+02
  1344   0.804135E+03   0.103333E+02  -0.351508E+02   0.501932E+05   0.410615E+02
  1345   0.803457E+03   0.102394E+02  -0.343784E+02   0.500985E+05   0.409530E+02
  1346   0.802725E+03   0.101484E+02  -0.336059E+02   0.500040E+05   0.408428E+02
  1347   0.801933E+03   0.100618E+02  -0.328310E+02   0.499098E+05   0.407310E+02
  1348   0.801065E+03   0.997945E+01  -0.320550E+02   0.498158E+05   0.406174E+02
  1349   0.800146E+03   0.990002E+01  -0.312785E+02   0.497220E+05   0.405023E+02
  1350   0.799144E+03   0.982645E+01  -0.305020E+02   0.496284E+05   0.403855E+02
  1351   0.798084E+03   0.975650E+01  -0.297261E+02   0.495351E+05   0.402671E+02
  1352   0.796945E+03   0.969083E+01  -0.289504E+02   0.494420E+05   0.401472E+02
  1353   0.795751E+03   0.963080E+01  -0.281757E+02   0.493492E+05   0.400256E+02
  1354   0.794482E+03   0.957407E+01  -0.274024E+02   0.492565E+05   0.399025E+02
  1355   0.793163E+03   0.952126E+01  -0.266298E+02   0.491641E+05   0.397779E+02
  1356   0.791780E+03   0.947375E+01  -0.258598E+02   0.490719E+05   0.396518E+02
  1357   0.790328E+03   0.942918E+01  -0.250895E+02   0.489800E+05   0.395242E+02
  1358   0.788802E+03   0.938894E+01  -0.243193E+02   0.488883E+05   0.393951E+02
  1359   0.787218E+03   0.935290E+01  -0.235529E+02   0.487968E+05   0.392646E+02
  1360   0.785557E+03   0.932243E+01  -0.227870E+02   0.487055E+05   0.391327E+02
  1361   0.783858E+03   0.929370E+01  -0.220241E+02   0.486144E+05   0.389994E+02
  1362   0.782077E+03   0.926957E+01  -0.212620E+02   0.485236E+05   0.388647E+02
  1363   0.780247E+03   0.924919E+01  -0.205047E+02   0.484330E+05   0.387286E+02
  1364   0.778333E+03   0.923316E+01  -0.197481E+02   0.483426E+05   0.385913E+02
  1365   0.776448E+03   0.922065E+01  -0.189938E+02   0.482524E+05   0.384526E+02
  1366   0.774431E+03   0.921152E+01  -0.182442E+02   0.481625E+05   0.383126E+02
  1367   0.772358E+03   0.920567E+01  -0.174974E+02   0.480728E+05   0.381714E+02
  1368   0.770305E+03   0.920521E+01  -0.167537E+02   0.479833E+05   0.380289E+02
  1369   0.768127E+03   0.920704E+01  -0.160131E+02   0.478940E+05   0.378852E+02
  1370   0.765898E+03   0.921329E+01  -0.152775E+02   0.478049E+05   0.377403E+02
  1371   0.763622E+03   0.922309E+01  -0.145455E+02   0.477160E+05   0.375942E+02
  1372   0.761300E+03   0.923633E+01  -0.138182E+02   0.476274E+05   0.374470E+02
  1373   0.758934E+03   0.925364E+01  -0.130958E+02   0.475390E+05   0.372986E+02
  1374   0.756527E+03   0.927415E+01  -0.123777E+02   0.474508E+05   0.371491E+02
  1375   0.754080E+03   0.929775E+01  -0.116657E+02   0.473628E+05   0.369985E+02
  1376   0.751595E+03   0.932506E+01  -0.109585E+02   0.472750E+05   0.368469E+02
  1377   0.749075E+03   0.935672E+01  -0.102578E+02   0.471874E+05   0.366941E+02
  1378   0.746522E+03   0.938963E+01  -0.956309E+01   0.471001E+05   0.365404E+02
  1379   0.743863E+03   0.942814E+01  -0.887462E+01   0.470129E+05   0.363857E+02
  1380   0.741174E+03   0.946768E+01  -0.819334E+01   0.469260E+05   0.362299E+02
  1381   0.738458E+03   0.951183E+01  -0.751800E+01   0.468393E+05   0.360733E+02
  1382   0.735568E+03   0.955900E+01  -0.684957E+01   0.467528E+05   0.359156E+02
  1383   0.732804E+03   0.960908E+01  -0.618974E+01   0.466664E+05   0.357571E+02
  1384   0.729869E+03   0.966269E+01  -0.553728E+01   0.465803E+05   0.355976E+02
  1385   0.726916E+03   0.971897E+01  -0.489313E+01   0.464945E+05   0.354373E+02
  1386   0.723945E+03   0.977855E+01  -0.425754E+01   0.464088E+05   0.352761E+02
  1387   0.720885E+03   0.984131E+01  -0.363072E+01   0.463233E+05   0.351141E+02
  1388   0.717961E+03   0.990640E+01  -0.301365E+01   0.462380E+05   0.349513E+02
  1389   0.714877E+03   0.997443E+01  -0.240506E+01   0.461530E+05   0.347876E+02
  1390   0.711709E+03   0.100460E+02  -0.180816E+01   0.460681E+05   0.346233E+02
  1391   0.708609E+03   0.101204E+02  -0.122093E+01   0.459834E+05   0.344581E+02
  1392   0.705430E+03   0.101973E+02  -0.644359E+00   0.458990E+05   0.342923E+02
  1393   0.702248E+03   0.102775E+02  -0.786582E-01   0.458147E+05   0.341257E+02
  1394   0.698991E+03   0.103600E+02   0.474456E+00   0.457307E+05   0.339584E+02
  1395   0.695735E+03   0.104448E+02   0.101699E+01   0.456468E+05   0.337905E+02
  1396   0.692482E+03   0.105332E+02   0.154574E+01   0.455632E+05   0.336220E+02
  1397   0.689160E+03   0.106236E+02   0.206271E+01   0.454797E+05   0.334528E+02
  1398   0.685771E+03   0.107160E+02   0.256693E+01   0.453965E+05   0.332831E+02
  1399   0.682392E+03   0.108123E+02   0.305744E+01   0.453134E+05   0.331127E+02
  1400   0.679024E+03   0.109104E+02   0.353400E+01   0.452305E+05   0.329418E+02
  1401   0.675595E+03   0.110099E+02   0.399649E+01   0.451479E+05   0.327704E+02
  1402   0.672181E+03   0.111132E+02   0.444436E+01   0.450654E+05   0.325985E+02
  1403   0.668710E+03   0.112185E+02   0.487865E+01   0.449831E+05   0.324260E+02
  1404   0.665181E+03   0.113265E+02   0.529893E+01   0.449011E+05   0.322531E+02
  1405   0.661747E+03   0.114356E+02   0.570548E+01   0.448192E+05   0.320798E+02
  1406   0.658185E+03   0.115479E+02   0.609711E+01   0.447375E+05   0.319060E+02
  1407   0.654572E+03   0.116617E+02   0.647562E+01   0.446560E+05   0.317317E+02
  1408   0.651130E+03   0.117770E+02   0.684054E+01   0.445747E+05   0.315571E+02
  1409   0.647492E+03   0.118952E+02   0.719219E+01   0.444936E+05   0.313820E+02
  1410   0.643955E+03   0.120145E+02   0.752936E+01   0.444127E+05   0.312066E+02
  1411   0.640372E+03   0.121357E+02   0.785385E+01   0.443320E+05   0.310309E+02
  1412   0.636744E+03   0.122594E+02   0.816521E+01   0.442514E+05   0.308547E+02
  1413   0.633000E+03   0.123847E+02   0.846298E+01   0.441711E+05   0.306783E+02
  1414   0.629363E+03   0.125115E+02   0.874821E+01   0.440909E+05   0.305016E+02
  1415   0.625686E+03   0.126396E+02   0.901971E+01   0.440110E+05   0.303246E+02
  1416   0.622045E+03   0.127697E+02   0.927778E+01   0.439312E+05   0.301473E+02
  1417   0.618294E+03   0.129003E+02   0.952197E+01   0.438516E+05   0.299698E+02
  1418   0.614581E+03   0.130325E+02   0.975481E+01   0.437722E+05   0.297920E+02
  1419   0.610834E+03   0.131664E+02   0.997362E+01   0.436930E+05   0.296140E+02
  1420   0.607130E+03   0.133018E+02   0.101794E+02   0.436139E+05   0.294358E+02
  1421   0.603394E+03   0.134379E+02   0.103726E+02   0.435351E+05   0.292575E+02
  1422   0.599704E+03   0.135752E+02   0.105525E+02   0.434565E+05   0.290789E+02
  1423   0.595912E+03   0.137137E+02   0.107197E+02   0.433780E+05   0.289003E+02
  1424   0.592242E+03   0.138532E+02   0.108743E+02   0.432997E+05   0.287214E+02
  1425   0.588473E+03   0.139936E+02   0.110159E+02   0.432216E+05   0.285425E+02
  1426   0.584681E+03   0.141349E+02   0.111448E+02   0.431437E+05   0.283635E+02
  1427   0.581016E+03   0.142767E+02   0.112613E+02   0.430659E+05   0.281845E+02
  1428   0.577256E+03   0.144185E+02   0.113642E+02   0.429884E+05   0.280053E+02
  1429   0.573477E+03   0.145621E+02   0.114561E+02   0.429110E+05   0.278261E+02
  1430   0.569756E+03   0.147053E+02   0.115334E+02   0.428338E+05   0.276469E+02
  1431   0.566019E+03   0.148487E+02   0.115996E+02   0.427568E+05   0.274677E+02
  1432   0.562268E+03   0.149929E+02   0.116526E+02   0.426800E+05   0.272885E+02
  1433   0.558652E+03   0.151370E+02   0.116935E+02   0.426033E+05   0.271094E+02
  1434   0.554951E+03   0.152818E+02   0.117219E+02   0.425269E+05   0.269302E+02
  1435   0.551241E+03   0.154255E+02   0.117373E+02   0.424506E+05   0.267512E+02
  1436   0.547596E+03   0.155695E+02   0.117392E+02   0.423744E+05   0.265722E+02
  1437   0.543871E+03   0.157138E+02   0.117302E+02   0.422985E+05   0.263933E+02
  1438   0.540215E+03   0.158567E+02   0.117068E+02   0.422227E+05   0.262146E+02
  1439   0.536555E+03   0.160003E+02   0.116732E+02   0.421472E+05   0.260360E+02
  1440   0.532967E+03   0.161430E+02   0.116258E+02   0.420718E+05   0.258575E+02
  1441   0.529379E+03   0.162847E+02   0.115649E+02   0.419965E+05   0.256792E+02
  1442   0.525791E+03   0.164261E+02   0.114924E+02   0.419215E+05   0.255011E+02
  1443   0.522206E+03   0.165677E+02   0.114085E+02   0.418466E+05   0.253232E+02
  1444   0.518699E+03   0.167071E+02   0.113113E+02   0.417719E+05   0.251455E+02
  1445   0.515123E+03   0.168466E+02   0.112011E+02   0.416973E+05   0.249680E+02
  1446   0.511702E+03   0.169838E+02   0.110797E+02   0.416230E+05   0.247908E+02
  1447   0.508142E+03   0.171207E+02   0.109474E+02   0.415488E+05   0.246139E+02
  1448   0.504739E+03   0.172565E+02   0.108000E+02   0.414748E+05   0.244373E+02
  1449   0.501348E+03   0.173896E+02   0.106415E+02   0.414009E+05   0.242610E+02
  1450   0.497970E+03   0.175221E+02   0.104707E+02   0.413272E+05   0.240850E+02
  1451   0.494681E+03   0.176531E+02   0.102865E+02   0.412537E+05   0.239094E+02
  1452   0.491331E+03   0.177820E+02   0.100894E+02   0.411804E+05   0.237341E+02
  1453   0.488069E+03   0.179094E+02   0.988195E+01   0.411072E+05   0.235592E+02
  1454   0.484895E+03   0.180353E+02   0.966321E+01   0.410342E+05   0.233846E+02
  1455   0.481734E+03   0.181589E+02   0.943216E+01   0.409614E+05   0.232105E+02
  1456   0.478586E+03   0.182818E+02   0.918852E+01   0.408887E+05   0.230368E+02
  1457   0.475376E+03   0.184017E+02   0.893501E+01   0.408162E+05   0.228635E+02
  1458   0.472326E+03   0.185208E+02   0.867059E+01   0.407439E+05   0.226907E+02
  1459   0.469289E+03   0.186377E+02   0.839649E+01   0.406717E+05   0.225183E+02
  1460   0.466263E+03   0.187537E+02   0.811095E+01   0.405997E+05   0.223464E+02
  1461   0.463322E+03   0.188660E+02   0.781443E+01   0.405279E+05   0.221750E+02
  1462   0.460392E+03   0.189774E+02   0.750816E+01   0.404562E+05   0.220041E+02
  1463   0.457399E+03   0.190873E+02   0.719259E+01   0.403847E+05   0.218337E+02
  1464   0.454564E+03   0.191949E+02   0.686747E+01   0.403134E+05   0.216638E+02
  1465   0.451665E+03   0.193008E+02   0.653252E+01   0.402422E+05   0.214944E+02
  1466   0.448923E+03   0.194052E+02   0.618895E+01   0.401712E+05   0.213257E+02
  1467   0.446117E+03   0.195072E+02   0.583575E+01   0.401003E+05   0.211575E+02
  1468   0.443394E+03   0.196076E+02   0.547413E+01   0.400297E+05   0.209898E+02
  1469   0.440754E+03   0.197057E+02   0.510382E+01   0.399591E+05   0.208228E+02
  1470   0.437973E+03   0.198013E+02   0.472603E+01   0.398888E+05   0.206564E+02
  1471   0.435424E+03   0.198961E+02   0.433901E+01   0.398186E+05   0.204906E+02
  1472   0.432882E+03   0.199884E+02   0.394470E+01   0.397485E+05   0.203254E+02
  1473   0.430347E+03   0.200784E+02   0.354211E+01   0.396787E+05   0.201609E+02
  1474   0.427745E+03   0.201659E+02   0.313318E+01   0.396089E+05   0.199971E+02
  1475   0.425298E+03   0.202510E+02   0.271690E+01   0.395394E+05   0.198340E+02
  1476   0.422857E+03   0.203345E+02   0.229299E+01   0.394700E+05   0.196715E+02
  1477   0.420496E+03   0.204154E+02   0.186342E+01   0.394007E+05   0.195098E+02
  1478   0.418142E+03   0.204940E+02   0.142717E+01   0.393317E+05   0.193488E+02
  1479   0.415866E+03   0.205708E+02   0.984486E+00   0.392627E+05   0.191885E+02
  1480   0.413596E+03   0.206451E+02   0.536283E+00   0.391940E+05   0.190290E+02
  1481   0.411338E+03   0.207162E+02   0.825890E-01   0.391254E+05   0.188702E+02
  1482   0.409166E+03   0.207856E+02  -0.376349E+00   0.390569E+05   0.187122E+02
  1483   0.407013E+03   0.208525E+02  -0.840356E+00   0.389886E+05   0.185550E+02
  1484   0.404931E+03   0.209161E+02  -0.130904E+01   0.389205E+05   0.183987E+02
  1485   0.402866E+03   0.209772E+02  -0.178222E+01   0.388525E+05   0.182431E+02
  1486   0.400842E+03   0.210365E+02  -0.225935E+01   0.387847E+05   0.180884E+02
  1487   0.398858E+03   0.210918E+02  -0.274042E+01   0.387170E+05   0.179345E+02
  1488   0.396936E+03   0.211453E+02  -0.322494E+01   0.386495E+05   0.177816E+02
  1489   0.395030E+03   0.211962E+02  -0.371282E+01   0.385821E+05   0.176294E+02
  1490   0.393179E+03   0.212431E+02  -0.420356E+01   0.385149E+05   0.174782E+02
  1491   0.391373E+03   0.212874E+02  -0.469702E+01   0.384478E+05   0.173279E+02
  1492   0.389621E+03   0.213291E+02  -0.519275E+01   0.383809E+05   0.171785E+02
  1493   0.387906E+03   0.213668E+02  -0.569052E+01   0.383141E+05   0.170300E+02
  1494   0.386237E+03   0.214018E+02  -0.618999E+01   0.382475E+05   0.168825E+02
  1495   0.384619E+03   0.214342E+02  -0.669081E+01   0.381811E+05   0.167360E+02
  1496   0.383046E+03   0.214633E+02  -0.719258E+01   0.381148E+05   0.165904E+02
  1497   0.381517E+03   0.214883E+02  -0.769507E+01   0.380486E+05   0.164459E+02
  1498   0.380047E+03   0.215106E+02  -0.819793E+01   0.379826E+05   0.163023E+02
  1499   0.378620E+03   0.215288E+02  -0.870071E+01   0.379168E+05   0.161597E+02
  1500   0.377244E+03   0.215443E+02  -0.920315E+01   0.378511E+05   0.160182E+02
  1501   0.375918E+03   0.215557E+02  -0.970476E+01   0.377855E+05   0.158778E+02
  1502   0.374640E+03   0.215637E+02  -0.102058E+02   0.377201E+05   0.157384E+02
  1503   0.373417E+03   0.215686E+02  -0.107060E+02   0.376548E+05   0.156000E+02
  1504   0.372239E+03   0.215696E+02  -0.112050E+02   0.375897E+05   0.154627E+02
  1505   0.371106E+03   0.215675E+02  -0.117031E+02   0.375247E+05   0.153265E+02
  1506   0.370023E+03   0.215618E+02  -0.122000E+02   0.374599E+05   0.151913E+02
  1507   0.368988E+03   0.215533E+02  -0.126955E+02   0.373952E+05   0.150573E+02
  1508   0.367999E+03   0.215413E+02  -0.131899E+02   0.373307E+05   0.149243E+02
  1509   0.367049E+03   0.215251E+02  -0.136828E+02   0.372663E+05   0.147924E+02
  1510   0.366158E+03   0.215072E+02  -0.141743E+02   0.372021E+05   0.146617E+02
  1511   0.365294E+03   0.214853E+02  -0.146635E+02   0.371380E+05   0.145320E+02
  1512   0.364478E+03   0.214603E+02  -0.151525E+02   0.370740E+05   0.144034E+02
  1513   0.363701E+03   0.214324E+02  -0.156381E+02   0.370102E+05   0.142759E+02
  1514   0.362977E+03   0.214022E+02  -0.161222E+02   0.369466E+05   0.141496E+02
  1515   0.362312E+03   0.213685E+02  -0.166034E+02   0.368831E+05   0.140244E+02
  1516   0.361666E+03   0.213314E+02  -0.170835E+02   0.368197E+05   0.139003E+02
  1517   0.361068E+03   0.212917E+02  -0.175602E+02   0.367564E+05   0.137774E+02
  1518   0.360509E+03   0.212494E+02  -0.180333E+02   0.366934E+05   0.136556E+02
  1519   0.359987E+03   0.212033E+02  -0.185056E+02   0.366304E+05   0.135349E+02
  1520   0.359517E+03   0.211548E+02  -0.189738E+02   0.365676E+05   0.134154E+02
  1521   0.359073E+03   0.211040E+02  -0.194387E+02   0.365049E+05   0.132971E+02
  1522   0.358662E+03   0.210497E+02  -0.199007E+02   0.364424E+05   0.131799E+02
  1523   0.358297E+03   0.209926E+02  -0.203589E+02   0.363800E+05   0.130639E+02
  1524   0.357963E+03   0.209336E+02  -0.208138E+02   0.363178E+05   0.129491E+02
  1525   0.357663E+03   0.208719E+02  -0.212646E+02   0.362557E+05   0.128355E+02
  1526   0.357406E+03   0.208071E+02  -0.217110E+02   0.361937E+05   0.127230E+02
  1527   0.357181E+03   0.207391E+02  -0.221544E+02   0.361319E+05   0.126117E+02
  1528   0.356987E+03   0.206695E+02  -0.225923E+02   0.360702E+05   0.125017E+02
  1529   0.356830E+03   0.205970E+02  -0.230253E+02   0.360086E+05   0.123928E+02
  1530   0.356708E+03   0.205217E+02  -0.234539E+02   0.359472E+05   0.122851E+02
  1531   0.356613E+03   0.204443E+02  -0.238779E+02   0.358859E+05   0.121787E+02
  1532   0.356558E+03   0.203650E+02  -0.242958E+02   0.358248E+05   0.120735E+02
  1533   0.356526E+03   0.202825E+02  -0.247072E+02   0.357638E+05   0.119695E+02
  1534   0.356531E+03   0.201982E+02  -0.251150E+02   0.357029E+05   0.118667E+02
  1535   0.356563E+03   0.201116E+02  -0.255153E+02   0.356422E+05   0.117652E+02
  1536   0.356622E+03   0.200219E+02  -0.259101E+02   0.355816E+05   0.116649E+02
  1537   0.356721E+03   0.199308E+02  -0.262985E+02   0.355212E+05   0.115659E+02
  1538   0.356850E+03   0.198376E+02  -0.266795E+02   0.354608E+05   0.114681E+02
  1539   0.356971E+03   0.197410E+02  -0.270538E+02   0.354006E+05   0.113715E+02
  1540   0.357141E+03   0.196425E+02  -0.274204E+02   0.353406E+05   0.112763E+02
  1541   0.357338E+03   0.195429E+02  -0.277805E+02   0.352807E+05   0.111823E+02
  1542   0.357559E+03   0.194409E+02  -0.281318E+02   0.352209E+05   0.110896E+02
  1543   0.357796E+03   0.193359E+02  -0.284763E+02   0.351612E+05   0.109981E+02
  1544   0.358062E+03   0.192300E+02  -0.288116E+02   0.351017E+05   0.109080E+02
  1545   0.358354E+03   0.191213E+02  -0.291383E+02   0.350423E+05   0.108191E+02
  1546   0.358658E+03   0.190106E+02  -0.294568E+02   0.349831E+05   0.107316E+02
  1547   0.358986E+03   0.188986E+02  -0.297657E+02   0.349239E+05   0.106453E+02
  1548   0.359344E+03   0.187848E+02  -0.300653E+02   0.348650E+05   0.105604E+02
