#    L    TT             EE             TE             PP             TP          
  3626   0.299754E+01   0.116775E+00  -0.205678E+00   0.305903E+04   0.181080E+01
  3627   0.299349E+01   0.116292E+00  -0.205743E+00   0.305633E+04   0.180904E+01
  3628   0.298946E+01   0.115799E+00  -0.205800E+00   0.305363E+04   0.180728E+01
  3629   0.298544E+01   0.115311E+00  -0.205827E+00   0.305094E+04   0.180551E+01
  3630   0.298142E+01   0.114819E+00  -0.205829E+00   0.304824E+04   0.180374E+01
  3631   0.297734E+01   0.114316E+00  -0.205807E+00   0.304555E+04   0.180195E+01
  3632   0.297319E+01   0.113810E+00  -0.205766E+00   0.304287E+04   0.180016E+01
  3633   0.296920E+01   0.113308E+00  -0.205698E+00   0.304018E+04   0.179837E+01
  3634   0.296514E+01   0.112795E+00  -0.205610E+00   0.303750E+04   0.179656E+01
  3635   0.296109E+01   0.112285E+00  -0.205501E+00   0.303482E+04   0.179475E+01
  3636   0.295705E+01   0.111780E+00  -0.205355E+00   0.303215E+04   0.179293E+01
  3637   0.295293E+01   0.111255E+00  -0.205195E+00   0.302947E+04   0.179110E+01
  3638   0.294889E+01   0.110741E+00  -0.205003E+00   0.302680E+04   0.178927E+01
  3639   0.294479E+01   0.110223E+00  -0.204787E+00   0.302414E+04   0.178743E+01
  3640   0.294069E+01   0.109701E+00  -0.204553E+00   0.302147E+04   0.178558E+01
  3641   0.293651E+01   0.109174E+00  -0.204294E+00   0.301881E+04   0.178373E+01
  3642   0.293234E+01   0.108644E+00  -0.204000E+00   0.301615E+04   0.178187E+01
  3643   0.292825E+01   0.108116E+00  -0.203693E+00   0.301350E+04   0.178000E+01
  3644   0.292393E+01   0.107583E+00  -0.203358E+00   0.301084E+04   0.177813E+01
  3645   0.291977E+01   0.107053E+00  -0.202993E+00   0.300819E+04   0.177625E+01
  3646   0.291553E+01   0.106518E+00  -0.202605E+00   0.300555E+04   0.177437E+01
  3647   0.291136E+01   0.105971E+00  -0.202194E+00   0.300290E+04   0.177247E+01
  3648   0.290705E+01   0.105434E+00  -0.201759E+00   0.300026E+04   0.177058E+01
  3649   0.290281E+01   0.104892E+00  -0.201298E+00   0.299762E+04   0.176867E+01
  3650   0.289849E+01   0.104344E+00  -0.200819E+00   0.299499E+04   0.176676E+01
  3651   0.289424E+01   0.103799E+00  -0.200298E+00   0.299235E+04   0.176485E+01
  3652   0.288992E+01   0.103249E+00  -0.199771E+00   0.298972E+04   0.176293E+01
  3653   0.288551E+01   0.102700E+00  -0.199210E+00   0.298710E+04   0.176100E+01
  3654   0.288110E+01   0.102140E+00  -0.198628E+00   0.298447E+04   0.175907E+01
  3655   0.287661E+01   0.101590E+00  -0.198018E+00   0.298185E+04   0.175713E+01
  3656   0.287217E+01   0.101034E+00  -0.197386E+00   0.297923E+04   0.175519E+01
  3657   0.286765E+01   0.100482E+00  -0.196740E+00   0.297661E+04   0.175324E+01
  3658   0.286319E+01   0.999327E-01  -0.196064E+00   0.297400E+04   0.175129E+01
  3659   0.285856E+01   0.993717E-01  -0.195366E+00   0.297139E+04   0.174933E+01
  3660   0.285399E+01   0.988212E-01  -0.194645E+00   0.296878E+04   0.174737E+01
  3661   0.284925E+01   0.982666E-01  -0.193908E+00   0.296618E+04   0.174540E+01
  3662   0.284464E+01   0.977155E-01  -0.193148E+00   0.296357E+04   0.174343E+01
  3663   0.283992E+01   0.971606E-01  -0.192371E+00   0.296097E+04   0.174146E+01
  3664   0.283511E+01   0.966093E-01  -0.191578E+00   0.295838E+04   0.173947E+01
  3665   0.283027E+01   0.960544E-01  -0.190744E+00   0.295578E+04   0.173749E+01
  3666   0.282547E+01   0.954960E-01  -0.189916E+00   0.295319E+04   0.173550E+01
  3667   0.282057E+01   0.949565E-01  -0.189069E+00   0.295060E+04   0.173351E+01
  3668   0.281571E+01   0.944063E-01  -0.188189E+00   0.294802E+04   0.173151E+01
  3669   0.281066E+01   0.938605E-01  -0.187298E+00   0.294543E+04   0.172951E+01
  3670   0.280573E+01   0.933115E-01  -0.186403E+00   0.294285E+04   0.172750E+01
  3671   0.280053E+01   0.927746E-01  -0.185473E+00   0.294027E+04   0.172550E+01
  3672   0.279544E+01   0.922348E-01  -0.184531E+00   0.293770E+04   0.172348E+01
  3673   0.279024E+01   0.916924E-01  -0.183569E+00   0.293513E+04   0.172147E+01
  3674   0.278499E+01   0.911624E-01  -0.182601E+00   0.293256E+04   0.171945E+01
  3675   0.277969E+01   0.906299E-01  -0.181612E+00   0.292999E+04   0.171743E+01
  3676   0.277442E+01   0.901025E-01  -0.180617E+00   0.292743E+04   0.171540E+01
  3677   0.276903E+01   0.895729E-01  -0.179585E+00   0.292487E+04   0.171337E+01
  3678   0.276358E+01   0.890487E-01  -0.178553E+00   0.292231E+04   0.171134E+01
  3679   0.275809E+01   0.885300E-01  -0.177507E+00   0.291975E+04   0.170931E+01
  3680   0.275260E+01   0.880095E-01  -0.176445E+00   0.291720E+04   0.170727E+01
  3681   0.274692E+01   0.874947E-01  -0.175374E+00   0.291465E+04   0.170523E+01
  3682   0.274125E+01   0.869857E-01  -0.174288E+00   0.291210E+04   0.170319E+01
  3683   0.273552E+01   0.864753E-01  -0.173193E+00   0.290955E+04   0.170115E+01
  3684   0.272980E+01   0.859784E-01  -0.172080E+00   0.290701E+04   0.169910E+01
  3685   0.272394E+01   0.854728E-01  -0.170951E+00   0.290447E+04   0.169705E+01
  3686   0.271808E+01   0.849662E-01  -0.169819E+00   0.290193E+04   0.169500E+01
  3687   0.271209E+01   0.844734E-01  -0.168669E+00   0.289940E+04   0.169295E+01
  3688   0.270610E+01   0.839871E-01  -0.167501E+00   0.289687E+04   0.169090E+01
  3689   0.270011E+01   0.835002E-01  -0.166328E+00   0.289434E+04   0.168884E+01
  3690   0.269383E+01   0.830200E-01  -0.165145E+00   0.289181E+04   0.168678E+01
  3691   0.268769E+01   0.825468E-01  -0.163949E+00   0.288929E+04   0.168473E+01
  3692   0.268148E+01   0.820731E-01  -0.162748E+00   0.288677E+04   0.168267E+01
  3693   0.267518E+01   0.816067E-01  -0.161535E+00   0.288425E+04   0.168060E+01
  3694   0.266881E+01   0.811400E-01  -0.160309E+00   0.288173E+04   0.167854E+01
  3695   0.266243E+01   0.806808E-01  -0.159076E+00   0.287922E+04   0.167648E+01
  3696   0.265588E+01   0.802217E-01  -0.157837E+00   0.287671E+04   0.167441E+01
  3697   0.264933E+01   0.797777E-01  -0.156584E+00   0.287420E+04   0.167235E+01
  3698   0.264284E+01   0.793266E-01  -0.155324E+00   0.287170E+04   0.167028E+01
  3699   0.263618E+01   0.788833E-01  -0.154042E+00   0.286920E+04   0.166821E+01
  3700   0.262942E+01   0.784480E-01  -0.152766E+00   0.286670E+04   0.166615E+01
  3701   0.262265E+01   0.780135E-01  -0.151475E+00   0.286420E+04   0.166408E+01
  3702   0.261579E+01   0.775798E-01  -0.150176E+00   0.286170E+04   0.166201E+01
  3703   0.260890E+01   0.771620E-01  -0.148870E+00   0.285921E+04   0.165994E+01
  3704   0.260199E+01   0.767380E-01  -0.147555E+00   0.285672E+04   0.165787E+01
  3705   0.259498E+01   0.763302E-01  -0.146226E+00   0.285424E+04   0.165581E+01
  3706   0.258787E+01   0.759091E-01  -0.144898E+00   0.285175E+04   0.165374E+01
  3707   0.258074E+01   0.755120E-01  -0.143570E+00   0.284927E+04   0.165167E+01
  3708   0.257351E+01   0.751094E-01  -0.142235E+00   0.284679E+04   0.164960E+01
  3709   0.256632E+01   0.747162E-01  -0.140894E+00   0.284432E+04   0.164753E+01
  3710   0.255910E+01   0.743252E-01  -0.139555E+00   0.284184E+04   0.164547E+01
  3711   0.255170E+01   0.739441E-01  -0.138202E+00   0.283937E+04   0.164340E+01
  3712   0.254435E+01   0.735656E-01  -0.136866E+00   0.283690E+04   0.164133E+01
  3713   0.253696E+01   0.731897E-01  -0.135509E+00   0.283444E+04   0.163927E+01
  3714   0.252946E+01   0.728019E-01  -0.134163E+00   0.283197E+04   0.163720E+01
  3715   0.252193E+01   0.724470E-01  -0.132811E+00   0.282951E+04   0.163514E+01
  3716   0.251430E+01   0.720878E-01  -0.131462E+00   0.282705E+04   0.163307E+01
  3717   0.250669E+01   0.717320E-01  -0.130116E+00   0.282460E+04   0.163101E+01
  3718   0.249905E+01   0.713798E-01  -0.128766E+00   0.282215E+04   0.162895E+01
  3719   0.249123E+01   0.710388E-01  -0.127419E+00   0.281970E+04   0.162689E+01
  3720   0.248351E+01   0.707240E-01  -0.126076E+00   0.281725E+04   0.162483E+01
  3721   0.247568E+01   0.703910E-01  -0.124737E+00   0.281480E+04   0.162278E+01
  3722   0.246787E+01   0.700623E-01  -0.123395E+00   0.281236E+04   0.162072E+01
  3723   0.245996E+01   0.697454E-01  -0.122065E+00   0.280992E+04   0.161867E+01
  3724   0.245207E+01   0.694332E-01  -0.120732E+00   0.280748E+04   0.161661E+01
  3725   0.244406E+01   0.691257E-01  -0.119411E+00   0.280505E+04   0.161456E+01
  3726   0.243600E+01   0.688157E-01  -0.118087E+00   0.280262E+04   0.161252E+01
  3727   0.242798E+01   0.685257E-01  -0.116777E+00   0.280019E+04   0.161047E+01
  3728   0.241990E+01   0.682261E-01  -0.115472E+00   0.279776E+04   0.160842E+01
  3729   0.241170E+01   0.679542E-01  -0.114173E+00   0.279533E+04   0.160638E+01
  3730   0.240360E+01   0.676731E-01  -0.112873E+00   0.279291E+04   0.160434E+01
  3731   0.239537E+01   0.673978E-01  -0.111586E+00   0.279049E+04   0.160230E+01
  3732   0.238716E+01   0.671211E-01  -0.110306E+00   0.278807E+04   0.160027E+01
  3733   0.237883E+01   0.668653E-01  -0.109032E+00   0.278566E+04   0.159823E+01
  3734   0.237059E+01   0.666084E-01  -0.107759E+00   0.278325E+04   0.159620E+01
  3735   0.236222E+01   0.663505E-01  -0.106507E+00   0.278084E+04   0.159418E+01
  3736   0.235386E+01   0.661068E-01  -0.105270E+00   0.277843E+04   0.159215E+01
  3737   0.234553E+01   0.658698E-01  -0.104026E+00   0.277603E+04   0.159013E+01
  3738   0.233698E+01   0.656324E-01  -0.102805E+00   0.277362E+04   0.158811E+01
  3739   0.232852E+01   0.654095E-01  -0.101577E+00   0.277123E+04   0.158609E+01
  3740   0.232015E+01   0.651866E-01  -0.100366E+00   0.276883E+04   0.158408E+01
  3741   0.231157E+01   0.649711E-01  -0.991400E-01   0.276643E+04   0.158207E+01
  3742   0.230300E+01   0.647559E-01  -0.979456E-01   0.276404E+04   0.158006E+01
  3743   0.229444E+01   0.645485E-01  -0.967604E-01   0.276165E+04   0.157806E+01
  3744   0.228589E+01   0.643491E-01  -0.955846E-01   0.275927E+04   0.157606E+01
  3745   0.227727E+01   0.641578E-01  -0.944184E-01   0.275688E+04   0.157406E+01
  3746   0.226866E+01   0.639675E-01  -0.932694E-01   0.275450E+04   0.157207E+01
  3747   0.225991E+01   0.637857E-01  -0.921306E-01   0.275212E+04   0.157008E+01
  3748   0.225123E+01   0.636051E-01  -0.910020E-01   0.274974E+04   0.156810E+01
  3749   0.224256E+01   0.634334E-01  -0.898766E-01   0.274737E+04   0.156612E+01
  3750   0.223374E+01   0.632633E-01  -0.887694E-01   0.274500E+04   0.156414E+01
  3751   0.222507E+01   0.631024E-01  -0.876733E-01   0.274263E+04   0.156217E+01
  3752   0.221626E+01   0.629433E-01  -0.865961E-01   0.274026E+04   0.156020E+01
  3753   0.220745E+01   0.628009E-01  -0.855234E-01   0.273790E+04   0.155823E+01
  3754   0.219863E+01   0.626532E-01  -0.844557E-01   0.273553E+04   0.155627E+01
  3755   0.218975E+01   0.625149E-01  -0.834083E-01   0.273317E+04   0.155432E+01
  3756   0.218087E+01   0.623788E-01  -0.823817E-01   0.273082E+04   0.155236E+01
  3757   0.217200E+01   0.622449E-01  -0.813615E-01   0.272846E+04   0.155042E+01
  3758   0.216305E+01   0.621207E-01  -0.803481E-01   0.272611E+04   0.154847E+01
  3759   0.215419E+01   0.619990E-01  -0.793568E-01   0.272376E+04   0.154654E+01
  3760   0.214525E+01   0.618945E-01  -0.783733E-01   0.272141E+04   0.154460E+01
  3761   0.213647E+01   0.617851E-01  -0.774055E-01   0.271907E+04   0.154267E+01
  3762   0.212755E+01   0.616784E-01  -0.764538E-01   0.271672E+04   0.154075E+01
  3763   0.211863E+01   0.615743E-01  -0.755112E-01   0.271438E+04   0.153883E+01
  3764   0.210972E+01   0.614730E-01  -0.745931E-01   0.271205E+04   0.153692E+01
  3765   0.210082E+01   0.613819E-01  -0.736777E-01   0.270971E+04   0.153501E+01
  3766   0.209200E+01   0.612864E-01  -0.727876E-01   0.270738E+04   0.153310E+01
  3767   0.208304E+01   0.612013E-01  -0.719160E-01   0.270505E+04   0.153120E+01
  3768   0.207416E+01   0.611267E-01  -0.710484E-01   0.270272E+04   0.152931E+01
  3769   0.206529E+01   0.610478E-01  -0.702001E-01   0.270039E+04   0.152742E+01
  3770   0.205643E+01   0.609795E-01  -0.693642E-01   0.269807E+04   0.152553E+01
  3771   0.204758E+01   0.608997E-01  -0.685561E-01   0.269575E+04   0.152366E+01
  3772   0.203874E+01   0.608308E-01  -0.677538E-01   0.269343E+04   0.152178E+01
  3773   0.202991E+01   0.607727E-01  -0.669727E-01   0.269112E+04   0.151991E+01
  3774   0.202109E+01   0.607255E-01  -0.662059E-01   0.268880E+04   0.151805E+01
  3775   0.201228E+01   0.606597E-01  -0.654463E-01   0.268649E+04   0.151619E+01
  3776   0.200349E+01   0.606125E-01  -0.647167E-01   0.268418E+04   0.151434E+01
  3777   0.199478E+01   0.605616E-01  -0.640028E-01   0.268188E+04   0.151249E+01
  3778   0.198616E+01   0.605219E-01  -0.632975E-01   0.267957E+04   0.151065E+01
  3779   0.197740E+01   0.604713E-01  -0.626236E-01   0.267727E+04   0.150882E+01
  3780   0.196874E+01   0.604322E-01  -0.619519E-01   0.267497E+04   0.150699E+01
  3781   0.196008E+01   0.603897E-01  -0.613050E-01   0.267268E+04   0.150516E+01
  3782   0.195137E+01   0.603588E-01  -0.606687E-01   0.267038E+04   0.150335E+01
  3783   0.194260E+01   0.603247E-01  -0.600508E-01   0.266809E+04   0.150153E+01
  3784   0.193406E+01   0.602948E-01  -0.594665E-01   0.266580E+04   0.149973E+01
  3785   0.192547E+01   0.602694E-01  -0.588719E-01   0.266351E+04   0.149793E+01
  3786   0.191682E+01   0.602485E-01  -0.583119E-01   0.266123E+04   0.149613E+01
  3787   0.190833E+01   0.602320E-01  -0.577648E-01   0.265895E+04   0.149435E+01
  3788   0.189986E+01   0.602054E-01  -0.572309E-01   0.265667E+04   0.149256E+01
  3789   0.189141E+01   0.601908E-01  -0.567182E-01   0.265439E+04   0.149079E+01
  3790   0.188298E+01   0.601736E-01  -0.562271E-01   0.265211E+04   0.148902E+01
  3791   0.187456E+01   0.601613E-01  -0.557507E-01   0.264984E+04   0.148726E+01
  3792   0.186624E+01   0.601539E-01  -0.552894E-01   0.264757E+04   0.148550E+01
  3793   0.185786E+01   0.601440E-01  -0.548288E-01   0.264530E+04   0.148375E+01
  3794   0.184958E+01   0.601392E-01  -0.543991E-01   0.264304E+04   0.148201E+01
  3795   0.184132E+01   0.601322E-01  -0.539860E-01   0.264077E+04   0.148027E+01
  3796   0.183307E+01   0.601304E-01  -0.536121E-01   0.263851E+04   0.147854E+01
  3797   0.182485E+01   0.601339E-01  -0.532408E-01   0.263625E+04   0.147681E+01
  3798   0.181673E+01   0.601354E-01  -0.528874E-01   0.263400E+04   0.147510E+01
  3799   0.180862E+01   0.601423E-01  -0.525449E-01   0.263174E+04   0.147339E+01
  3800   0.180047E+01   0.601547E-01  -0.522287E-01   0.262949E+04   0.147168E+01
  3801   0.179241E+01   0.601505E-01  -0.519243E-01   0.262724E+04   0.146999E+01
  3802   0.178437E+01   0.601668E-01  -0.516395E-01   0.262499E+04   0.146830E+01
  3803   0.177636E+01   0.601737E-01  -0.513670E-01   0.262275E+04   0.146661E+01
  3804   0.176853E+01   0.601860E-01  -0.511146E-01   0.262051E+04   0.146494E+01
  3805   0.176057E+01   0.602039E-01  -0.508825E-01   0.261827E+04   0.146327E+01
  3806   0.175272E+01   0.602197E-01  -0.506562E-01   0.261603E+04   0.146161E+01
  3807   0.174497E+01   0.602335E-01  -0.504507E-01   0.261379E+04   0.145995E+01
  3808   0.173718E+01   0.602526E-01  -0.502589E-01   0.261156E+04   0.145830E+01
  3809   0.172949E+01   0.602770E-01  -0.500884E-01   0.260933E+04   0.145666E+01
  3810   0.172191E+01   0.602917E-01  -0.499247E-01   0.260710E+04   0.145503E+01
  3811   0.171430E+01   0.603117E-01  -0.497828E-01   0.260487E+04   0.145340E+01
  3812   0.170679E+01   0.603220E-01  -0.496483E-01   0.260265E+04   0.145179E+01
  3813   0.169925E+01   0.603448E-01  -0.495361E-01   0.260043E+04   0.145017E+01
  3814   0.169174E+01   0.603653E-01  -0.494466E-01   0.259821E+04   0.144857E+01
  3815   0.168435E+01   0.603908E-01  -0.493577E-01   0.259599E+04   0.144697E+01
  3816   0.167700E+01   0.604138E-01  -0.492846E-01   0.259377E+04   0.144538E+01
  3817   0.166969E+01   0.604270E-01  -0.492275E-01   0.259156E+04   0.144380E+01
  3818   0.166242E+01   0.604525E-01  -0.491792E-01   0.258935E+04   0.144222E+01
  3819   0.165527E+01   0.604680E-01  -0.491474E-01   0.258714E+04   0.144066E+01
  3820   0.164809E+01   0.604884E-01  -0.491399E-01   0.258494E+04   0.143909E+01
  3821   0.164104E+01   0.605061E-01  -0.491271E-01   0.258273E+04   0.143754E+01
  3822   0.163396E+01   0.605285E-01  -0.491390E-01   0.258053E+04   0.143600E+01
  3823   0.162700E+01   0.605482E-01  -0.491611E-01   0.257833E+04   0.143446E+01
  3824   0.162001E+01   0.605651E-01  -0.491935E-01   0.257614E+04   0.143293E+01
  3825   0.161316E+01   0.605793E-01  -0.492292E-01   0.257394E+04   0.143140E+01
  3826   0.160643E+01   0.605980E-01  -0.492832E-01   0.257175E+04   0.142989E+01
  3827   0.159960E+01   0.606064E-01  -0.493558E-01   0.256956E+04   0.142838E+01
  3828   0.159290E+01   0.606192E-01  -0.494324E-01   0.256737E+04   0.142688E+01
  3829   0.158626E+01   0.606291E-01  -0.495207E-01   0.256519E+04   0.142539E+01
  3830   0.157976E+01   0.606434E-01  -0.496209E-01   0.256300E+04   0.142390E+01
  3831   0.157323E+01   0.606547E-01  -0.497333E-01   0.256082E+04   0.142243E+01
  3832   0.156677E+01   0.606628E-01  -0.498508E-01   0.255864E+04   0.142096E+01
  3833   0.156037E+01   0.606604E-01  -0.499810E-01   0.255647E+04   0.141950E+01
  3834   0.155410E+01   0.606696E-01  -0.501242E-01   0.255429E+04   0.141804E+01
  3835   0.154782E+01   0.606756E-01  -0.502732E-01   0.255212E+04   0.141660E+01
  3836   0.154161E+01   0.606784E-01  -0.504356E-01   0.254995E+04   0.141516E+01
  3837   0.153547E+01   0.606778E-01  -0.506044E-01   0.254778E+04   0.141373E+01
  3838   0.152939E+01   0.606739E-01  -0.507873E-01   0.254562E+04   0.141231E+01
  3839   0.152338E+01   0.606740E-01  -0.509844E-01   0.254345E+04   0.141089E+01
  3840   0.151743E+01   0.606632E-01  -0.511812E-01   0.254129E+04   0.140949E+01
  3841   0.151156E+01   0.606638E-01  -0.513927E-01   0.253913E+04   0.140809E+01
  3842   0.150576E+01   0.606535E-01  -0.516119E-01   0.253698E+04   0.140670E+01
  3843   0.149996E+01   0.606396E-01  -0.518316E-01   0.253482E+04   0.140532E+01
  3844   0.149424E+01   0.606295E-01  -0.520743E-01   0.253267E+04   0.140394E+01
  3845   0.148866E+01   0.606233E-01  -0.523179E-01   0.253052E+04   0.140258E+01
  3846   0.148301E+01   0.605984E-01  -0.525628E-01   0.252837E+04   0.140122E+01
  3847   0.147744E+01   0.605847E-01  -0.528314E-01   0.252623E+04   0.139987E+01
  3848   0.147202E+01   0.605672E-01  -0.530944E-01   0.252409E+04   0.139853E+01
  3849   0.146661E+01   0.605385E-01  -0.533668E-01   0.252194E+04   0.139719E+01
  3850   0.146128E+01   0.605134E-01  -0.536489E-01   0.251981E+04   0.139587E+01
  3851   0.145604E+01   0.604843E-01  -0.539409E-01   0.251767E+04   0.139455E+01
  3852   0.145080E+01   0.604587E-01  -0.542428E-01   0.251553E+04   0.139325E+01
  3853   0.144572E+01   0.604291E-01  -0.545396E-01   0.251340E+04   0.139195E+01
  3854   0.144065E+01   0.603729E-01  -0.548536E-01   0.251127E+04   0.139065E+01
  3855   0.143559E+01   0.603423E-01  -0.551699E-01   0.250914E+04   0.138937E+01
  3856   0.143062E+01   0.603074E-01  -0.554882E-01   0.250702E+04   0.138810E+01
  3857   0.142581E+01   0.602606E-01  -0.558161E-01   0.250489E+04   0.138683E+01
  3858   0.142094E+01   0.602167E-01  -0.561609E-01   0.250277E+04   0.138557E+01
  3859   0.141617E+01   0.601683E-01  -0.565001E-01   0.250065E+04   0.138432E+01
  3860   0.141148E+01   0.601449E-01  -0.568412E-01   0.249854E+04   0.138308E+01
  3861   0.140680E+01   0.600945E-01  -0.571915E-01   0.249642E+04   0.138184E+01
  3862   0.140230E+01   0.600392E-01  -0.575435E-01   0.249431E+04   0.138061E+01
  3863   0.139774E+01   0.599865E-01  -0.578971E-01   0.249220E+04   0.137939E+01
  3864   0.139327E+01   0.599287E-01  -0.582523E-01   0.249009E+04   0.137818E+01
  3865   0.138882E+01   0.598659E-01  -0.586090E-01   0.248798E+04   0.137698E+01
  3866   0.138447E+01   0.598128E-01  -0.589670E-01   0.248588E+04   0.137578E+01
  3867   0.138013E+01   0.597469E-01  -0.593264E-01   0.248378E+04   0.137460E+01
  3868   0.137590E+01   0.596832E-01  -0.596944E-01   0.248168E+04   0.137342E+01
  3869   0.137169E+01   0.596066E-01  -0.600562E-01   0.247958E+04   0.137225E+01
  3870   0.136758E+01   0.595319E-01  -0.604191E-01   0.247748E+04   0.137108E+01
  3871   0.136356E+01   0.594590E-01  -0.607831E-01   0.247539E+04   0.136993E+01
  3872   0.135950E+01   0.593730E-01  -0.611479E-01   0.247330E+04   0.136878E+01
  3873   0.135547E+01   0.592887E-01  -0.615137E-01   0.247121E+04   0.136764E+01
  3874   0.135153E+01   0.592059E-01  -0.618802E-01   0.246912E+04   0.136650E+01
  3875   0.134770E+01   0.591395E-01  -0.622475E-01   0.246704E+04   0.136538E+01
  3876   0.134383E+01   0.590448E-01  -0.626154E-01   0.246495E+04   0.136426E+01
  3877   0.134013E+01   0.589514E-01  -0.629765E-01   0.246287E+04   0.136315E+01
  3878   0.133639E+01   0.588518E-01  -0.633306E-01   0.246080E+04   0.136205E+01
  3879   0.133276E+01   0.587608E-01  -0.636925E-01   0.245872E+04   0.136095E+01
  3880   0.132915E+01   0.586559E-01  -0.640474E-01   0.245664E+04   0.135986E+01
  3881   0.132559E+01   0.585298E-01  -0.644026E-01   0.245457E+04   0.135878E+01
  3882   0.132198E+01   0.584269E-01  -0.647580E-01   0.245250E+04   0.135771E+01
  3883   0.131855E+01   0.583024E-01  -0.651060E-01   0.245043E+04   0.135664E+01
  3884   0.131517E+01   0.581936E-01  -0.654541E-01   0.244837E+04   0.135558E+01
  3885   0.131181E+01   0.580705E-01  -0.658096E-01   0.244630E+04   0.135453E+01
  3886   0.130850E+01   0.579554E-01  -0.661501E-01   0.244424E+04   0.135349E+01
  3887   0.130522E+01   0.578334E-01  -0.664831E-01   0.244218E+04   0.135245E+01
  3888   0.130199E+01   0.577117E-01  -0.668232E-01   0.244013E+04   0.135142E+01
  3889   0.129887E+01   0.575606E-01  -0.671629E-01   0.243807E+04   0.135040E+01
  3890   0.129579E+01   0.574469E-01  -0.674874E-01   0.243602E+04   0.134939E+01
  3891   0.129267E+01   0.573110E-01  -0.678189E-01   0.243397E+04   0.134838E+01
  3892   0.128960E+01   0.571751E-01  -0.681423E-01   0.243192E+04   0.134738E+01
  3893   0.128665E+01   0.570392E-01  -0.684652E-01   0.242987E+04   0.134639E+01
  3894   0.128367E+01   0.568957E-01  -0.687799E-01   0.242782E+04   0.134540E+01
  3895   0.128065E+01   0.567521E-01  -0.690864E-01   0.242578E+04   0.134442E+01
  3896   0.127784E+01   0.566007E-01  -0.693994E-01   0.242374E+04   0.134345E+01
  3897   0.127499E+01   0.564563E-01  -0.696892E-01   0.242170E+04   0.134248E+01
  3898   0.127227E+01   0.563040E-01  -0.699855E-01   0.241967E+04   0.134152E+01
  3899   0.126944E+01   0.561438E-01  -0.702807E-01   0.241763E+04   0.134057E+01
  3900   0.126682E+01   0.559829E-01  -0.705673E-01   0.241560E+04   0.133963E+01
  3901   0.126417E+01   0.558213E-01  -0.708526E-01   0.241357E+04   0.133869E+01
  3902   0.126150E+01   0.556515E-01  -0.711290E-01   0.241154E+04   0.133776E+01
  3903   0.125895E+01   0.554808E-01  -0.714037E-01   0.240951E+04   0.133684E+01
  3904   0.125637E+01   0.553167E-01  -0.716912E-01   0.240749E+04   0.133592E+01
  3905   0.125400E+01   0.551220E-01  -0.719542E-01   0.240547E+04   0.133501E+01
  3906   0.125152E+01   0.549486E-01  -0.722148E-01   0.240345E+04   0.133411E+01
  3907   0.124910E+01   0.547890E-01  -0.724577E-01   0.240143E+04   0.133321E+01
  3908   0.124673E+01   0.546061E-01  -0.726828E-01   0.239941E+04   0.133232E+01
  3909   0.124433E+01   0.544295E-01  -0.729270E-01   0.239740E+04   0.133143E+01
  3910   0.124220E+01   0.542442E-01  -0.731602E-01   0.239539E+04   0.133055E+01
  3911   0.123990E+01   0.540578E-01  -0.733749E-01   0.239338E+04   0.132968E+01
  3912   0.123765E+01   0.538701E-01  -0.736004E-01   0.239137E+04   0.132882E+01
  3913   0.123530E+01   0.536736E-01  -0.738143E-01   0.238936E+04   0.132796E+01
  3914   0.123307E+01   0.534832E-01  -0.740236E-01   0.238736E+04   0.132711E+01
  3915   0.123090E+01   0.532840E-01  -0.742060E-01   0.238536E+04   0.132626E+01
  3916   0.122862E+01   0.530907E-01  -0.744056E-01   0.238336E+04   0.132542E+01
  3917   0.122654E+01   0.528959E-01  -0.745851E-01   0.238136E+04   0.132458E+01
  3918   0.122436E+01   0.526921E-01  -0.747592E-01   0.237936E+04   0.132376E+01
  3919   0.122231E+01   0.524942E-01  -0.749275E-01   0.237737E+04   0.132293E+01
  3920   0.122023E+01   0.522871E-01  -0.750898E-01   0.237538E+04   0.132212E+01
  3921   0.121820E+01   0.520783E-01  -0.752459E-01   0.237339E+04   0.132130E+01
  3922   0.121614E+01   0.518752E-01  -0.753881E-01   0.237140E+04   0.132050E+01
  3923   0.121421E+01   0.516629E-01  -0.755235E-01   0.236941E+04   0.131970E+01
  3924   0.121225E+01   0.514487E-01  -0.756520E-01   0.236743E+04   0.131891E+01
  3925   0.121019E+01   0.512474E-01  -0.757732E-01   0.236545E+04   0.131812E+01
  3926   0.120833E+01   0.510294E-01  -0.758795E-01   0.236347E+04   0.131734E+01
  3927   0.120636E+01   0.508167E-01  -0.759780E-01   0.236149E+04   0.131656E+01
  3928   0.120437E+01   0.505946E-01  -0.760760E-01   0.235951E+04   0.131579E+01
  3929   0.120258E+01   0.503778E-01  -0.761583E-01   0.235754E+04   0.131502E+01
  3930   0.120069E+01   0.501588E-01  -0.762396E-01   0.235557E+04   0.131426E+01
  3931   0.119877E+01   0.499377E-01  -0.763046E-01   0.235360E+04   0.131351E+01
  3932   0.119698E+01   0.497143E-01  -0.763607E-01   0.235163E+04   0.131276E+01
  3933   0.119508E+01   0.494885E-01  -0.764150E-01   0.234966E+04   0.131201E+01
  3934   0.119323E+01   0.492679E-01  -0.764598E-01   0.234770E+04   0.131127E+01
  3935   0.119150E+01   0.490374E-01  -0.764874E-01   0.234574E+04   0.131054E+01
