#    L    TT             EE             BB             TE             PP             TP             EP          
  4790   0.130934E+00   0.373267E-02   0.000000E+00  -0.428444E-02   0.257440E-10   0.442779E-07   0.210144E-10
  4791   0.130659E+00   0.372331E-02   0.000000E+00  -0.428590E-02   0.257250E-10   0.442481E-07   0.217788E-10
  4792   0.130377E+00   0.371483E-02   0.000000E+00  -0.428557E-02   0.257061E-10   0.442183E-07   0.225410E-10
  4793   0.130097E+00   0.370575E-02   0.000000E+00  -0.428569E-02   0.256871E-10   0.441884E-07   0.233010E-10
  4794   0.129818E+00   0.369607E-02   0.000000E+00  -0.428703E-02   0.256681E-10   0.441585E-07   0.240585E-10
  4795   0.129548E+00   0.368580E-02   0.000000E+00  -0.428812E-02   0.256492E-10   0.441285E-07   0.248136E-10
  4796   0.129264E+00   0.367717E-02   0.000000E+00  -0.428748E-02   0.256303E-10   0.440986E-07   0.255662E-10
  4797   0.128996E+00   0.366720E-02   0.000000E+00  -0.428811E-02   0.256114E-10   0.440686E-07   0.263161E-10
  4798   0.128722E+00   0.365813E-02   0.000000E+00  -0.429001E-02   0.255925E-10   0.440385E-07   0.270632E-10
  4799   0.128456E+00   0.364848E-02   0.000000E+00  -0.429023E-02   0.255736E-10   0.440085E-07   0.278075E-10
  4800   0.128184E+00   0.363898E-02   0.000000E+00  -0.429027E-02   0.255547E-10   0.439784E-07   0.285489E-10
  4801   0.127906E+00   0.362817E-02   0.000000E+00  -0.429014E-02   0.255359E-10   0.439483E-07   0.292873E-10
  4802   0.127637E+00   0.361900E-02   0.000000E+00  -0.428987E-02   0.255171E-10   0.439181E-07   0.300226E-10
  4803   0.127369E+00   0.360925E-02   0.000000E+00  -0.428871E-02   0.254983E-10   0.438880E-07   0.307547E-10
  4804   0.127095E+00   0.359967E-02   0.000000E+00  -0.428817E-02   0.254795E-10   0.438578E-07   0.314835E-10
  4805   0.126822E+00   0.358950E-02   0.000000E+00  -0.428604E-02   0.254607E-10   0.438275E-07   0.322091E-10
  4806   0.126551E+00   0.358023E-02   0.000000E+00  -0.428455E-02   0.254419E-10   0.437973E-07   0.329313E-10
  4807   0.126281E+00   0.356964E-02   0.000000E+00  -0.428297E-02   0.254232E-10   0.437670E-07   0.336500E-10
  4808   0.126020E+00   0.355921E-02   0.000000E+00  -0.428059E-02   0.254044E-10   0.437367E-07   0.343652E-10
  4809   0.125739E+00   0.354894E-02   0.000000E+00  -0.427888E-02   0.253857E-10   0.437064E-07   0.350769E-10
  4810   0.125481E+00   0.353882E-02   0.000000E+00  -0.427565E-02   0.253670E-10   0.436761E-07   0.357848E-10
  4811   0.125203E+00   0.352738E-02   0.000000E+00  -0.427313E-02   0.253484E-10   0.436457E-07   0.364891E-10
  4812   0.124949E+00   0.351757E-02   0.000000E+00  -0.427059E-02   0.253297E-10   0.436153E-07   0.371895E-10
  4813   0.124682E+00   0.350792E-02   0.000000E+00  -0.426730E-02   0.253110E-10   0.435850E-07   0.378861E-10
  4814   0.124417E+00   0.349694E-02   0.000000E+00  -0.426328E-02   0.252924E-10   0.435545E-07   0.385787E-10
  4815   0.124154E+00   0.348686E-02   0.000000E+00  -0.425928E-02   0.252738E-10   0.435241E-07   0.392673E-10
  4816   0.123892E+00   0.347470E-02   0.000000E+00  -0.425532E-02   0.252552E-10   0.434937E-07   0.399518E-10
  4817   0.123633E+00   0.346493E-02   0.000000E+00  -0.425141E-02   0.252366E-10   0.434632E-07   0.406322E-10
  4818   0.123376E+00   0.345382E-02   0.000000E+00  -0.424681E-02   0.252180E-10   0.434327E-07   0.413084E-10
  4819   0.123098E+00   0.344286E-02   0.000000E+00  -0.424229E-02   0.251995E-10   0.434022E-07   0.419802E-10
  4820   0.122845E+00   0.343279E-02   0.000000E+00  -0.423712E-02   0.251809E-10   0.433717E-07   0.426477E-10
  4821   0.122580E+00   0.342139E-02   0.000000E+00  -0.423056E-02   0.251624E-10   0.433412E-07   0.433107E-10
  4822   0.122316E+00   0.340940E-02   0.000000E+00  -0.422561E-02   0.251439E-10   0.433107E-07   0.439693E-10
  4823   0.122055E+00   0.339903E-02   0.000000E+00  -0.421930E-02   0.251254E-10   0.432801E-07   0.446232E-10
  4824   0.121789E+00   0.338734E-02   0.000000E+00  -0.421387E-02   0.251069E-10   0.432496E-07   0.452725E-10
  4825   0.121526E+00   0.337653E-02   0.000000E+00  -0.420711E-02   0.250885E-10   0.432190E-07   0.459171E-10
  4826   0.121272E+00   0.336512E-02   0.000000E+00  -0.419904E-02   0.250700E-10   0.431884E-07   0.465569E-10
  4827   0.120998E+00   0.335312E-02   0.000000E+00  -0.419263E-02   0.250516E-10   0.431578E-07   0.471919E-10
  4828   0.120742E+00   0.334200E-02   0.000000E+00  -0.418493E-02   0.250332E-10   0.431272E-07   0.478218E-10
  4829   0.120482E+00   0.333103E-02   0.000000E+00  -0.417596E-02   0.250148E-10   0.430966E-07   0.484469E-10
  4830   0.120223E+00   0.331872E-02   0.000000E+00  -0.416795E-02   0.249964E-10   0.430660E-07   0.490668E-10
  4831   0.119968E+00   0.330729E-02   0.000000E+00  -0.415944E-02   0.249780E-10   0.430354E-07   0.496816E-10
  4832   0.119700E+00   0.329601E-02   0.000000E+00  -0.414968E-02   0.249596E-10   0.430048E-07   0.502911E-10
  4833   0.119443E+00   0.328413E-02   0.000000E+00  -0.414094E-02   0.249413E-10   0.429742E-07   0.508954E-10
  4834   0.119204E+00   0.327238E-02   0.000000E+00  -0.413098E-02   0.249230E-10   0.429436E-07   0.514943E-10
  4835   0.118945E+00   0.326078E-02   0.000000E+00  -0.412205E-02   0.249047E-10   0.429130E-07   0.520878E-10
  4836   0.118667E+00   0.324857E-02   0.000000E+00  -0.411194E-02   0.248864E-10   0.428823E-07   0.526759E-10
  4837   0.118414E+00   0.323724E-02   0.000000E+00  -0.410141E-02   0.248681E-10   0.428517E-07   0.532583E-10
  4838   0.118149E+00   0.322605E-02   0.000000E+00  -0.409045E-02   0.248498E-10   0.428211E-07   0.538351E-10
  4839   0.117888E+00   0.321352E-02   0.000000E+00  -0.407985E-02   0.248316E-10   0.427905E-07   0.544062E-10
  4840   0.117622E+00   0.320186E-02   0.000000E+00  -0.406736E-02   0.248134E-10   0.427599E-07   0.549715E-10
  4841   0.117359E+00   0.319034E-02   0.000000E+00  -0.405599E-02   0.247952E-10   0.427292E-07   0.555309E-10
  4842   0.117093E+00   0.317896E-02   0.000000E+00  -0.404426E-02   0.247770E-10   0.426986E-07   0.560845E-10
  4843   0.116837E+00   0.316548E-02   0.000000E+00  -0.403218E-02   0.247588E-10   0.426680E-07   0.566320E-10
  4844   0.116577E+00   0.315436E-02   0.000000E+00  -0.401903E-02   0.247406E-10   0.426374E-07   0.571735E-10
  4845   0.116321E+00   0.314264E-02   0.000000E+00  -0.400704E-02   0.247225E-10   0.426068E-07   0.577088E-10
  4846   0.116053E+00   0.313030E-02   0.000000E+00  -0.399400E-02   0.247043E-10   0.425762E-07   0.582380E-10
  4847   0.115789E+00   0.311810E-02   0.000000E+00  -0.397992E-02   0.246862E-10   0.425456E-07   0.587608E-10
  4848   0.115528E+00   0.310677E-02   0.000000E+00  -0.396630E-02   0.246681E-10   0.425150E-07   0.592774E-10
  4849   0.115256E+00   0.309482E-02   0.000000E+00  -0.395242E-02   0.246500E-10   0.424845E-07   0.597875E-10
  4850   0.114996E+00   0.308227E-02   0.000000E+00  -0.393828E-02   0.246319E-10   0.424539E-07   0.602911E-10
  4851   0.114739E+00   0.307059E-02   0.000000E+00  -0.392539E-02   0.246139E-10   0.424233E-07   0.607882E-10
  4852   0.114471E+00   0.305829E-02   0.000000E+00  -0.391151E-02   0.245958E-10   0.423928E-07   0.612787E-10
  4853   0.114207E+00   0.304611E-02   0.000000E+00  -0.389518E-02   0.245778E-10   0.423623E-07   0.617626E-10
  4854   0.113939E+00   0.303406E-02   0.000000E+00  -0.387861E-02   0.245598E-10   0.423318E-07   0.622399E-10
  4855   0.113676E+00   0.302212E-02   0.000000E+00  -0.386329E-02   0.245418E-10   0.423013E-07   0.627107E-10
  4856   0.113409E+00   0.301030E-02   0.000000E+00  -0.384701E-02   0.245238E-10   0.422708E-07   0.631748E-10
  4857   0.113131E+00   0.299859E-02   0.000000E+00  -0.383125E-02   0.245058E-10   0.422403E-07   0.636324E-10
  4858   0.112865E+00   0.298700E-02   0.000000E+00  -0.381527E-02   0.244878E-10   0.422098E-07   0.640833E-10
  4859   0.112596E+00   0.297477E-02   0.000000E+00  -0.379832E-02   0.244699E-10   0.421793E-07   0.645276E-10
  4860   0.112331E+00   0.296264E-02   0.000000E+00  -0.378191E-02   0.244520E-10   0.421489E-07   0.649652E-10
  4861   0.112063E+00   0.295077E-02   0.000000E+00  -0.376528E-02   0.244341E-10   0.421185E-07   0.653962E-10
  4862   0.111792E+00   0.293959E-02   0.000000E+00  -0.374697E-02   0.244162E-10   0.420881E-07   0.658205E-10
  4863   0.111518E+00   0.292762E-02   0.000000E+00  -0.372918E-02   0.243983E-10   0.420577E-07   0.662382E-10
  4864   0.111249E+00   0.291582E-02   0.000000E+00  -0.371194E-02   0.243804E-10   0.420273E-07   0.666492E-10
  4865   0.110985E+00   0.290411E-02   0.000000E+00  -0.369376E-02   0.243626E-10   0.419969E-07   0.670535E-10
  4866   0.110702E+00   0.289167E-02   0.000000E+00  -0.367612E-02   0.243447E-10   0.419665E-07   0.674511E-10
  4867   0.110433E+00   0.288021E-02   0.000000E+00  -0.365755E-02   0.243269E-10   0.419362E-07   0.678420E-10
  4868   0.110153E+00   0.286809E-02   0.000000E+00  -0.363878E-02   0.243091E-10   0.419059E-07   0.682261E-10
  4869   0.109877E+00   0.285687E-02   0.000000E+00  -0.361983E-02   0.242913E-10   0.418756E-07   0.686036E-10
  4870   0.109615E+00   0.284499E-02   0.000000E+00  -0.359995E-02   0.242735E-10   0.418453E-07   0.689743E-10
  4871   0.109342E+00   0.283326E-02   0.000000E+00  -0.358064E-02   0.242558E-10   0.418150E-07   0.693383E-10
  4872   0.109052E+00   0.282161E-02   0.000000E+00  -0.356040E-02   0.242380E-10   0.417848E-07   0.696955E-10
  4873   0.108775E+00   0.280935E-02   0.000000E+00  -0.353998E-02   0.242203E-10   0.417545E-07   0.700460E-10
  4874   0.108503E+00   0.279798E-02   0.000000E+00  -0.352013E-02   0.242026E-10   0.417243E-07   0.703897E-10
  4875   0.108214E+00   0.278683E-02   0.000000E+00  -0.350012E-02   0.241849E-10   0.416941E-07   0.707266E-10
  4876   0.107938E+00   0.277500E-02   0.000000E+00  -0.347993E-02   0.241672E-10   0.416639E-07   0.710567E-10
  4877   0.107660E+00   0.276338E-02   0.000000E+00  -0.345736E-02   0.241495E-10   0.416338E-07   0.713801E-10
  4878   0.107380E+00   0.275233E-02   0.000000E+00  -0.343685E-02   0.241319E-10   0.416036E-07   0.716966E-10
  4879   0.107098E+00   0.274104E-02   0.000000E+00  -0.341544E-02   0.241142E-10   0.415735E-07   0.720063E-10
  4880   0.106806E+00   0.272981E-02   0.000000E+00  -0.339462E-02   0.240966E-10   0.415434E-07   0.723092E-10
  4881   0.106528E+00   0.271863E-02   0.000000E+00  -0.337290E-02   0.240790E-10   0.415133E-07   0.726052E-10
  4882   0.106248E+00   0.270749E-02   0.000000E+00  -0.335029E-02   0.240614E-10   0.414833E-07   0.728944E-10
  4883   0.105959E+00   0.269640E-02   0.000000E+00  -0.332828E-02   0.240438E-10   0.414532E-07   0.731768E-10
  4884   0.105669E+00   0.268528E-02   0.000000E+00  -0.330613E-02   0.240262E-10   0.414232E-07   0.734522E-10
  4885   0.105384E+00   0.267428E-02   0.000000E+00  -0.328383E-02   0.240087E-10   0.413932E-07   0.737208E-10
  4886   0.105090E+00   0.266331E-02   0.000000E+00  -0.326065E-02   0.239911E-10   0.413633E-07   0.739826E-10
  4887   0.104810E+00   0.265230E-02   0.000000E+00  -0.323808E-02   0.239736E-10   0.413333E-07   0.742374E-10
  4888   0.104514E+00   0.264154E-02   0.000000E+00  -0.321538E-02   0.239561E-10   0.413034E-07   0.744854E-10
  4889   0.104238E+00   0.263067E-02   0.000000E+00  -0.319181E-02   0.239386E-10   0.412735E-07   0.747264E-10
  4890   0.103947E+00   0.261990E-02   0.000000E+00  -0.316886E-02   0.239211E-10   0.412436E-07   0.749605E-10
  4891   0.103655E+00   0.260922E-02   0.000000E+00  -0.314578E-02   0.239036E-10   0.412138E-07   0.751877E-10
  4892   0.103361E+00   0.259865E-02   0.000000E+00  -0.312258E-02   0.238862E-10   0.411840E-07   0.754079E-10
  4893   0.103074E+00   0.258801E-02   0.000000E+00  -0.309927E-02   0.238687E-10   0.411542E-07   0.756212E-10
  4894   0.102778E+00   0.257762E-02   0.000000E+00  -0.307510E-02   0.238513E-10   0.411244E-07   0.758276E-10
  4895   0.102489E+00   0.256724E-02   0.000000E+00  -0.305156E-02   0.238339E-10   0.410947E-07   0.760270E-10
  4896   0.102199E+00   0.255687E-02   0.000000E+00  -0.302717E-02   0.238165E-10   0.410650E-07   0.762194E-10
  4897   0.101909E+00   0.254666E-02   0.000000E+00  -0.300342E-02   0.237991E-10   0.410353E-07   0.764048E-10
  4898   0.101610E+00   0.253645E-02   0.000000E+00  -0.298030E-02   0.237818E-10   0.410056E-07   0.765832E-10
  4899   0.101311E+00   0.252632E-02   0.000000E+00  -0.295635E-02   0.237644E-10   0.409760E-07   0.767547E-10
  4900   0.101026E+00   0.251627E-02   0.000000E+00  -0.293230E-02   0.237471E-10   0.409464E-07   0.769191E-10
  4901   0.100725E+00   0.250628E-02   0.000000E+00  -0.290741E-02   0.237298E-10   0.409168E-07   0.770765E-10
  4902   0.100424E+00   0.249645E-02   0.000000E+00  -0.288391E-02   0.237124E-10   0.408872E-07   0.772269E-10
  4903   0.100130E+00   0.248660E-02   0.000000E+00  -0.286030E-02   0.236952E-10   0.408577E-07   0.773702E-10
  4904   0.998286E-01   0.247689E-02   0.000000E+00  -0.283435E-02   0.236779E-10   0.408282E-07   0.775066E-10
  4905   0.995266E-01   0.246716E-02   0.000000E+00  -0.281051E-02   0.236606E-10   0.407988E-07   0.776359E-10
  4906   0.992391E-01   0.245757E-02   0.000000E+00  -0.278655E-02   0.236434E-10   0.407693E-07   0.777582E-10
  4907   0.989440E-01   0.244810E-02   0.000000E+00  -0.276171E-02   0.236261E-10   0.407399E-07   0.778734E-10
  4908   0.986412E-01   0.243861E-02   0.000000E+00  -0.273970E-02   0.236089E-10   0.407106E-07   0.779817E-10
  4909   0.983383E-01   0.242931E-02   0.000000E+00  -0.271532E-02   0.235917E-10   0.406812E-07   0.780829E-10
  4910   0.980352E-01   0.242006E-02   0.000000E+00  -0.269227E-02   0.235745E-10   0.406519E-07   0.781771E-10
  4911   0.977395E-01   0.241084E-02   0.000000E+00  -0.266758E-02   0.235573E-10   0.406227E-07   0.782642E-10
  4912   0.974363E-01   0.240181E-02   0.000000E+00  -0.264421E-02   0.235401E-10   0.405934E-07   0.783444E-10
  4913   0.971406E-01   0.239274E-02   0.000000E+00  -0.261993E-02   0.235230E-10   0.405642E-07   0.784175E-10
  4914   0.968375E-01   0.238385E-02   0.000000E+00  -0.259621E-02   0.235059E-10   0.405350E-07   0.784836E-10
  4915   0.965345E-01   0.237499E-02   0.000000E+00  -0.257305E-02   0.234887E-10   0.405059E-07   0.785426E-10
  4916   0.962317E-01   0.236622E-02   0.000000E+00  -0.254896E-02   0.234716E-10   0.404768E-07   0.785946E-10
  4917   0.959216E-01   0.235748E-02   0.000000E+00  -0.252467E-02   0.234545E-10   0.404477E-07   0.786396E-10
  4918   0.956266E-01   0.234883E-02   0.000000E+00  -0.250167E-02   0.234374E-10   0.404186E-07   0.786776E-10
  4919   0.953170E-01   0.234026E-02   0.000000E+00  -0.247845E-02   0.234204E-10   0.403896E-07   0.787085E-10
  4920   0.950152E-01   0.233186E-02   0.000000E+00  -0.245428E-02   0.234033E-10   0.403606E-07   0.787324E-10
  4921   0.947062E-01   0.232346E-02   0.000000E+00  -0.242988E-02   0.233863E-10   0.403317E-07   0.787493E-10
  4922   0.943977E-01   0.231514E-02   0.000000E+00  -0.240674E-02   0.233693E-10   0.403028E-07   0.787591E-10
  4923   0.940822E-01   0.230690E-02   0.000000E+00  -0.238337E-02   0.233523E-10   0.402739E-07   0.787619E-10
  4924   0.937895E-01   0.229873E-02   0.000000E+00  -0.236049E-02   0.233353E-10   0.402451E-07   0.787577E-10
  4925   0.934751E-01   0.229063E-02   0.000000E+00  -0.233588E-02   0.233183E-10   0.402163E-07   0.787464E-10
  4926   0.931686E-01   0.228267E-02   0.000000E+00  -0.231325E-02   0.233013E-10   0.401875E-07   0.787281E-10
  4927   0.928628E-01   0.227470E-02   0.000000E+00  -0.229035E-02   0.232844E-10   0.401588E-07   0.787027E-10
  4928   0.925650E-01   0.226686E-02   0.000000E+00  -0.226719E-02   0.232674E-10   0.401301E-07   0.786703E-10
  4929   0.922531E-01   0.225908E-02   0.000000E+00  -0.224449E-02   0.232505E-10   0.401014E-07   0.786309E-10
  4930   0.919420E-01   0.225135E-02   0.000000E+00  -0.222151E-02   0.232336E-10   0.400728E-07   0.785845E-10
  4931   0.916390E-01   0.224375E-02   0.000000E+00  -0.219899E-02   0.232167E-10   0.400442E-07   0.785310E-10
  4932   0.913370E-01   0.223619E-02   0.000000E+00  -0.217618E-02   0.231998E-10   0.400157E-07   0.784704E-10
  4933   0.910209E-01   0.222868E-02   0.000000E+00  -0.215381E-02   0.231829E-10   0.399871E-07   0.784029E-10
  4934   0.907132E-01   0.222128E-02   0.000000E+00  -0.213113E-02   0.231661E-10   0.399587E-07   0.783282E-10
  4935   0.904139E-01   0.221391E-02   0.000000E+00  -0.210962E-02   0.231492E-10   0.399302E-07   0.782466E-10
  4936   0.901007E-01   0.220658E-02   0.000000E+00  -0.208706E-02   0.231324E-10   0.399018E-07   0.781579E-10
  4937   0.897960E-01   0.219929E-02   0.000000E+00  -0.206565E-02   0.231156E-10   0.398735E-07   0.780621E-10
  4938   0.894850E-01   0.219216E-02   0.000000E+00  -0.204391E-02   0.230988E-10   0.398452E-07   0.779593E-10
  4939   0.891826E-01   0.218484E-02   0.000000E+00  -0.202183E-02   0.230820E-10   0.398169E-07   0.778495E-10
  4940   0.888739E-01   0.217784E-02   0.000000E+00  -0.200089E-02   0.230652E-10   0.397887E-07   0.777326E-10
  4941   0.885664E-01   0.217071E-02   0.000000E+00  -0.197960E-02   0.230485E-10   0.397605E-07   0.776087E-10
  4942   0.882602E-01   0.216381E-02   0.000000E+00  -0.195869E-02   0.230317E-10   0.397323E-07   0.774777E-10
  4943   0.879554E-01   0.215692E-02   0.000000E+00  -0.193817E-02   0.230150E-10   0.397042E-07   0.773397E-10
  4944   0.876518E-01   0.215012E-02   0.000000E+00  -0.191727E-02   0.229983E-10   0.396762E-07   0.771946E-10
  4945   0.873423E-01   0.214355E-02   0.000000E+00  -0.189748E-02   0.229816E-10   0.396481E-07   0.770425E-10
  4946   0.870416E-01   0.213667E-02   0.000000E+00  -0.187582E-02   0.229649E-10   0.396201E-07   0.768833E-10
  4947   0.867424E-01   0.213002E-02   0.000000E+00  -0.185674E-02   0.229482E-10   0.395922E-07   0.767171E-10
  4948   0.864374E-01   0.212344E-02   0.000000E+00  -0.183652E-02   0.229316E-10   0.395643E-07   0.765439E-10
  4949   0.861264E-01   0.211686E-02   0.000000E+00  -0.181797E-02   0.229149E-10   0.395364E-07   0.763636E-10
  4950   0.858245E-01   0.211033E-02   0.000000E+00  -0.179828E-02   0.228983E-10   0.395086E-07   0.761762E-10
  4951   0.855243E-01   0.210387E-02   0.000000E+00  -0.177965E-02   0.228817E-10   0.394808E-07   0.759818E-10
  4952   0.852257E-01   0.209731E-02   0.000000E+00  -0.176015E-02   0.228651E-10   0.394531E-07   0.757806E-10
  4953   0.849139E-01   0.209083E-02   0.000000E+00  -0.174140E-02   0.228485E-10   0.394254E-07   0.755726E-10
  4954   0.846185E-01   0.208448E-02   0.000000E+00  -0.172310E-02   0.228319E-10   0.393978E-07   0.753581E-10
  4955   0.843248E-01   0.207820E-02   0.000000E+00  -0.170523E-02   0.228154E-10   0.393702E-07   0.751373E-10
  4956   0.840178E-01   0.207185E-02   0.000000E+00  -0.168697E-02   0.227988E-10   0.393426E-07   0.749102E-10
  4957   0.837197E-01   0.206572E-02   0.000000E+00  -0.166913E-02   0.227823E-10   0.393151E-07   0.746772E-10
  4958   0.834233E-01   0.205951E-02   0.000000E+00  -0.165176E-02   0.227658E-10   0.392877E-07   0.744384E-10
  4959   0.831283E-01   0.205338E-02   0.000000E+00  -0.163471E-02   0.227493E-10   0.392602E-07   0.741939E-10
  4960   0.828274E-01   0.204741E-02   0.000000E+00  -0.161805E-02   0.227328E-10   0.392328E-07   0.739439E-10
  4961   0.825355E-01   0.204145E-02   0.000000E+00  -0.160103E-02   0.227163E-10   0.392055E-07   0.736886E-10
  4962   0.822376E-01   0.203549E-02   0.000000E+00  -0.158511E-02   0.226998E-10   0.391782E-07   0.734282E-10
  4963   0.819412E-01   0.202970E-02   0.000000E+00  -0.156872E-02   0.226834E-10   0.391510E-07   0.731629E-10
  4964   0.816537E-01   0.202392E-02   0.000000E+00  -0.155276E-02   0.226669E-10   0.391238E-07   0.728928E-10
  4965   0.813602E-01   0.201831E-02   0.000000E+00  -0.153691E-02   0.226505E-10   0.390966E-07   0.726180E-10
  4966   0.810681E-01   0.201265E-02   0.000000E+00  -0.152160E-02   0.226341E-10   0.390695E-07   0.723389E-10
