#    L    TT             EE             BB             TE          
  1422   0.599704E+03   0.135752E+02   0.182681E-05   0.105526E+02
  1423   0.595912E+03   0.137137E+02   0.182315E-05   0.107197E+02
  1424   0.592242E+03   0.138532E+02   0.181949E-05   0.108743E+02
  1425   0.588473E+03   0.139936E+02   0.181584E-05   0.110159E+02
  1426   0.584681E+03   0.141349E+02   0.181218E-05   0.111448E+02
  1427   0.581016E+03   0.142767E+02   0.180853E-05   0.112613E+02
  1428   0.577256E+03   0.144185E+02   0.180488E-05   0.113642E+02
  1429   0.573478E+03   0.145621E+02   0.180124E-05   0.114561E+02
  1430   0.569756E+03   0.147053E+02   0.179759E-05   0.115335E+02
  1431   0.566019E+03   0.148487E+02   0.179394E-05   0.115996E+02
  1432   0.562268E+03   0.149929E+02   0.179029E-05   0.116526E+02
  1433   0.558652E+03   0.151370E+02   0.178664E-05   0.116935E+02
  1434   0.554952E+03   0.152818E+02   0.178298E-05   0.117219E+02
  1435   0.551241E+03   0.154255E+02   0.177933E-05   0.117373E+02
  1436   0.547597E+03   0.155695E+02   0.177567E-05   0.117392E+02
  1437   0.543871E+03   0.157138E+02   0.177200E-05   0.117302E+02
  1438   0.540215E+03   0.158567E+02   0.176834E-05   0.117068E+02
  1439   0.536555E+03   0.160003E+02   0.176466E-05   0.116732E+02
  1440   0.532967E+03   0.161430E+02   0.176099E-05   0.116258E+02
  1441   0.529379E+03   0.162847E+02   0.175730E-05   0.115649E+02
  1442   0.525791E+03   0.164261E+02   0.175361E-05   0.114924E+02
  1443   0.522206E+03   0.165677E+02   0.174991E-05   0.114085E+02
  1444   0.518699E+03   0.167071E+02   0.174621E-05   0.113113E+02
  1445   0.515123E+03   0.168466E+02   0.174249E-05   0.112011E+02
  1446   0.511702E+03   0.169838E+02   0.173877E-05   0.110797E+02
  1447   0.508142E+03   0.171207E+02   0.173504E-05   0.109474E+02
  1448   0.504739E+03   0.172565E+02   0.173129E-05   0.108000E+02
  1449   0.501348E+03   0.173896E+02   0.172754E-05   0.106415E+02
  1450   0.497970E+03   0.175221E+02   0.172378E-05   0.104707E+02
  1451   0.494681E+03   0.176531E+02   0.172000E-05   0.102866E+02
  1452   0.491331E+03   0.177820E+02   0.171621E-05   0.100894E+02
  1453   0.488069E+03   0.179094E+02   0.171242E-05   0.988196E+01
  1454   0.484895E+03   0.180353E+02   0.170861E-05   0.966322E+01
  1455   0.481734E+03   0.181589E+02   0.170480E-05   0.943217E+01
  1456   0.478586E+03   0.182818E+02   0.170097E-05   0.918854E+01
  1457   0.475376E+03   0.184017E+02   0.169714E-05   0.893502E+01
  1458   0.472326E+03   0.185208E+02   0.169330E-05   0.867060E+01
  1459   0.469289E+03   0.186377E+02   0.168945E-05   0.839650E+01
  1460   0.466263E+03   0.187537E+02   0.168560E-05   0.811096E+01
  1461   0.463322E+03   0.188660E+02   0.168174E-05   0.781444E+01
  1462   0.460392E+03   0.189774E+02   0.167788E-05   0.750817E+01
  1463   0.457399E+03   0.190873E+02   0.167401E-05   0.719261E+01
  1464   0.454564E+03   0.191949E+02   0.167014E-05   0.686749E+01
  1465   0.451665E+03   0.193008E+02   0.166627E-05   0.653253E+01
  1466   0.448923E+03   0.194052E+02   0.166239E-05   0.618896E+01
  1467   0.446117E+03   0.195072E+02   0.165851E-05   0.583576E+01
  1468   0.443394E+03   0.196076E+02   0.165463E-05   0.547414E+01
  1469   0.440754E+03   0.197057E+02   0.165075E-05   0.510383E+01
  1470   0.437974E+03   0.198013E+02   0.164687E-05   0.472604E+01
  1471   0.435424E+03   0.198961E+02   0.164299E-05   0.433902E+01
  1472   0.432882E+03   0.199884E+02   0.163911E-05   0.394472E+01
  1473   0.430347E+03   0.200784E+02   0.163523E-05   0.354212E+01
  1474   0.427745E+03   0.201659E+02   0.163136E-05   0.313319E+01
  1475   0.425298E+03   0.202510E+02   0.162749E-05   0.271691E+01
  1476   0.422857E+03   0.203345E+02   0.162362E-05   0.229301E+01
  1477   0.420497E+03   0.204154E+02   0.161976E-05   0.186344E+01
  1478   0.418142E+03   0.204940E+02   0.161590E-05   0.142718E+01
  1479   0.415867E+03   0.205708E+02   0.161204E-05   0.984498E+00
  1480   0.413596E+03   0.206451E+02   0.160820E-05   0.536296E+00
  1481   0.411338E+03   0.207162E+02   0.160436E-05   0.826016E-01
  1482   0.409166E+03   0.207856E+02   0.160052E-05  -0.376336E+00
  1483   0.407013E+03   0.208525E+02   0.159670E-05  -0.840343E+00
  1484   0.404931E+03   0.209161E+02   0.159288E-05  -0.130902E+01
  1485   0.402867E+03   0.209772E+02   0.158907E-05  -0.178220E+01
  1486   0.400842E+03   0.210365E+02   0.158528E-05  -0.225934E+01
  1487   0.398858E+03   0.210918E+02   0.158149E-05  -0.274040E+01
  1488   0.396936E+03   0.211453E+02   0.157771E-05  -0.322493E+01
  1489   0.395031E+03   0.211962E+02   0.157395E-05  -0.371281E+01
  1490   0.393179E+03   0.212431E+02   0.157019E-05  -0.420355E+01
  1491   0.391373E+03   0.212874E+02   0.156645E-05  -0.469701E+01
  1492   0.389621E+03   0.213291E+02   0.156273E-05  -0.519273E+01
  1493   0.387906E+03   0.213668E+02   0.155901E-05  -0.569051E+01
  1494   0.386237E+03   0.214018E+02   0.155531E-05  -0.618998E+01
  1495   0.384619E+03   0.214342E+02   0.155163E-05  -0.669080E+01
  1496   0.383046E+03   0.214633E+02   0.154796E-05  -0.719257E+01
  1497   0.381518E+03   0.214883E+02   0.154431E-05  -0.769505E+01
  1498   0.380047E+03   0.215106E+02   0.154068E-05  -0.819792E+01
  1499   0.378620E+03   0.215288E+02   0.153706E-05  -0.870070E+01
  1500   0.377244E+03   0.215443E+02   0.153346E-05  -0.920314E+01
  1501   0.375918E+03   0.215557E+02   0.152989E-05  -0.970475E+01
  1502   0.374640E+03   0.215637E+02   0.152633E-05  -0.102058E+02
  1503   0.373417E+03   0.215686E+02   0.152278E-05  -0.107060E+02
  1504   0.372240E+03   0.215696E+02   0.151926E-05  -0.112050E+02
  1505   0.371106E+03   0.215675E+02   0.151575E-05  -0.117031E+02
  1506   0.370023E+03   0.215618E+02   0.151227E-05  -0.122000E+02
  1507   0.368988E+03   0.215533E+02   0.150880E-05  -0.126955E+02
  1508   0.368000E+03   0.215413E+02   0.150534E-05  -0.131899E+02
  1509   0.367049E+03   0.215251E+02   0.150191E-05  -0.136828E+02
  1510   0.366158E+03   0.215072E+02   0.149849E-05  -0.141743E+02
  1511   0.365294E+03   0.214853E+02   0.149509E-05  -0.146635E+02
  1512   0.364478E+03   0.214603E+02   0.149171E-05  -0.151525E+02
  1513   0.363701E+03   0.214324E+02   0.148834E-05  -0.156381E+02
  1514   0.362977E+03   0.214022E+02   0.148499E-05  -0.161222E+02
  1515   0.362312E+03   0.213686E+02   0.148165E-05  -0.166034E+02
  1516   0.361666E+03   0.213314E+02   0.147834E-05  -0.170835E+02
  1517   0.361068E+03   0.212917E+02   0.147503E-05  -0.175602E+02
  1518   0.360509E+03   0.212494E+02   0.147175E-05  -0.180333E+02
  1519   0.359988E+03   0.212033E+02   0.146847E-05  -0.185055E+02
  1520   0.359517E+03   0.211548E+02   0.146522E-05  -0.189738E+02
  1521   0.359073E+03   0.211041E+02   0.146198E-05  -0.194387E+02
  1522   0.358662E+03   0.210497E+02   0.145875E-05  -0.199007E+02
  1523   0.358298E+03   0.209926E+02   0.145554E-05  -0.203589E+02
  1524   0.357963E+03   0.209336E+02   0.145234E-05  -0.208138E+02
  1525   0.357663E+03   0.208719E+02   0.144916E-05  -0.212646E+02
  1526   0.357406E+03   0.208071E+02   0.144599E-05  -0.217110E+02
  1527   0.357181E+03   0.207391E+02   0.144284E-05  -0.221544E+02
  1528   0.356987E+03   0.206695E+02   0.143970E-05  -0.225923E+02
  1529   0.356830E+03   0.205970E+02   0.143657E-05  -0.230253E+02
  1530   0.356708E+03   0.205217E+02   0.143346E-05  -0.234539E+02
  1531   0.356613E+03   0.204443E+02   0.143036E-05  -0.238779E+02
  1532   0.356558E+03   0.203650E+02   0.142727E-05  -0.242958E+02
  1533   0.356526E+03   0.202825E+02   0.142420E-05  -0.247072E+02
  1534   0.356531E+03   0.201982E+02   0.142114E-05  -0.251150E+02
  1535   0.356563E+03   0.201116E+02   0.141809E-05  -0.255153E+02
  1536   0.356622E+03   0.200219E+02   0.141505E-05  -0.259101E+02
  1537   0.356721E+03   0.199308E+02   0.141203E-05  -0.262985E+02
  1538   0.356850E+03   0.198376E+02   0.140901E-05  -0.266795E+02
  1539   0.356971E+03   0.197410E+02   0.140601E-05  -0.270538E+02
  1540   0.357141E+03   0.196425E+02   0.140302E-05  -0.274203E+02
  1541   0.357338E+03   0.195429E+02   0.140005E-05  -0.277805E+02
  1542   0.357559E+03   0.194410E+02   0.139708E-05  -0.281318E+02
  1543   0.357796E+03   0.193359E+02   0.139413E-05  -0.284763E+02
  1544   0.358062E+03   0.192300E+02   0.139118E-05  -0.288116E+02
  1545   0.358354E+03   0.191213E+02   0.138825E-05  -0.291383E+02
  1546   0.358658E+03   0.190106E+02   0.138532E-05  -0.294568E+02
  1547   0.358986E+03   0.188986E+02   0.138241E-05  -0.297656E+02
  1548   0.359344E+03   0.187848E+02   0.137951E-05  -0.300652E+02
  1549   0.359716E+03   0.186684E+02   0.137661E-05  -0.303547E+02
  1550   0.360115E+03   0.185504E+02   0.137373E-05  -0.306346E+02
  1551   0.360517E+03   0.184309E+02   0.137086E-05  -0.309048E+02
  1552   0.360951E+03   0.183091E+02   0.136799E-05  -0.311639E+02
  1553   0.361393E+03   0.181867E+02   0.136514E-05  -0.314122E+02
  1554   0.361858E+03   0.180630E+02   0.136229E-05  -0.316515E+02
  1555   0.362328E+03   0.179367E+02   0.135945E-05  -0.318803E+02
  1556   0.362826E+03   0.178085E+02   0.135662E-05  -0.320998E+02
  1557   0.363335E+03   0.176794E+02   0.135380E-05  -0.323093E+02
  1558   0.363861E+03   0.175494E+02   0.135098E-05  -0.325084E+02
  1559   0.364412E+03   0.174164E+02   0.134818E-05  -0.326987E+02
  1560   0.364970E+03   0.172835E+02   0.134538E-05  -0.328798E+02
  1561   0.365520E+03   0.171485E+02   0.134258E-05  -0.330511E+02
  1562   0.366083E+03   0.170130E+02   0.133980E-05  -0.332136E+02
  1563   0.366665E+03   0.168756E+02   0.133702E-05  -0.333660E+02
  1564   0.367265E+03   0.167380E+02   0.133424E-05  -0.335092E+02
  1565   0.367882E+03   0.165979E+02   0.133147E-05  -0.336436E+02
  1566   0.368500E+03   0.164578E+02   0.132871E-05  -0.337678E+02
  1567   0.369118E+03   0.163147E+02   0.132596E-05  -0.338842E+02
  1568   0.369750E+03   0.161731E+02   0.132321E-05  -0.339911E+02
  1569   0.370401E+03   0.160296E+02   0.132046E-05  -0.340891E+02
  1570   0.371057E+03   0.158864E+02   0.131772E-05  -0.341781E+02
  1571   0.371722E+03   0.157436E+02   0.131498E-05  -0.342576E+02
  1572   0.372381E+03   0.155976E+02   0.131225E-05  -0.343291E+02
  1573   0.373049E+03   0.154522E+02   0.130952E-05  -0.343915E+02
  1574   0.373738E+03   0.153052E+02   0.130679E-05  -0.344453E+02
  1575   0.374417E+03   0.151591E+02   0.130407E-05  -0.344904E+02
  1576   0.375101E+03   0.150101E+02   0.130135E-05  -0.345268E+02
  1577   0.375788E+03   0.148622E+02   0.129863E-05  -0.345546E+02
  1578   0.376478E+03   0.147138E+02   0.129592E-05  -0.345736E+02
  1579   0.377175E+03   0.145644E+02   0.129321E-05  -0.345842E+02
  1580   0.377858E+03   0.144164E+02   0.129050E-05  -0.345861E+02
  1581   0.378540E+03   0.142674E+02   0.128779E-05  -0.345795E+02
  1582   0.379233E+03   0.141185E+02   0.128509E-05  -0.345645E+02
  1583   0.379909E+03   0.139682E+02   0.128238E-05  -0.345409E+02
  1584   0.380595E+03   0.138196E+02   0.127968E-05  -0.345090E+02
  1585   0.381259E+03   0.136713E+02   0.127697E-05  -0.344686E+02
  1586   0.381932E+03   0.135220E+02   0.127427E-05  -0.344198E+02
  1587   0.382597E+03   0.133738E+02   0.127157E-05  -0.343628E+02
  1588   0.383259E+03   0.132255E+02   0.126887E-05  -0.342974E+02
  1589   0.383904E+03   0.130779E+02   0.126617E-05  -0.342237E+02
  1590   0.384538E+03   0.129304E+02   0.126347E-05  -0.341416E+02
  1591   0.385173E+03   0.127838E+02   0.126076E-05  -0.340513E+02
  1592   0.385787E+03   0.126381E+02   0.125806E-05  -0.339526E+02
  1593   0.386394E+03   0.124928E+02   0.125535E-05  -0.338459E+02
  1594   0.386977E+03   0.123487E+02   0.125265E-05  -0.337309E+02
  1595   0.387558E+03   0.122059E+02   0.124994E-05  -0.336074E+02
  1596   0.388127E+03   0.120630E+02   0.124723E-05  -0.334758E+02
  1597   0.388670E+03   0.119216E+02   0.124452E-05  -0.333360E+02
  1598   0.389199E+03   0.117810E+02   0.124180E-05  -0.331878E+02
  1599   0.389707E+03   0.116421E+02   0.123908E-05  -0.330316E+02
  1600   0.390199E+03   0.115050E+02   0.123636E-05  -0.328672E+02
  1601   0.390667E+03   0.113690E+02   0.123364E-05  -0.326946E+02
  1602   0.391104E+03   0.112334E+02   0.123091E-05  -0.325139E+02
  1603   0.391539E+03   0.110997E+02   0.122818E-05  -0.323257E+02
  1604   0.391944E+03   0.109672E+02   0.122545E-05  -0.321300E+02
  1605   0.392332E+03   0.108366E+02   0.122271E-05  -0.319261E+02
  1606   0.392697E+03   0.107072E+02   0.121998E-05  -0.317156E+02
  1607   0.393040E+03   0.105798E+02   0.121724E-05  -0.314982E+02
  1608   0.393359E+03   0.104543E+02   0.121450E-05  -0.312726E+02
  1609   0.393671E+03   0.103285E+02   0.121176E-05  -0.310408E+02
  1610   0.393960E+03   0.102047E+02   0.120902E-05  -0.308023E+02
  1611   0.394220E+03   0.100829E+02   0.120628E-05  -0.305568E+02
  1612   0.394473E+03   0.996155E+01   0.120353E-05  -0.303054E+02
  1613   0.394688E+03   0.984223E+01   0.120079E-05  -0.300477E+02
  1614   0.394898E+03   0.972493E+01   0.119805E-05  -0.297840E+02
  1615   0.395085E+03   0.960890E+01   0.119531E-05  -0.295140E+02
  1616   0.395244E+03   0.949416E+01   0.119257E-05  -0.292380E+02
  1617   0.395389E+03   0.938146E+01   0.118983E-05  -0.289564E+02
  1618   0.395514E+03   0.927008E+01   0.118709E-05  -0.286695E+02
  1619   0.395603E+03   0.916000E+01   0.118435E-05  -0.283777E+02
  1620   0.395693E+03   0.905200E+01   0.118162E-05  -0.280806E+02
  1621   0.395756E+03   0.894460E+01   0.117888E-05  -0.277785E+02
  1622   0.395799E+03   0.884003E+01   0.117615E-05  -0.274719E+02
  1623   0.395815E+03   0.873682E+01   0.117342E-05  -0.271610E+02
  1624   0.395818E+03   0.863571E+01   0.117070E-05  -0.268448E+02
  1625   0.395801E+03   0.853525E+01   0.116798E-05  -0.265251E+02
  1626   0.395758E+03   0.843765E+01   0.116526E-05  -0.262015E+02
  1627   0.395688E+03   0.834071E+01   0.116254E-05  -0.258736E+02
  1628   0.395600E+03   0.824667E+01   0.115983E-05  -0.255425E+02
  1629   0.395492E+03   0.815404E+01   0.115712E-05  -0.252071E+02
  1630   0.395366E+03   0.806358E+01   0.115442E-05  -0.248692E+02
  1631   0.395199E+03   0.797456E+01   0.115172E-05  -0.245277E+02
  1632   0.395029E+03   0.788698E+01   0.114903E-05  -0.241838E+02
  1633   0.394833E+03   0.780235E+01   0.114634E-05  -0.238369E+02
  1634   0.394627E+03   0.771919E+01   0.114366E-05  -0.234875E+02
  1635   0.394381E+03   0.763899E+01   0.114099E-05  -0.231360E+02
  1636   0.394118E+03   0.755879E+01   0.113832E-05  -0.227819E+02
  1637   0.393830E+03   0.748232E+01   0.113565E-05  -0.224271E+02
  1638   0.393510E+03   0.740809E+01   0.113300E-05  -0.220697E+02
  1639   0.393181E+03   0.733539E+01   0.113035E-05  -0.217108E+02
  1640   0.392820E+03   0.726495E+01   0.112770E-05  -0.213515E+02
  1641   0.392427E+03   0.719679E+01   0.112507E-05  -0.209908E+02
  1642   0.392019E+03   0.713093E+01   0.112244E-05  -0.206281E+02
  1643   0.391579E+03   0.706884E+01   0.111982E-05  -0.202661E+02
  1644   0.391109E+03   0.700684E+01   0.111721E-05  -0.199052E+02
  1645   0.390615E+03   0.694791E+01   0.111460E-05  -0.195427E+02
  1646   0.390091E+03   0.689204E+01   0.111201E-05  -0.191804E+02
  1647   0.389552E+03   0.683851E+01   0.110942E-05  -0.188173E+02
  1648   0.388982E+03   0.678733E+01   0.110685E-05  -0.184567E+02
  1649   0.388383E+03   0.673926E+01   0.110428E-05  -0.180967E+02
  1650   0.387754E+03   0.669281E+01   0.110173E-05  -0.177369E+02
  1651   0.387096E+03   0.665021E+01   0.109918E-05  -0.173799E+02
  1652   0.386417E+03   0.660843E+01   0.109664E-05  -0.170228E+02
  1653   0.385703E+03   0.657037E+01   0.109412E-05  -0.166667E+02
  1654   0.384963E+03   0.653595E+01   0.109160E-05  -0.163144E+02
  1655   0.384206E+03   0.650361E+01   0.108909E-05  -0.159612E+02
  1656   0.383416E+03   0.647327E+01   0.108660E-05  -0.156106E+02
  1657   0.382589E+03   0.644561E+01   0.108411E-05  -0.152616E+02
  1658   0.381755E+03   0.641980E+01   0.108163E-05  -0.149148E+02
  1659   0.380892E+03   0.639653E+01   0.107916E-05  -0.145690E+02
  1660   0.379995E+03   0.637644E+01   0.107670E-05  -0.142251E+02
  1661   0.379086E+03   0.635799E+01   0.107425E-05  -0.138840E+02
  1662   0.378145E+03   0.634258E+01   0.107181E-05  -0.135450E+02
  1663   0.377187E+03   0.632940E+01   0.106938E-05  -0.132068E+02
  1664   0.376198E+03   0.631763E+01   0.106696E-05  -0.128710E+02
  1665   0.375195E+03   0.630868E+01   0.106454E-05  -0.125379E+02
  1666   0.374171E+03   0.630173E+01   0.106214E-05  -0.122082E+02
  1667   0.373120E+03   0.629746E+01   0.105974E-05  -0.118792E+02
  1668   0.372058E+03   0.629504E+01   0.105735E-05  -0.115539E+02
  1669   0.370971E+03   0.629514E+01   0.105498E-05  -0.112303E+02
  1670   0.369859E+03   0.629694E+01   0.105261E-05  -0.109092E+02
  1671   0.368740E+03   0.630038E+01   0.105024E-05  -0.105924E+02
  1672   0.367598E+03   0.630611E+01   0.104789E-05  -0.102776E+02
  1673   0.366428E+03   0.631333E+01   0.104555E-05  -0.996584E+01
  1674   0.365254E+03   0.632418E+01   0.104321E-05  -0.965722E+01
  1675   0.364045E+03   0.633562E+01   0.104088E-05  -0.935187E+01
  1676   0.362834E+03   0.634832E+01   0.103856E-05  -0.904995E+01
  1677   0.361607E+03   0.636442E+01   0.103625E-05  -0.875160E+01
  1678   0.360349E+03   0.638090E+01   0.103394E-05  -0.845695E+01
  1679   0.359084E+03   0.640063E+01   0.103165E-05  -0.816616E+01
  1680   0.357806E+03   0.642133E+01   0.102936E-05  -0.787862E+01
  1681   0.356515E+03   0.644291E+01   0.102708E-05  -0.759523E+01
  1682   0.355198E+03   0.646752E+01   0.102481E-05  -0.731760E+01
  1683   0.353879E+03   0.649436E+01   0.102254E-05  -0.704292E+01
  1684   0.352543E+03   0.652186E+01   0.102028E-05  -0.677355E+01
  1685   0.351199E+03   0.655143E+01   0.101803E-05  -0.650890E+01
  1686   0.349841E+03   0.658300E+01   0.101579E-05  -0.624762E+01
  1687   0.348461E+03   0.661500E+01   0.101355E-05  -0.599209E+01
  1688   0.347085E+03   0.664960E+01   0.101132E-05  -0.574245E+01
  1689   0.345682E+03   0.668597E+01   0.100910E-05  -0.549661E+01
  1690   0.344270E+03   0.672329E+01   0.100688E-05  -0.525695E+01
  1691   0.342855E+03   0.676299E+01   0.100467E-05  -0.502361E+01
  1692   0.341433E+03   0.680274E+01   0.100247E-05  -0.479525E+01
  1693   0.339996E+03   0.684471E+01   0.100028E-05  -0.457276E+01
  1694   0.338546E+03   0.688883E+01   0.998087E-06  -0.435776E+01
  1695   0.337099E+03   0.693279E+01   0.995905E-06  -0.414742E+01
  1696   0.335640E+03   0.697948E+01   0.993730E-06  -0.394487E+01
  1697   0.334164E+03   0.702661E+01   0.991561E-06  -0.374876E+01
  1698   0.332694E+03   0.707558E+01   0.989398E-06  -0.355997E+01
  1699   0.331216E+03   0.712558E+01   0.987241E-06  -0.337717E+01
  1700   0.329731E+03   0.717579E+01   0.985091E-06  -0.320272E+01
  1701   0.328232E+03   0.722911E+01   0.982947E-06  -0.303524E+01
  1702   0.326744E+03   0.728248E+01   0.980808E-06  -0.287536E+01
  1703   0.325244E+03   0.733807E+01   0.978676E-06  -0.272365E+01
  1704   0.323740E+03   0.739356E+01   0.976549E-06  -0.257848E+01
  1705   0.322234E+03   0.745110E+01   0.974428E-06  -0.244043E+01
  1706   0.320718E+03   0.750764E+01   0.972312E-06  -0.230934E+01
  1707   0.319209E+03   0.756609E+01   0.970201E-06  -0.218652E+01
  1708   0.317692E+03   0.762635E+01   0.968096E-06  -0.206960E+01
  1709   0.316175E+03   0.768762E+01   0.965996E-06  -0.195990E+01
  1710   0.314653E+03   0.775056E+01   0.963901E-06  -0.185652E+01
  1711   0.313125E+03   0.781434E+01   0.961811E-06  -0.175930E+01
  1712   0.311607E+03   0.787740E+01   0.959725E-06  -0.166955E+01
  1713   0.310078E+03   0.794190E+01   0.957644E-06  -0.158639E+01
  1714   0.308546E+03   0.800775E+01   0.955567E-06  -0.150890E+01
  1715   0.307012E+03   0.807340E+01   0.953495E-06  -0.143916E+01
  1716   0.305492E+03   0.814025E+01   0.951427E-06  -0.137478E+01
  1717   0.303963E+03   0.820748E+01   0.949363E-06  -0.131707E+01
  1718   0.302427E+03   0.827576E+01   0.947304E-06  -0.126589E+01
  1719   0.300899E+03   0.834426E+01   0.945248E-06  -0.122033E+01
  1720   0.299381E+03   0.841366E+01   0.943195E-06  -0.118171E+01
  1721   0.297858E+03   0.848387E+01   0.941147E-06  -0.114839E+01
  1722   0.296345E+03   0.855333E+01   0.939102E-06  -0.112170E+01
  1723   0.294830E+03   0.862345E+01   0.937060E-06  -0.110073E+01
  1724   0.293311E+03   0.869489E+01   0.935022E-06  -0.108606E+01
  1725   0.291799E+03   0.876535E+01   0.932986E-06  -0.107680E+01
  1726   0.290293E+03   0.883698E+01   0.930954E-06  -0.107426E+01
  1727   0.288794E+03   0.890822E+01   0.928925E-06  -0.107680E+01
  1728   0.287296E+03   0.898122E+01   0.926898E-06  -0.108576E+01
  1729   0.285814E+03   0.905367E+01   0.924874E-06  -0.110021E+01
  1730   0.284319E+03   0.912549E+01   0.922853E-06  -0.111927E+01
  1731   0.282843E+03   0.919735E+01   0.920833E-06  -0.114574E+01
  1732   0.281370E+03   0.926917E+01   0.918817E-06  -0.117649E+01
  1733   0.279909E+03   0.934162E+01   0.916802E-06  -0.121359E+01
  1734   0.278454E+03   0.941313E+01   0.914789E-06  -0.125614E+01
  1735   0.277005E+03   0.948512E+01   0.912779E-06  -0.130323E+01
  1736   0.275570E+03   0.955601E+01   0.910770E-06  -0.135768E+01
  1737   0.274143E+03   0.962797E+01   0.908763E-06  -0.141635E+01
  1738   0.272724E+03   0.969867E+01   0.906757E-06  -0.148057E+01
  1739   0.271330E+03   0.976955E+01   0.904753E-06  -0.155093E+01
  1740   0.269931E+03   0.983976E+01   0.902750E-06  -0.162651E+01
  1741   0.268565E+03   0.990923E+01   0.900748E-06  -0.170642E+01
  1742   0.267196E+03   0.997864E+01   0.898747E-06  -0.179347E+01
  1743   0.265847E+03   0.100472E+02   0.896747E-06  -0.188452E+01
  1744   0.264511E+03   0.101154E+02   0.894748E-06  -0.198165E+01
  1745   0.263189E+03   0.101819E+02   0.892750E-06  -0.208395E+01
  1746   0.261882E+03   0.102488E+02   0.890752E-06  -0.219126E+01
  1747   0.260598E+03   0.103152E+02   0.888755E-06  -0.230417E+01
  1748   0.259323E+03   0.103811E+02   0.886758E-06  -0.242251E+01
  1749   0.258066E+03   0.104449E+02   0.884761E-06  -0.254465E+01
  1750   0.256826E+03   0.105079E+02   0.882765E-06  -0.267338E+01
  1751   0.255605E+03   0.105695E+02   0.880768E-06  -0.280779E+01
  1752   0.254411E+03   0.106296E+02   0.878771E-06  -0.294541E+01
  1753   0.253234E+03   0.106881E+02   0.876775E-06  -0.308969E+01
  1754   0.252076E+03   0.107466E+02   0.874779E-06  -0.323815E+01
  1755   0.250937E+03   0.108048E+02   0.872783E-06  -0.339126E+01
  1756   0.249823E+03   0.108609E+02   0.870788E-06  -0.354876E+01
  1757   0.248719E+03   0.109160E+02   0.868793E-06  -0.371114E+01
  1758   0.247625E+03   0.109700E+02   0.866800E-06  -0.387814E+01
  1759   0.246565E+03   0.110230E+02   0.864807E-06  -0.404949E+01
  1760   0.245514E+03   0.110750E+02   0.862815E-06  -0.422419E+01
  1761   0.244480E+03   0.111260E+02   0.860824E-06  -0.440347E+01
  1762   0.243464E+03   0.111757E+02   0.858835E-06  -0.458633E+01
  1763   0.242472E+03   0.112246E+02   0.856847E-06  -0.477249E+01
  1764   0.241505E+03   0.112725E+02   0.854860E-06  -0.496319E+01
  1765   0.240539E+03   0.113191E+02   0.852875E-06  -0.515668E+01
  1766   0.239598E+03   0.113646E+02   0.850892E-06  -0.535419E+01
  1767   0.238673E+03   0.114089E+02   0.848910E-06  -0.555397E+01
  1768   0.237764E+03   0.114522E+02   0.846931E-06  -0.575724E+01
  1769   0.236879E+03   0.114943E+02   0.844954E-06  -0.596449E+01
  1770   0.236002E+03   0.115352E+02   0.842978E-06  -0.617323E+01
  1771   0.235149E+03   0.115749E+02   0.841005E-06  -0.638542E+01
  1772   0.234319E+03   0.116135E+02   0.839035E-06  -0.660081E+01
  1773   0.233490E+03   0.116507E+02   0.837067E-06  -0.681691E+01
  1774   0.232691E+03   0.116869E+02   0.835102E-06  -0.703716E+01
  1775   0.231907E+03   0.117218E+02   0.833139E-06  -0.725908E+01
  1776   0.231146E+03   0.117553E+02   0.831180E-06  -0.748241E+01
  1777   0.230385E+03   0.117878E+02   0.829223E-06  -0.770912E+01
  1778   0.229653E+03   0.118188E+02   0.827269E-06  -0.793672E+01
  1779   0.228937E+03   0.118486E+02   0.825319E-06  -0.816643E+01
  1780   0.228242E+03   0.118771E+02   0.823372E-06  -0.839725E+01
  1781   0.227569E+03   0.119041E+02   0.821429E-06  -0.862966E+01
  1782   0.226896E+03   0.119299E+02   0.819489E-06  -0.886340E+01
  1783   0.226251E+03   0.119542E+02   0.817553E-06  -0.909822E+01
  1784   0.225636E+03   0.119771E+02   0.815621E-06  -0.933309E+01
  1785   0.225026E+03   0.119986E+02   0.813693E-06  -0.957001E+01
  1786   0.224438E+03   0.120187E+02   0.811768E-06  -0.980721E+01
  1787   0.223871E+03   0.120373E+02   0.809848E-06  -0.100444E+02
  1788   0.223325E+03   0.120544E+02   0.807933E-06  -0.102837E+02
  1789   0.222791E+03   0.120699E+02   0.806021E-06  -0.105217E+02
  1790   0.222271E+03   0.120838E+02   0.804115E-06  -0.107604E+02
  1791   0.221779E+03   0.120962E+02   0.802212E-06  -0.109996E+02
  1792   0.221307E+03   0.121069E+02   0.800315E-06  -0.112375E+02
  1793   0.220840E+03   0.121160E+02   0.798423E-06  -0.114754E+02
  1794   0.220408E+03   0.121234E+02   0.796535E-06  -0.117129E+02
  1795   0.219996E+03   0.121293E+02   0.794653E-06  -0.119499E+02
  1796   0.219574E+03   0.121333E+02   0.792776E-06  -0.121853E+02
  1797   0.219208E+03   0.121354E+02   0.790904E-06  -0.124204E+02
  1798   0.218847E+03   0.121358E+02   0.789038E-06  -0.126533E+02
  1799   0.218505E+03   0.121345E+02   0.787178E-06  -0.128854E+02
  1800   0.218189E+03   0.121313E+02   0.785323E-06  -0.131164E+02
